admin_id,registration_id,Manufacturer,registration,aircraft_id
1,13641,Lockheed ,VH-SMK,1
1,6405,Curtiss ,PP-XBW,2
1,12572,Lisunov ,42 red,3
1,7900,Douglas ,42-93509,4
1,8729,Douglas ,F-BEFQ,5
1,9615,Douglas ,PI-C184,6
1,4755,CASA ,T.2-143,7
1,9823,Douglas ,TAM-10,8
1,8717,Douglas ,F-BBDB,9
1,9616,Douglas ,PI-C22,10
1,8746,Douglas ,F-BFGD,10
1,9972,Douglas ,VT-CPQ,10
1,7872,Douglas ,42-72469,11
1,8733,Douglas ,F-BEIH,5
1,8136,Douglas ,45-1015,12
1,8144,Douglas ,45-1113,12
1,14313,Short ,G-AHIX,13
1,10428,Fairchild ,44-22986,14
1,9606,Douglas ,PH-TEU,10
1,14384,Short ,PP118,15
1,8049,Douglas ,43-49143,16
1,6438,Curtiss ,YV-C-AQE?,17
1,8194,Douglas ,4X-ACD,18
1,8804,Douglas ,FAC-665,19
1,8137,Douglas ,45-1037,16
1,5004,Catalina,NZ4051,20
1,4856,Canadair ,CF-CPR,21
1,8133,Douglas ,44-9091,22
1,8005,Douglas ,43-48457,16
1,12072,Junkers ,CR-AAJ,23
1,8710,Douglas ,F-BAOD,24
1,8803,Douglas ,FAC-664,19
1,9576,Douglas ,OK-WDY,10
1,9099,Douglas ,KJ936,25
1,9011,Douglas ,HK-507,8
1,6070,Curtiss ,42-107320,26
1,13746,Martin ,NC93050,27
1,4027,Bristol ,F-BECR,28
1,8007,Douglas ,43-48464,12
1,8929,Douglas ,HK-123,8
1,1959,Avro ,G-AKBY,29
1,9105,Douglas ,KN300,25
1,4035,Bristol ,G-AHJJ,28
1,10434,Fairchild ,45-57752,14
1,8029,Douglas ,43-48940,16
1,9842,Douglas ,TC-BAL,10
1,13638,Lockheed ,VH-BDN,1
1,14402,Short ,SZ573,30
1,9772,Douglas ,SP-LCC,10
1,8099,Douglas ,43-49915,12
1,8130,Douglas ,44-77292,16
1,8138,Douglas ,45-1065,31
1,7928,Douglas ,43-15557,32
1,12118,Latécoère ,F-WANU,33
1,12694,Lisunov ,SP-LBA,34
1,9960,Douglas ,VT-CJD,10
1,13700,Martin ,76822,35
1,12637,Lisunov ,CCCP-L4411,36
1,5806,Consolidated ,VP-BAO,37
1,7982,Douglas ,43-48102,32
1,10440,Fairchild ,45-57798,14
1,15011,Vickers ,G-AIVL,38
1,14285,Short ,1706,15
1,8985,Douglas ,HK-309,8
1,8505,Douglas ,CCCP-L862,39
1,9955,Douglas ,VT-CGM,10
1,7885,Douglas ,42-72704,40
1,10755,Focke-Wulf ,CCCP-N500,41
1,6133,Curtiss ,CB-51,42
1,9095,Douglas ,KG317,43
1,7879,Douglas ,42-72597,40
1,8169,Douglas ,45-954,12
1,8771,Douglas ,F-OAFP,10
1,8924,Douglas ,HK-120,8
1,9108,Douglas ,KN543,25
1,8143,Douglas ,45-1112,12
1,5732,Consolidated ,A24-105,44
1,12967,Lockheed ,48238,45
1,14332,Short ,LN-IAU,46
1,9957,Douglas ,VT-CHB,10
1,8073,Douglas ,43-49496,16
1,8059,Douglas ,43-49267,16
1,8983,Douglas ,HK-307,10
1,11254,Grumman ,N2941,47
1,12943,Lockheed ,39334,48
1,9727,Douglas ,PP-SRV,5
1,15214,Vickers ,VX497,49
1,6357,Curtiss ,N9406H,50
1,9672,Douglas ,PP-AVZ,8
1,9112,Douglas ,KN679,25
1,12714,Lockheed ,122454,48
1,1984,Avro ,MW164,51
1,6286,Curtiss ,N1248N,52
1,9200,Douglas ,N16030,53
1,8009,Douglas ,43-48477,16
1,9142,Douglas ,LV-ACL,10
1,8718,Douglas ,F-BBDE,9
1,8719,Douglas ,F-BBDM,9
1,6345,Curtiss ,N74170,50
1,8022,Douglas ,43-48885,12
1,9526,Douglas ,N95425,54
1,7881,Douglas ,42-72648,40
1,9889,Douglas ,VH-ANA,9
1,5741,Consolidated ,CCCP-N488,55
1,10461,Fairchild ,49-134,56
1,10447,Fairchild ,48-338,57
1,10137,Douglas ,YV-C-ARG,8
1,14465,Sud Aviation,F-WAVA,58
1,8154,Douglas ,45-518,59
1,5728,Consolidated ,6518,60
1,8747,Douglas ,F-BFGL,10
1,8159,Douglas ,45-890,12
1,9924,Douglas ,VT-ATS,10
1,8617,Douglas ,CR-LBK,10
1,14389,Short ,PP164,15
1,11905,Ilyushin ,CCCP-L1340,61
1,10443,Fairchild ,45-57831,14
1,6079,Curtiss ,44-77577,62
1,4757,CASA ,T.2-167,7
1,9137,Douglas ,LR-AAN,10
1,8112,Douglas ,44-76439,16
1,13593,Lockheed ,PP-PCG,63
1,4028,Bristol ,F-BENF,28
1,7884,Douglas ,42-72700,40
1,9572,Douglas ,OK-WAB,64
1,6339,Curtiss ,N67960,50
1,14448,Sud Aviation,F-BCUI,65
1,11928,Ilyushin ,CCCP-L1803,66
1,13600,Lockheed ,PP-SAA,67
1,11407,Handley ,TG583,68
1,10429,Fairchild ,44-23021,14
1,8063,Douglas ,43-49278,16
1,6069,Curtiss ,39566,69
1,9575,Douglas ,OK-WDV,10
1,11921,Ilyushin ,CCCP-L1706,61
1,12619,Lisunov ,CCCP-H955,36
1,12719,Lockheed ,122940,70
1,9508,Douglas ,N90705,71
1,8808,Douglas ,FAC-670,19
1,8148,Douglas ,45-1126,12
1,9109,Douglas ,KN630,25
1,5720,Consolidated ,48411,44
1,8921,Douglas ,HK-116,8
1,9103,Douglas ,KN240,25
1,13473,Lockheed ,N6004C,72
1,10468,Fairchild ,49-163,56
1,9213,Douglas ,N18936,73
1,13740,Martin ,N93051,27
1,7877,Douglas ,42-72583,40
1,6383,Curtiss ,PP-LDB,2
1,8354,Douglas ,87755,74
1,13377,Lockheed ,N13Y,67
1,8770,Douglas ,F-OACA,8
1,7922,Douglas ,43-15299,32
1,10452,Fairchild ,48-353,57
1,9852,Douglas ,TF-RVC,75
1,8660,Douglas ,EP-AAG,10
1,10463,Fairchild ,49-145,56
1,14373,Short ,NJ268,15
1,8278,Douglas ,56496,74
1,10116,Douglas ,YU-ABC,10
1,15216,Vickers ,VX499,49
1,10446,Fairchild ,48-324,57
1,9980,Douglas ,VT-DAT,10
1,7871,Douglas ,42-72457,40
1,15143,Vickers ,T-8,76
1,6429,Curtiss ,XT-862,17
1,4751,CASA ,T.2-124,7
1,11281,Grumman ,N74044,47
1,6127,Curtiss ,CB-38,42
1,6297,Curtiss ,N1661M,52
1,14401,Short ,SZ569,15
1,4072,Bristol ,WH575,28
1,12648,Lisunov ,CCCP-L4592,36
1,9906,Douglas ,VH-SMH,10
1,10455,Fairchild ,49-105,77
1,10136,Douglas ,YV-C-ARF,10
1,13745,Martin ,NC93037,27
1,8714,Douglas ,F-BAXM,10
1,8043,Douglas ,43-49041,78
1,7848,Douglas ,42-100855,32
1,12643,Lisunov ,CCCP-L4532,36
1,8837,Douglas ,G-AGIW,10
1,8070,Douglas ,43-49440,12
1,7888,Douglas ,42-92041,32
1,1983,Avro ,MW102,51
1,8040,Douglas ,43-49030,12
1,8506,Douglas ,CCCP-N369,5
1,12733,Lockheed ,124290,79
1,15006,Vickers ,G-AHPN,38
1,10475,Fairchild ,49-189,56
1,13644,Lockheed ,VT-CQP,80
1,9694,Douglas ,PP-IBC,81
1,8088,Douglas ,43-49681,82
1,8400,Douglas ,A65-116,12
1,13738,Martin ,N93040,27
1,6131,Curtiss ,CB-47,17
1,8079,Douglas ,43-49529,16
1,7887,Douglas ,42-72742,40
1,10469,Fairchild ,49-166,56
1,8504,Douglas ,CCCP-L1098,39
1,10038,Douglas ,XB-KWZ,8
1,10431,Fairchild ,45-57739,14
1,8101,Douglas ,43-6017,12
1,8525,Douglas ,CF-EDN,75
1,6132,Curtiss ,CB-48,42
1,12700,Lisunov ,YR-TAA,83
1,9541,Douglas ,NZ3549,12
1,9639,Douglas ,PK-DPB,10
1,10430,Fairchild ,44-23024,14
1,13576,Lockheed ,NC86511,63
1,7882,Douglas ,42-72662,40
1,8089,Douglas ,43-49704,31
1,10432,Fairchild ,45-57743,14
1,9429,Douglas ,N74586,64
1,9545,Douglas ,OB-PAU-201,5
1,6230,Curtiss ,HK-330,17
1,9967,Douglas ,VT-COI,10
1,8626,Douglas ,CU-T7,24
1,12944,Lockheed ,39340,48
1,9795,Douglas ,T-446,12
1,8661,Douglas ,EP-AAJ,10
1,8205,Douglas ,50767,84
1,8168,Douglas ,45-949,16
1,15193,Vickers ,VW805,49
1,8405,Douglas ,A65-74,12
1,8739,Douglas ,F-BELB,18
1,8716,Douglas ,F-BAXY,5
1,6426,Curtiss ,XT-44,52
1,6428,Curtiss ,XT-852,52
1,6427,Curtiss ,XT-846,17
1,5003,Catalina,NZ4048,20
1,3123,Boeing ,F-BDAT,85
1,8875,Douglas ,HB-ILE,9
1,9951,Douglas ,VT-CFK,5
1,9719,Douglas ,PP-SPT,10
1,9721,Douglas ,PP-SPW,5
1,10140,Douglas ,YV-C-AVU,8
1,6385,Curtiss ,PP-LDD,2
1,12070,Junkers ,328/F-RBEH,86
1,12071,Junkers ,384/F-RBDK,86
1,8135,Douglas ,44-9096,22
1,11402,Handley ,TG574,68
1,8403,Douglas ,A65-66,32
1,8517,Douglas ,CF-CUF,10
1,12734,Lockheed ,124357,79
1,7912,Douglas ,43-15110,32
1,8121,Douglas ,44-76666,12
1,12622,Lisunov ,CCCP-L4003,36
1,5799,Consolidated ,P-82,44
1,9141,Douglas ,LV-ACH,10
1,8488,Douglas ,CB-31,10
1,8523,Douglas ,CF-ECN,8
1,6352,Curtiss ,N79982,17
1,13279,Lockheed ,EC-ADZ,87
1,8356,Douglas ,92617,32
1,6094,Curtiss ,44-78505,62
1,6089,Curtiss ,44-78270,62
1,6092,Curtiss ,44-78462,62
1,11929,Ilyushin ,CCCP-L1811,61
1,12633,Lisunov ,CCCP-L4359,36
1,8067,Douglas ,43-49384,12
1,9921,Douglas ,VR-HEP,88
1,9434,Douglas ,N74685,9
1,13741,Martin ,N93054,27
1,7873,Douglas ,42-72495,40
1,7965,Douglas ,43-16287,12
1,11174,Grumman ,49-083,89
1,10437,Fairchild ,45-57781,14
1,12725,Lockheed ,124227,90
1,5774,Consolidated ,N1493V,44
1,6093,Curtiss ,44-78473,62
1,6083,Curtiss ,44-78029,62
1,9902,Douglas ,VH-MMK,64
1,14230,Savoia-Marchetti ,I-DALO,91
1,11291,Grumman ,PK-AKE,47
1,14415,Short ,VH-TOA,13
1,7953,Douglas ,43-16102,32
1,14383,Short ,PP107,30
1,12655,Lisunov ,CCCP-L4715,36
1,10009,Douglas ,XA-FUJ,92
1,7968,Douglas ,43-16397,12
1,8986,Douglas ,HK-311,10
1,9849,Douglas ,TF-ISG,10
1,7816,Douglas ,282,40
1,12573,Lisunov ,4803,3
1,8720,Douglas ,F-BBDO,9
1,12730,Lockheed ,124277,79
1,12086,Junkers ,T.2-47,93
1,8638,Douglas ,DO-3,94
1,10397,Fairchild ,128725,95
1,7785,Douglas ,17267,96
1,12659,Lisunov ,CCCP-L4821,36
1,8768,Douglas ,F-OABK,10
1,8025,Douglas ,43-48920,31
1,6231,Curtiss ,HK-333,2
1,14405,Short ,SZ598,15
1,15218,Vickers ,VX514,49
1,7770,Douglas ,17143,97
1,6381,Curtiss ,PP-ITF,2
1,6329,Curtiss ,N59490,98
1,7993,Douglas ,43-48293,99
1,6088,Curtiss ,44-78257,62
1,5982,Convair ,N90664,100
1,9222,Douglas ,N19928,24
1,8011,Douglas ,43-48483,12
1,9042,Douglas ,HS-POS,101
1,11902,Ilyushin ,CCCP-L1319,61
1,4829,Canadair ,17523,102
1,13560,Lockheed ,N91202,80
1,11415,Handley ,WD478,103
1,8987,Douglas ,HK-315,104
1,9687,Douglas ,PP-CCX,105
1,8181,Douglas ,49-244,106
1,10470,Fairchild ,49-168,56
1,12658,Lisunov ,CCCP-L4790,36
1,7883,Douglas ,42-72663,40
1,9146,Douglas ,LV-ACY,10
1,8840,Douglas ,G-AJVZ,10
1,9897,Douglas ,VH-CAQ,10
1,7937,Douglas ,43-15691,32
1,12628,Lisunov ,CCCP-L4198,36
1,10449,Fairchild ,48-345,57
1,15185,Vickers ,VW187,49
1,11901,Ilyushin ,CCCP-L1313,61
1,9431,Douglas ,N74644,75
1,9765,Douglas ,SE-BBM,10
1,8946,Douglas ,HK-142,107
1,9398,Douglas ,N63439,10
1,11170,Grumman ,48-0602,89
1,7996,Douglas ,43-48298,12
1,12639,Lisunov ,CCCP-L4467,34
1,9043,Douglas ,HS-SAE,6
1,11379,Handley ,G-ALEU,108
1,15203,Vickers ,VW833,49
1,7886,Douglas ,42-72734,40
1,11398,Handley ,TG552,68
1,8091,Douglas ,43-49751,31
1,6384,Curtiss ,PP-LDC,2
1,8078,Douglas ,43-49527,31
1,4754,CASA ,T.2-141,7
1,4756,CASA ,T.2-160,7
1,1180,Antonov ,CCCP-A2597,109
1,8809,Douglas ,FAC-671,19
1,8623,Douglas ,CU-T188,54
1,8092,Douglas ,43-49764,31
1,6146,Curtiss ,CC-CYA-141,2
1,9202,Douglas ,N16088,110
1,6090,Curtiss ,44-78365,62
1,8126,Douglas ,44-77261,16
1,7852,Douglas ,42-101001,32
1,15177,Vickers ,VW156,49
1,15201,Vickers ,VW828,49
1,15001,Vickers ,G-AHPD,111
1,7767,Douglas ,17114,97
1,12087,Junkers ,T.2-93,93
1,8058,Douglas ,43-49266,78
1,468,Amiot ,F-BDYE,112
1,9097,Douglas ,KG430,32
1,9698,Douglas ,PP-LPC,10
1,7903,Douglas ,42-93720,32
1,9714,Douglas ,PP-SPL,5
1,12945,Lockheed ,39351,48
1,8179,Douglas ,49-232,106
1,10465,Fairchild ,49-153,56
1,8183,Douglas ,49-2612,16
1,8279,Douglas ,56513,74
1,15225,Vickers ,VX544,49
1,8031,Douglas ,43-48954,12
1,7322,De Havilland,G-ADUH,113
1,5005,Catalina,PP-AGC,114
1,9152,Douglas ,LV-AGE,10
1,10457,Fairchild ,49-123,56
1,10451,Fairchild ,48-350,57
1,10435,Fairchild ,45-57761,14
1,10476,Fairchild ,49-192,56
1,9700,Douglas ,PP-NAL,115
1,2694,Boeing ,48-398,116
1,10117,Douglas ,YU-ABE,10
1,14413,Short ,VH-EBW,117
1,9010,Douglas ,HK-504,10
1,12713,Lockheed ,122453,48
1,13702,Martin ,85148,118
1,12728,Lockheed ,124253,90
1,1181,Antonov ,CCCP-H986,109
1,7934,Douglas ,43-15600,32
1,9147,Douglas ,LV-ADG,5
1,13555,Lockheed ,N88846,63
1,8004,Douglas ,43-48416,31
1,15215,Vickers ,VX498,49
1,4750,CASA ,T.2-114,7
1,9684,Douglas ,PP-CCK,8
1,469,Amiot ,YU-ACE,112
1,11255,Grumman ,N2949,47
1,9289,Douglas ,N37543,71
1,7915,Douglas ,43-15144,32
1,8127,Douglas ,44-77269,16
1,8930,Douglas ,HK-126,8
1,8119,Douglas ,44-76651,31
1,13251,Lockheed ,CF-ETC,67
1,9699,Douglas ,PP-LPG,5
1,9959,Douglas ,VT-CHT,5
1,15186,Vickers ,VW194,49
1,8368,Douglas ,980/F-RAMM,12
1,9041,Douglas ,HS-POA,75
1,13613,Lockheed ,SE-BTN,119
1,10448,Fairchild ,48-342,57
1,15199,Vickers ,VW824,49
1,8727,Douglas ,F-BDRI,18
1,13363,Lockheed ,N119A,72
1,8769,Douglas ,F-OABX,10
1,8514,Douglas ,CF-CPC,54
1,9581,Douglas ,OO-CBA,120
1,466,Amiot ,F-BBYF,112
1,4654,CANT ,MM45497,121
1,4071,Bristol ,VR-NAX,122
1,6128,Curtiss ,CB-39,2
1,7832,Douglas ,349667/FRBFL,12
1,7793,Douglas ,2028,32
1,9908,Douglas ,VH-TAT,10
1,6346,Curtiss ,N74176,50
1,6311,Curtiss ,N3908B,50
1,8712,Douglas ,F-BAXB,115
1,8086,Douglas ,43-49561,31
1,2004,Avro ,VP283,123
1,12630,Lisunov ,CCCP-L4314,36
1,10439,Fairchild ,45-57796,14
1,11172,Grumman ,49-0094,89
1,9044,Douglas ,HS-SAF,10
1,1194,Antonov ,CCCP-N566,109
1,5010,Catalina,VP-JAT,124
1,7846,Douglas ,42-100668,32
1,12621,Lisunov ,CCCP-L1271,36
1,9290,Douglas ,N37550,125
1,8908,Douglas ,HJ913,19
1,1957,Avro ,G-AGSN,51
1,7946,Douglas ,43-15994,32
1,10021,Douglas ,XA-JOR,71
1,5981,Convair ,N90662,100
1,12722,Lockheed ,122976,70
1,12723,Lockheed ,122978,70
1,7983,Douglas ,43-48134,32
1,1179,Antonov ,CCCP-A2583,109
1,9717,Douglas ,PP-SPQ,5
1,8057,Douglas ,43-49261,31
1,8140,Douglas ,45-1089,31
1,8738,Douglas ,F-BEIZ,6
1,3359,Boeing ,N31230,126
1,9093,Douglas ,K-41/OT-CWT,12
1,4052,Bristol ,G780,127
1,9947,Douglas ,VT-CCA,10
1,6347,Curtiss ,N74689,17
1,15196,Vickers ,VW813,49
1,9735,Douglas ,PP-YPX,8
1,12726,Lockheed ,124235,90
1,1193,Antonov ,CCCP-N565,109
1,4066,Bristol ,T-37,128
1,7828,Douglas ,349145/FRBFF,12
1,8630,Douglas ,D-03,32
1,10471,Fairchild ,49-169,56
1,6081,Curtiss ,44-77713,62
1,6129,Curtiss ,CB-43,17
1,7943,Douglas ,43-15932,32
1,12657,Lisunov ,CCCP-L4775,36
1,13469,Lockheed ,N5545N,67
1,10014,Douglas ,XA-GOR,10
1,5757,Consolidated ,FAC-616,44
1,7978,Douglas ,43-48085,31
1,5729,Consolidated ,6519,60
1,12638,Lisunov ,CCCP-L4416,36
1,14393,Short ,RN277,15
1,12718,Lockheed ,122939,70
1,10154,Douglas ,ZS-AVJ,10
1,2697,Boeing ,49-2602,116
1,5746,Consolidated ,CF-FOQ,129
1,10118,Douglas ,YU-ABF,6
1,8522,Douglas ,CF-DXR,10
1,11175,Grumman ,50-0178,89
1,8042,Douglas ,43-49040,12
1,4758,CASA ,T.2-169,7
1,10123,Douglas ,YU-ACC,10
1,2695,Boeing ,48-413,116
1,9107,Douglas ,KN493,25
1,1960,Avro ,G-AKCC,29
1,8363,Douglas ,961,19
1,14462,Sud Aviation,F-OAIY,130
1,7911,Douglas ,43-15109,32
1,7829,Douglas ,349384/FRBFR,12
1,13737,Martin ,N93039,27
1,8725,Douglas ,F-BCYL,8
1,12731,Lockheed ,124283,79
1,8737,Douglas ,F-BEIV,10
1,8024,Douglas ,43-48911,31
1,8041,Douglas ,43-49039,31
1,15142,Vickers ,T-77,76
1,4760,CASA ,T.2-182,7
1,10442,Fairchild ,45-57801,14
1,11908,Ilyushin ,CCCP-L1360,61
1,9962,Douglas ,VT-CKU,10
1,12698,Lisunov ,SP-LKA,83
1,14400,Short ,SZ565,15
1,11925,Ilyushin ,CCCP-L1775,61
1,9452,Douglas ,N79992,11
1,9306,Douglas ,N4002B,54
1,9839,Douglas ,TC-ACA,105
1,7949,Douglas ,43-16026,32
1,8489,Douglas ,CBK-016,12
1,9933,Douglas ,VT-AUO,10
1,8195,Douglas ,4X-ADN,54
1,10007,Douglas ,XA-DOQ,131
1,9239,Douglas ,N25646,132
1,9065,Douglas ,I-LETR,8
1,12696,Lisunov ,SP-LBE,34
1,9206,Douglas ,N17109,24
1,11229,Grumman ,CF-GPA,47
1,8164,Douglas ,45-931,31
1,7839,Douglas ,42-100488,32
1,10460,Fairchild ,49-130,57
1,12736,Lockheed ,124884,133
1,8876,Douglas ,HB-ILO,9
1,6301,Curtiss ,N1678M,50
1,6328,Curtiss ,N59487,98
1,14396,Short ,RN294,15
1,14505,Sud Aviation,SU-AHH,134
1,9619,Douglas ,PI-C2,10
1,7987,Douglas ,43-48144,32
1,9068,Douglas ,I-LUCK,71
1,7868,Douglas ,42-6058,32
1,8492,Douglas ,CBK-20,32
1,7986,Douglas ,43-48142,4
1,12721,Lockheed ,122972,70
1,12629,Lisunov ,CCCP-L4228,36
1,8069,Douglas ,43-49413,12
1,6313,Curtiss ,N3944C,2
1,6343,Curtiss ,N68963,52
1,8106,Douglas ,44-76266,78
1,9966,Douglas ,VT-COA,10
1,463,Amiot ,F-BAMQ,112
1,15184,Vickers ,VW185,49
1,5808,Consolidated ,VP-JAW,135
1,10464,Fairchild ,49-150,56
1,12712,Lockheed ,122443,48
1,7850,Douglas ,42-100912,32
1,12631,Lisunov ,CCCP-L4315,36
1,8656,Douglas ,EI-AFL,5
1,9314,Douglas ,N41718,10
1,7960,Douglas ,43-16249,12
1,5987,Convair ,N91238,136
1,10472,Fairchild ,49-172,56
1,11181,Grumman ,51-008,89
1,15198,Vickers ,VW823,49
1,9327,Douglas ,N45342,137
1,6073,Curtiss ,44-77407,62
1,5993,Convair ,N94229,138
1,13437,Lockheed ,N3927C,67
1,7822,Douglas ,342,19
1,11176,Grumman ,51-001,89
1,9189,Douglas ,N1512V,18
1,13568,Lockheed ,N94538,67
1,10438,Fairchild ,45-57791,14
1,6091,Curtiss ,44-78373,62
1,9582,Douglas ,OO-CBN,10
1,9969,Douglas ,VT-COK,10
1,6074,Curtiss ,44-77508,62
1,9515,Douglas ,N90891,71
1,8165,Douglas ,45-932,31
1,8139,Douglas ,45-1078,31
1,15003,Vickers ,G-AHPI,139
1,12732,Lockheed ,124289,79
1,9942,Douglas ,VT-AXE,10
1,5754,Consolidated ,F-BEFX,140
1,6085,Curtiss ,44-78038,62
1,15213,Vickers ,VX492,49
1,6402,Curtiss ,PP-VCB,2
1,11931,Ilyushin ,CCCP-L1849,66
1,7898,Douglas ,42-93193,32
1,15200,Vickers ,VW827,49
1,8907,Douglas ,HJ880,19
1,9703,Douglas ,PP-PCN,141
1,8054,Douglas ,43-49226,78
1,4753,CASA ,T.2-138,7
1,14449,Sud Aviation,F-BCUM,65
1,15176,Vickers ,VW153,49
1,7844,Douglas ,42-100593,32
1,8313,Douglas ,6053,32
1,9625,Douglas ,PI-C5,10
1,7841,Douglas ,42-100502,32
1,7962,Douglas ,43-16257,31
1,1961,Avro ,G-AMGL,142
1,15242,Vickers ,WF373,143
1,8125,Douglas ,44-77257,78
1,458,Amiot ,1025,144
1,8065,Douglas ,43-49343,31
1,11400,Handley ,TG562,68
1,14388,Short ,PP162,145
1,6015,Convair ,PK-GCH,146
1,9654,Douglas ,PK-RCR,10
1,6095,Curtiss ,50708,147
1,8511,Douglas ,CF-BXZ,8
1,9607,Douglas ,PH-TPJ,71
1,13587,Lockheed ,PH-TFF,148
1,13284,Lockheed ,F-ARTE,67
1,7901,Douglas ,42-93513,149
1,9403,Douglas ,N65143,18
1,7747,Douglas ,12417,97
1,10143,Douglas ,YV-C-AZU,6
1,9617,Douglas ,PI-C270,10
1,9135,Douglas ,LN-NAE,10
1,8162,Douglas ,45-926,78
1,8204,Douglas ,50-1260,106
1,6306,Curtiss ,N1911M,50
1,11898,Ilyushin ,CCCP-L1308,61
1,7778,Douglas ,17207,97
1,14445,Sud Aviation,F-BATB,65
1,7865,Douglas ,42-24181,32
1,7971,Douglas ,43-17210,40
1,13739,Martin ,N93043,27
1,7906,Douglas ,42-93809,4
1,9987,Douglas ,VT-DFN,10
1,9495,Douglas ,N88899,54
1,12729,Lockheed ,124255,133
1,6355,Curtiss ,N8404C,52
1,9096,Douglas ,KG416,43
1,7976,Douglas ,43-48069,32
1,11900,Ilyushin ,CCCP-L1312,61
1,8740,Douglas ,F-BELI,18
1,3310,Boeing ,N1039V,126
1,7924,Douglas ,43-15379,32
1,10473,Fairchild ,49-173,56
1,9932,Douglas ,VT-AUN,10
1,6076,Curtiss ,44-77543,62
1,12649,Lisunov ,CCCP-L4602,36
1,7843,Douglas ,42-100560,32
1,8732,Douglas ,F-BEIB,5
1,9134,Douglas ,LN-NAD,10
1,8369,Douglas ,980,12
1,9638,Douglas ,PK-DPA,115
1,9715,Douglas ,PP-SPM,5
1,11178,Grumman ,51-0055,89
1,4989,Catalina,CF-FAN,124
1,12695,Lisunov ,SP-LBD,34
1,6386,Curtiss ,PP-LDE,2
1,11376,Handley ,G-ALDN,150
1,12947,Lockheed ,39359,48
1,8346,Douglas ,79001,151
1,11410,Handley ,TG603,68
1,5719,Consolidated ,47002,152
1,9766,Douglas ,SE-BDD,71
1,2003,Avro ,VP261,123
1,8017,Douglas ,43-48723,31
1,10395,Fairchild ,124331,95
1,9509,Douglas ,N90750,71
1,15178,Vickers ,VW164,49
1,15222,Vickers ,VX537,49
1,14006,Nord ,F-WFUN,153
1,4762,CASA ,T.2-218,7
1,7800,Douglas ,2048,32
1,10441,Fairchild ,45-57799,14
1,7985,Douglas ,43-48140,32
1,12032,Ilyushin ,SP-LHC,154
1,12627,Lisunov ,CCCP-L4197,36
1,8322,Douglas ,654,32
1,11370,Handley ,G-ALDB,155
1,10462,Fairchild ,49-138,56
1,14998,Vickers ,G-AHON,156
1,10454,Fairchild ,49-103,57
1,10159,Douglas ,ZS-DFB,10
1,3307,Boeing ,N1030V,126
1,4759,CASA ,T.2-175,7
1,8370,Douglas ,984,12
1,14506,Sud Aviation,SU-AHX,134
1,15224,Vickers ,VX540,49
1,6351,Curtiss ,N79096,2
1,8107,Douglas ,44-76273,31
1,9662,Douglas ,PP-ANH,10
1,8413,Douglas ,AN-A..,8
1,9711,Douglas ,PP-SDD,10
1,15156,Vickers ,VL266,49
1,15227,Vickers ,VX559,49
1,7977,Douglas ,43-48077,32
1,12570,Lisunov ,210,157
1,11918,Ilyushin ,CCCP-L1488,66
1,1954,Avro ,G-AGNZ,158
1,7959,Douglas ,43-16245,78
1,11372,Handley ,G-ALDF,155
1,4053,Bristol ,G783,159
1,15008,Vickers ,G-AHRF,160
1,7910,Douglas ,43-15045,32
1,10160,Douglas ,ZS-DFW,161
1,10011,Douglas ,XA-GER,8
1,7933,Douglas ,43-15599,32
1,10153,Douglas ,ZS-AVI,10
1,9952,Douglas ,VT-CGB,10
1,11419,Handley ,WD492,103
1,7862,Douglas ,42-23967,4
1,10015,Douglas ,XA-GUJ,10
1,4054,Bristol ,G799,159
1,15217,Vickers ,VX507,49
1,12652,Lisunov ,CCCP-L4673,36
1,1197,Antonov ,CCCP-N591,109
1,7840,Douglas ,42-100489,32
1,12685,Lisunov ,HA-LIL,83
1,11904,Ilyushin ,CCCP-L1328,66
1,8503,Douglas ,CCCP-L1055,39
1,12693,Lisunov ,SP-LAO,83
1,8021,Douglas ,43-48870,162
1,2005,Avro ,VP286,123
1,12748,Lockheed ,127724,133
1,10474,Fairchild ,49-175,56
1,9674,Douglas ,PP-AXJ,8
1,13291,Lockheed ,F-BDRV,163
1,9890,Douglas ,VH-AND,9
1,6075,Curtiss ,44-77538,62
1,8420,Douglas ,AP-AAZ,10
1,12663,Lisunov ,CCCP-L4875,83
1,14431,Sud Aviation,86 / F-RAPC,164
1,7327,De Havilland,G-ALYZ,165
1,15140,Vickers ,T-64,76
1,8398,Douglas ,A65-113,12
1,5798,Consolidated ,P-213,44
1,14411,Short ,VH-BRD,117
1,7935,Douglas ,43-15665,32
1,15236,Vickers ,WF324,143
1,10490,Fairchild ,51-2560,56
1,3422,Boeing ,N5116N,85
1,5718,Consolidated ,46640,166
1,8751,Douglas ,F-BFVO,75
1,9963,Douglas ,VT-CLE,8
1,9106,Douglas ,KN438,25
1,10488,Fairchild ,51-2551,56
1,12678,Lisunov ,CCCP-X1011,3
1,8309,Douglas ,6008,32
1,10491,Fairchild ,51-2570,56
1,6086,Curtiss ,44-78114,62
1,14333,Short ,LN-LAI,46
1,10492,Fairchild ,51-2590,56
1,5760,Consolidated ,GC-16,44
1,12727,Lockheed ,124242,90
1,8214,Douglas ,51-107,106
1,12688,Lisunov ,LZ-TUE,83
1,15187,Vickers ,VW203,49
1,13612,Lockheed ,SE-BTK,67
1,1962,Avro ,G-AMGM,142
1,8152,Douglas ,45-494,59
