admin_id,registration_id,Manufacturer,registration,aircraft_id
1,12496,Let ,CCCP-67276,1278
1,676,Antonov ,CCCP-02878,537
1,10202,Embraer ,7054,1473
1,4838,Canadair ,72201,1181
1,13126,Lockheed ,64-0624,1307
1,6700,De Havilland Canada,7P-LAA,971
1,949,Antonov ,CCCP-40827,537
1,7110,De Havilland Canada,N43SP,971
1,648,Antonov ,CCCP-01712,537
1,845,Antonov ,CCCP-26009,1474
1,4382,Britten-Norman,HK-2822X,1475
1,717,Antonov ,CCCP-07634,702
1,1147,Antonov ,CCCP-82909,300
1,12209,Learjet ,N1JR,983
1,3136,Boeing ,F-GBYH,1476
1,4440,Britten-Norman,N589SA,708
1,10995,Fokker ,PT-LCZ,449
1,2072,BAC ,RP-C1182,1173
1,750,Antonov ,CCCP-10232,630
1,11006,Fokker ,S2-ABJ,843
1,8766,Douglas ,F-BUOR,1105
1,4540,Britten-Norman,PK-ZAL,1157
1,9418,Douglas ,N70003,10
1,13239,Lockheed ,C-FOZO,835
1,9652,Douglas ,PK-OBC,10
1,15065,Vickers ,G-BDFT,576
1,11868,Ilyushin ,CCCP-86007,1477
1,2461,Beech ,N6399U,1478
1,1365,Antonov ,LZ-BAD,608
1,3892,Boeing ,VT-EFK,1048
1,14962,Vickers ,9Q-CPD,439
1,235,Airbus ,EP-IBS,1479
1,3830,Boeing ,TJ-CBD,1480
1,4565,Britten-Norman,S7-AAE,1148
1,6871,De Havilland Canada,C-GCTC,1481
1,4498,Britten-Norman,P2-ISG,1120
1,10751,Fairchild ,ZS-LPI,372
1,11364,Handley ,9Q-CAH,645
1,1632,Antonov ,SP-AMK,300
1,11897,Ilyushin ,CCCP-91611,482
1,14665,Swearingen ,OE-LSA,1264
1,8973,Douglas ,HK-2380,606
1,8889,Douglas ,HC-BKN,1105
1,1223,Antonov ,D2-EAD,579
1,7721,Douglas Aircraft Company,YA-LAS,1071
1,9128,Douglas ,L2-4/90,32
1,1037,Antonov ,CCCP-47358,969
1,5127,Cessna ,C-GXFZ,1102
1,1742,Antonov ,T-212,1218
1,9,A.W. ,XN817,1295
1,13685,MBB ,N127MW,654
1,929,Antonov ,CCCP-35434,300
1,5539,Cessna ,OE-FAP,1102
1,1074,Antonov ,CCCP-55763,537
1,12340,Learjet ,N864CL,1052
1,6844,De Havilland Canada,C-FPPL,722
1,14829,Tupolev ,CCCP-85243,1271
1,6803,De Havilland Canada,C-FAUS,722
1,7256,De Havilland Canada,T.9-15,707
1,5776,Consolidated ,N16KL,166
1,794,Antonov ,CCCP-11405,735
1,6033,Convair ,TAM-46,1151
1,7121,De Havilland Canada,N5488R,1286
1,9275,Douglas ,N3433U,64
1,11882,Ilyushin ,CCCP-86739,1315
1,9751,Douglas ,RP-C138,5
1,13168,Lockheed ,68-10946,649
1,4314,Britten-Norman,C9-TAI,1482
1,12336,Learjet ,N81MC,1483
1,8767,Douglas ,F-BYCU,10
1,10233,Embraer ,G-HGGS,1332
1,6983,De Havilland Canada,HC-BCG,971
1,9232,Douglas ,N2204S,10
1,14710,Transall ,F-156/61-ZV,841
1,14711,Transall ,F-209/64-GI,1484
1,2212,Beech ,C-GVCE,1128
1,4590,Britten-Norman,VH-ISI,1157
1,3573,Boeing ,N833NA,1485
1,12489,Let ,CCCP-67225,1486
1,161,Airbus ,9K-AHG,1487
1,10306,Embraer ,N96PB,1332
1,4345,Britten-Norman,F-ODSF,1021
1,7455,Dornier ,MAAW-01,1488
1,5923,Convair ,N44828,347
1,724,Antonov ,CCCP-07861,109
1,7107,De Havilland Canada,N4247A,1489
1,6963,De Havilland Canada,FAP-307,970
1,6639,De Havilland Canada,5H-MRD,971
1,12353,Learjet ,N95TC,1209
1,6752,De Havilland Canada,9N-ABH,971
1,14838,Tupolev ,CCCP-85338,1333
1,13403,Lockheed ,N24ST,1083
1,12484,Let ,CCCP-67140,1217
1,7690,Douglas Aircraft Company,PK-GNI,830
1,3568,Boeing ,N819EA,1136
1,3415,Boeing ,N4746,1254
1,7300,De Havilland Canada,YA-GAY,971
1,10760,Fokker ,10665,1490
1,13432,Lockheed ,N357Q,1106
1,14084,Rockwell ,N1863T,1491
1,11774,Ilyushin ,CCCP-06142,1357
1,15119,Vickers ,PK-RVT,350
1,9132,Douglas ,L2-6/90/536,32
1,611,Antonov ,B-434,680
1,11136,GAF ,VH-BFH,1176
1,11954,Ilyushin ,CU-T899,748
1,13467,Lockheed ,N5532,412
1,13015,Lockheed ,56-0501,392
1,553,Antonov ,5,1492
1,3012,Boeing ,CP-1276,1493
1,10240,Embraer ,HK-2638,1332
1,6987,De Havilland Canada,HK-1910,971
1,829,Antonov ,CCCP-19716,537
1,4388,Britten-Norman,HP-659,708
1,13549,Lockheed ,N854U,915
1,14644,Swearingen ,N568UP,1494
1,14811,Tupolev ,CCCP-65910,1495
1,2479,Beech ,N72BS,1128
1,4588,Britten-Norman,VH-IGT,1496
1,6598,De Havilland Canada,2373,1036
1,7652,Douglas Aircraft Company,N926AX,813
1,4935,Canadair ,N779XX,1497
1,4529,Britten-Norman,PK-VIO,1001
1,3396,Boeing ,N4522V,1498
1,3061,Boeing ,EC-DDU,1199
1,1763,Antonov ,TZ-ACT,680
1,7439,Dornier ,D-IGVN,1398
1,12907,Lockheed ,1620,1499
1,2737,Boeing ,55-3121,1500
1,6997,De Havilland Canada,HK-2763,1420
1,509,Antonov ,29 yellow,1501
1,10771,Fokker ,5A-DLR,843
1,477,Antonov ,05 red,1310
1,7120,De Havilland Canada,N540N,971
1,13122,Lockheed ,64-0549,649
1,6703,De Havilland Canada,833,1294
1,3138,Boeing ,F-GDUA,1502
1,2830,Boeing ,61-0316,378
1,13904,Morane ,E-240,1356
1,4523,Britten-Norman,PK-OAN,1001
1,14642,Swearingen ,N508SS,1264
1,971,Antonov ,CCCP-44905,300
1,11292,Grumman ,PK-VAA ?,1503
1,10881,Fokker ,FAC-1140,1504
1,12767,Lockheed ,130330,1419
1,12768,Lockheed ,130331,1419
1,4138,British Aerospace,LV-ALW,1505
1,3244,Boeing ,HS-TBB,1506
1,5848,Convair ,CP-1489,1507
1,11092,Fokker ,YN-BZF,420
1,14221,Sabreliner,62-4496,816
1,8781,Douglas ,F-ZBAE,125
1,14808,Tupolev ,CCCP-65856,951
1,482,Antonov ,101 red,1218
1,4463,Britten-Norman,N865JA,708
1,9197,Douglas ,N157U,1508
1,5795,Consolidated ,N84857,135
1,1060,Antonov ,CCCP-50553,702
1,6493,Dassault ,N1181G,1509
1,4516,Britten-Norman,PK-KNE,1157
1,4311,Britten-Norman,C9-AMV,803
1,1645,Antonov ,SP-DNR,300
1,4399,Britten-Norman,IN-131,1261
1,5227,Cessna ,N10GE,1303
1,682,Antonov ,CCCP-04326,109
1,4303,Britten-Norman,C-GPCF,1155
1,6051,Convair ,YV-84C,609
1,1105,Antonov ,CCCP-70218,537
1,11245,Grumman ,N181TG,742
1,872,Antonov ,CCCP-29348,702
1,2316,Beech ,N148CP,1206
1,12152,Learjet ,F-BSRL,1052
1,880,Antonov ,CCCP-32028,537
1,14114,Rockwell ,N69GT,705
1,3283,Boeing ,JY-AFW,1285
1,3838,Boeing ,TY-BBR,1510
1,3457,Boeing ,N64339,899
1,5902,Convair ,N155PA,1466
1,1156,Antonov ,CCCP-91783,702
1,3288,Boeing ,LN-SUG,1511
1,10331,Embraer ,PT-GJN,1243
1,12935,Lockheed ,2457,649
1,7577,Douglas Aircraft Company,N129AA,1000
1,10201,Embraer ,7053,1473
1,1150,Antonov ,CCCP-84724,537
1,3809,Boeing ,TC-JCB,1182
1,9205,Douglas ,N168Z,5
1,4136,British Aerospace,JW9009,1512
1,11012,Fokker ,ST-AAR,449
1,366,Airbus ,P2-ANG,1177
1,1071,Antonov ,CCCP-55710,537
1,7629,Douglas Aircraft Company,N816EV,1513
1,9253,Douglas ,N2878F,451
1,8937,Douglas ,HK-1340,24
1,703,Antonov ,CCCP-06255,537
1,14835,Tupolev ,CCCP-85311,1333
1,6825,De Havilland Canada,C-FIOD,304
1,1070,Antonov ,CCCP-55706,537
1,5948,Convair ,N712NA,587
1,8823,Douglas ,FAC-902,584
1,7436,Dornier ,D-ICDS,1514
1,5780,Consolidated ,N2886D,595
1,4639,Britten-Norman,Z-WHX,708
1,13530,Lockheed ,N726DA,1082
1,10238,Embraer ,HK-2593,1332
1,7212,De Havilland Canada,PK-NUG,971
1,2297,Beech ,N100HC,1206
1,1886,Antonov ,YR-PVU,537
1,2858,Boeing ,7O-ACO,1453
1,13709,Martin ,CP-1704,253
1,12269,Learjet ,N455JA,1515
1,12401,Learjet ,VH-WFE,1209
1,3622,Boeing ,OD-AFL,516
1,3636,Boeing ,OD-AGQ,945
1,3156,Boeing ,G-BGJL,1516
1,2377,Beech ,N300WP,848
1,2777,Boeing ,59-1443,378
1,2540,Beech ,N992SB,1478
1,455,Alenia ,MM62131,1517
1,4489,Britten-Norman,P2-DNW,708
1,650,Antonov ,CCCP-01789,724
1,1846,Antonov ,YA-BAM,1174
1,7568,Douglas Aircraft Company,N100ME,1108
1,6793,De Havilland Canada,AP-BCH,971
1,12343,Learjet ,N873LP,1245
1,2399,Beech ,N339HA,1518
1,6524,Dassault ,N700DK,1020
1,4397,Britten-Norman,I-302,1467
1,3471,Boeing ,N674MA,1519
1,1095,Antonov ,CCCP-69321,579
1,4487,Britten-Norman,P2-DNI,803
1,5387,Cessna ,N551CC,1520
1,10335,Embraer ,PT-GKA,1121
1,14432,Sud Aviation,9Q-CMD,591
1,11709,IAI ,VH-IWJ,1521
1,6167,Curtiss ,CP-1593,17
1,15363,Yakovlev ,CCCP-87803,916
1,7086,De Havilland Canada,N3257,809
1,11079,Fokker ,XY-ADS,843
1,13333,Lockheed ,JY-AGE,1522
1,15105,Vickers ,N923RC,1523
1,10183,Embraer ,2302,1524
1,14299,Short ,B-3606,1525
1,12270,Learjet ,N456JA,947
1,2280,Beech ,HK-2489,1206
1,5497,Cessna ,N9241F,1520
1,11559,Hawker ,N984HF,1526
1,6527,Dassault ,N784B,1509
1,5822,Convair ,542817,1527
1,13230,Lockheed ,A-1322,1528
1,3783,Boeing ,SU-AYH,1529
1,11241,Grumman ,N104AR,1110
1,797,Antonov ,CCCP-11747,735
1,13592,Lockheed ,PK-RLG,454
1,3137,Boeing ,F-GCBC,1530
1,14567,Swearingen ,D-IASN,1264
1,3066,Boeing ,EI-ASA,1531
1,12203,Learjet ,N15TW,1245
1,8334,Douglas ,6888,32
1,8331,Douglas ,6874,12
1,7663,Douglas Aircraft Company,N950JW,865
1,12151,Learjet ,F-BRNL,1052
1,12322,Learjet ,N723GL,1245
1,4570,Britten-Norman,TN-AEQ,1148
1,4390,Britten-Norman,HP-680,1001
1,3151,Boeing ,G-AWNE,1133
1,10125,Douglas ,YV-425C,8
1,503,Antonov ,22,1492
1,14391,Short ,RAN-23,1532
1,4089,British Aerospace,5N-AXP,1505
1,9420,Douglas ,N711Y,64
1,701,Antonov ,CCCP-06101,300
1,4307,Britten-Norman,C-GTPB,976
1,6471,Dassault ,F-GBTC,1020
1,3895,Boeing ,VT-EGD,1048
1,1691,Antonov ,SP-WON,537
1,14469,Sud Aviation,HC-BAE,591
1,8475,Douglas ,C-GNNA,10
1,3254,Boeing ,HZ-TFA,710
1,11237,Grumman ,IR-0222,677
1,3293,Boeing ,LV-JGR,1533
1,5740,Consolidated ,CC-CCS,595
1,3719,Boeing ,PP-SME,891
1,10020,Douglas ,XA-IOR,1534
1,14305,Short ,EI-BEM,1525
1,6900,De Havilland Canada,C-GPYD,1535
1,2924,Boeing ,AP-AYW,1536
1,13222,Lockheed ,9Q-CWT,1106
1,847,Antonov ,CCCP-26095,1474
1,8981,Douglas ,HK-3031,10
1,11777,Ilyushin ,CCCP-41816,340
1,12113,Kawasaki ,58-1010,1439
1,10865,Fokker ,EP-IOK ?,843
1,7669,Douglas Aircraft Company,N961VJ,857
1,6531,Dassault ,N821LG,1020
1,1002,Antonov ,CCCP-46423,764
1,12354,Learjet ,N97DM,947
1,12247,Learjet ,N39DM,1209
1,13631,Lockheed ,TT-PAB,392
1,10254,Embraer ,N1356P,1332
1,4721,CASA ,PK-NCF,1319
1,7119,De Havilland Canada,N539Y,1286
1,1335,Antonov ,K2702,1537
1,4308,Britten-Norman,C-GYTC,1157
1,9294,Douglas ,N37AP,64
1,6798,De Havilland Canada,C-FAGM,304
1,798,Antonov ,CCCP-11795,1038
1,1339,Antonov ,K2729,1537
1,1310,Antonov ,HA-MBH,537
1,528,Antonov ,42,1218
1,3909,Boeing ,XA-MEM,1450
1,13147,Lockheed ,66-0211,794
1,3434,Boeing ,N54340,899
1,6701,De Havilland Canada,800,1294
1,11695,IAI ,N50SK,1538
1,4985,Catalina,C-FSAT,124
1,11747,Ilyushin ,5A-DNF,1539
1,6635,De Havilland Canada,5A-DCS,971
1,11751,Ilyushin ,5A-DNL,1539
1,11745,Ilyushin ,5A-DLL,1315
1,10770,Fokker ,5A-DLP,843
1,15320,Yakovlev ,CCCP-87236,916
1,15322,Yakovlev ,CCCP-87301,916
1,14287,Short ,7Q-YAY,1540
1,6996,De Havilland Canada,HK-2761,971
1,10823,Fokker ,AE-561,872
1,8835,Douglas ,FAS302,1274
1,8329,Douglas ,6855,12
1,806,Antonov ,CCCP-12962,850
1,12968,Lockheed ,4R-ULD,1541
1,2945,Boeing ,B-198,1542
1,3062,Boeing ,EC-DDV,1199
1,14645,Swearingen ,N577KA,1126
1,12298,Learjet ,N55NJ,1033
1,2465,Beech ,N6728J,1478
1,15371,Yakovlev ,CCCP-87928,916
1,3994,Breguet ,19,747
1,2097,Beech ,0750/4-G-46,1543
1,14837,Tupolev ,CCCP-85327,1333
1,8296,Douglas ,5R-MMC,32
1,2446,Beech ,N551TR,1544
1,13276,Lockheed ,D2-THA,921
1,11025,Fokker ,SU-GAD,883
1,6968,De Havilland Canada,G-BGPC,971
1,6863,De Havilland Canada,C-FZZM,809
1,6580,De Havilland Canada,13807,970
1,4365,Britten-Norman,G-BMDT,1545
1,2843,Boeing ,63-7983,378
1,7146,De Havilland Canada,N76GC,1546
1,8968,Douglas ,HK-1808,11
1,6946,De Havilland Canada,ET-AIQ,971
1,14788,Tupolev ,CCCP-65142,951
1,13727,Martin ,N40443,253
1,7967,Douglas ,43-16395,12
1,14618,Swearingen ,N243DH,1494
1,14786,Tupolev ,CCCP-65120,1495
1,6786,De Havilland Canada,A4-264,623
1,8342,Douglas ,7312,32
1,1101,Antonov ,CCCP-70124,537
1,2979,Boeing ,C-GGPW,1244
1,10912,Fokker ,LV-LOA,828
1,8782,Douglas ,F-ZBBU,125
1,2990,Boeing ,C-GQBH,1547
1,9244,Douglas ,N27PR,24
1,13868,Mitusbishi,JA8246,1548
1,7270,De Havilland Canada,V2-LCY,1549
1,11043,Fokker ,TU-TIF,843
1,1706,Antonov ,SP-WZH,537
1,4563,Britten-Norman,RP-C850,1157
1,11546,Hawker ,N50HH,1280
1,7269,De Havilland Canada,V2-LCJ,1420
1,14427,Sud Aviation,5N-AWK,515
1,12350,Learjet ,N921FP,1384
1,7590,Douglas Aircraft Company,N184AT,1550
1,951,Antonov ,CCCP-40902,537
1,13304,Lockheed ,FAH-556,1551
1,11026,Fokker ,T-2702,872
1,11017,Fokker ,ST-ADY,877
1,11631,Howard ,N252K,1063
1,2255,Beech ,F-GEFR,1128
1,3879,Boeing ,VT-EAJ,1048
1,7715,Douglas Aircraft Company,XA-JED,830
1,4355,Britten-Norman,G-BCCU,1242
1,6807,De Havilland Canada,C-FBER,304
1,12346,Learjet ,N88JF,1033
1,3463,Boeing ,N656PA,911
1,1863,Antonov ,YR-AMF,969
1,13006,Lockheed ,56-0468,392
1,7311,De Havilland,DQ-FEC,1275
1,4358,Britten-Norman,G-BDTP,1193
1,10263,Embraer ,N219AS,1552
1,427,Airbus ,VT-ELV,1553
1,14110,Rockwell ,N64,1119
1,6457,Dassault ,3D-ART,1020
1,14382,Short ,PK-ESC,901
1,13383,Lockheed ,N15ST,1083
1,10660,Fairchild ,HPF821,977
1,667,Antonov ,CCCP-02592,537
1,9376,Douglas ,N5903,360
1,7699,Douglas Aircraft Company,SE-DBM,1554
1,12494,Let ,CCCP-67264,1278
1,4655,CASA ,148,1555
1,3097,Boeing ,EP-IRG,1556
1,13132,Lockheed ,65-0246,1307
1,8399,Douglas ,A65-114,12
1,7240,De Havilland Canada,PZ-TCD,971
1,14737,Tupolev ,C9-CAA,1557
1,7681,Douglas Aircraft Company,OY-KGL,1554
1,14800,Tupolev ,CCCP-65766,951
1,14352,Short ,N406TH,901
1,10835,Fokker ,AP-AUX,843
1,12287,Learjet ,N51DB,1391
1,3524,Boeing ,N752N,907
1,298,Airbus ,HS-TAE,1558
1,11267,Grumman ,N604SS,47
1,7149,De Havilland Canada,N778L,304
1,2224,Beech ,CN-CDE,1206
1,3413,Boeing ,N4743,1254
1,5421,Cessna ,N711WM,1404
1,2488,Beech ,N78L,1128
1,13525,Lockheed ,N714DA,1082
1,2233,Beech ,D-IEXA,848
1,14473,Sud Aviation,HK-2850,1559
1,6592,De Havilland Canada,2355,1036
1,7164,De Havilland Canada,N930MA,809
1,4176,British Aerospace,N830JS,1560
1,501,Antonov ,210,1218
1,1151,Antonov ,CCCP-88288,1474
1,2463,Beech ,N65TD,1104
1,2202,Beech ,C-GKRL,1544
1,14801,Tupolev ,CCCP-65795,951
1,609,Antonov ,B-3413,969
1,4087,British Aerospace,5N-AWS,1561
1,4262,Britten-Norman,8R-GES,1467
1,4710,CASA ,N431CA,1445
1,4293,Britten-Norman,C-FCMY,1215
1,9530,Douglas ,N96361,1562
1,3926,Boeing ,YI-AGJ,1563
1,7313,De Havilland,DQ-FEF,1564
1,12501,Let ,CCCP-67428,1217
1,4748,CASA ,T.12B-32,1175
1,3731,Boeing ,PP-VJK,829
1,14504,Sud Aviation,SE-DEC,1565
1,8383,Douglas ,9Q-CAG,11
1,3640,Boeing ,OD-AHB,855
1,7493,Douglas Aircraft Company,5N-ANR,1071
1,1398,Antonov ,R109,499
1,4298,Britten-Norman,C-GIRH,1120
1,13931,NAMC ,N906TC,866
1,1224,Antonov ,D2-FA.,1537
1,12127,Learjet ,84-0121,1566
1,12160,Learjet ,HB-VGC,1245
1,14607,Swearingen ,N163SW,1264
1,1397,Antonov ,R108,499
1,3748,Boeing ,PT-TCP,1567
1,15349,Yakovlev ,CCCP-87618,916
1,5521,Cessna ,N9613F,1520
1,10884,Fokker ,G-BMAU,449
1,1396,Antonov ,R102,499
1,624,Antonov ,BNMAU-7710,969
1,15355,Yakovlev ,CCCP-87696,916
1,10993,Fokker ,PT-LCF,449
1,5086,Cessna ,ARU-021,1568
1,6192,Curtiss ,CP-909,52
1,4967,Canadair ,UD.13-18,1181
1,14568,Swearingen ,D-IEWK,1126
1,12155,Learjet ,F-GDHR,1384
1,10313,Embraer ,P2-RDM,1417
1,6705,De Havilland Canada,8Q-GIA,971
1,790,Antonov ,CCCP-11378,850
1,4370,Britten-Norman,G-OCME,1242
1,4669,CASA ,808,1569
1,2467,Beech ,N699CA,848
1,2818,Boeing ,60-0330,378
1,5990,Convair ,N93218,1570
1,2287,Beech ,JA8825,1571
1,7697,Douglas Aircraft Company,SE-DAT,1554
1,4532,Britten-Norman,PK-VIR,1157
1,4158,British Aerospace,N356PS,1572
1,13047,Lockheed ,5A-DOM,1083
1,4705,CASA ,N160FB,1445
1,10304,Embraer ,N890AC,1417
1,844,Antonov ,CCCP-26007,1174
1,9451,Douglas ,N78B,1573
1,9346,Douglas ,N49454,10
1,14540,Swearingen ,C-GJWW,1126
1,1207,Antonov ,CU-T1262,969
1,741,Antonov ,CCCP-09334,905
1,2823,Boeing ,60-0361,378
1,569,Antonov ,8213,1218
1,5950,Convair ,N73107,609
1,4681,CASA ,ARV-0402,1574
1,10189,Embraer ,2324,1524
1,12234,Learjet ,N31SK,1158
1,1644,Antonov ,SP-DNM,724
1,11863,Ilyushin ,CCCP-76679,1575
1,11864,Ilyushin ,CCCP-76685,1575
1,7692,Douglas Aircraft Company,PK-GNQ,830
1,2497,Beech ,N811BE,1576
1,13458,Lockheed ,N517SJ,1083
1,3747,Boeing ,PT-TCO,1301
1,3319,Boeing ,N144SP,1577
1,2657,Beech ,ZS-KMT,1206
1,14340,Short ,N20DA,901
1,6850,De Havilland Canada,C-FRWK,304
1,1399,Antonov ,R34,499
1,14641,Swearingen ,N505LB,1264
1,1084,Antonov ,CCCP-62566,109
1,6408,Curtiss ,RP-C189,17
1,7411,Dornier ,A4O-CP,1578
1,11531,Hawker ,HS-THI,647
1,11126,GAF ,P-817,1579
1,7788,Douglas ,2008,5
1,4711,CASA ,N432CA,1445
1,8582,Douglas ,CP-1650,1117
1,12031,Ilyushin ,SP-LBG,1211
1,8448,Douglas ,C-FADD,1580
1,12180,Learjet ,N100EP,1245
1,12110,Kaiser-Frazer,N8504X,1379
1,6934,De Havilland Canada,CP-1018,971
1,7221,De Havilland Canada,PK-NUW,971
1,7209,De Havilland Canada,PK-MAM,861
1,4153,British Aerospace,N331CY,1581
1,1115,Antonov ,CCCP-70501,537
1,12073,Junkers ,HB-HOS,23
1,5145,Cessna ,D-IAEC,1303
1,4631,Britten-Norman,YV-230C,708
1,3540,Boeing ,N766AS,1582
1,4239,Britten-Norman,308,1191
1,1845,Antonov ,YA-BAL,1174
1,6860,De Havilland Canada,C-FWGE,722
1,12492,Let ,CCCP-67239,1278
1,1102,Antonov ,CCCP-70129,537
1,10178,Embraer ,2185,1207
1,2950,Boeing ,B-2514,1583
1,8476,Douglas ,C-GPFG,9
1,13708,Martin ,CP-1570,253
1,1304,Antonov ,FAP-392,1218
1,15367,Yakovlev ,CCCP-87826,916
1,4503,Britten-Norman,P2-KAD,1120
1,11077,Fokker ,XY-ADP,449
1,13397,Lockheed ,N20ST,1083
1,2513,Beech ,N859DD,1544
1,11525,Hawker ,HC-BAZ,647
1,4599,Britten-Norman,VP-FBG,1148
1,2456,Beech ,N617MS,1465
1,11577,Hawker ,RP-C1015,647
1,13167,Lockheed ,68-10945,649
1,1313,Antonov ,HA-MBS,537
1,1880,Antonov ,YR-PBE,109
1,9250,Douglas ,N28364,1584
1,2330,Beech ,N1870S,1544
1,4335,Britten-Norman,EC-CKL,1215
1,4984,Catalina,C-FPQP,321
1,11140,GAF ,ZK-NMD,1585
1,940,Antonov ,CCCP-40556,702
1,14810,Tupolev ,CCCP-65874,1557
1,7708,Douglas Aircraft Company,TU-TAL,1071
1,10339,Embraer ,PT-GKT,1243
1,9303,Douglas ,N39DT,105
1,3188,Boeing ,HI-481,837
1,10948,Fokker ,PH-MKH,1586
1,12226,Learjet ,N28ST,619
1,670,Antonov ,CCCP-02763,702
1,3002,Boeing ,CC-CHJ,891
1,11743,Ilyushin ,5A-DKK,1315
1,862,Antonov ,CCCP-28741,1587
1,8306,Douglas ,5Y-DAK,5
1,13814,McDonnell Douglas,N312RC,1588
1,7647,Douglas Aircraft Company,N908AX,857
1,7665,Douglas Aircraft Company,N951R,1589
1,4364,Britten-Norman,G-BLDX,1475
1,3447,Boeing ,N609TW,1590
1,646,Antonov ,CCCP-01641,537
1,3602,Boeing ,N93012,1591
1,1114,Antonov ,CCCP-70496,537
1,3245,Boeing ,HS-TBC,1506
1,5462,Cessna ,N807LA,1520
1,810,Antonov ,CCCP-12971,850
1,11467,Hawker ,2129,1592
1,157,Airbus ,5N-AUG,1593
1,1681,Antonov ,SP-WMS,537
1,13569,Lockheed ,N96271,1594
1,2275,Beech ,G-WSJE,1206
1,10694,Fairchild ,N48076,1373
1,12091,KC-10A ,82-0190,1595
1,8325,Douglas ,6843,1596
1,387,Airbus ,SU-BCA,1177
1,12493,Let ,CCCP-67249,1597
1,14620,Swearingen ,N2689E,1390
1,7745,Douglas ,12-036,32
1,6466,Dassault ,EC-ECB,1598
1,2396,Beech ,N32RL,1128
1,15295,Volpar ,N9231,1016
1,6467,Dassault ,EC-EFI,984
1,6999,De Havilland Canada,HK-2920,1420
1,11084,Fokker ,XY-AEL,883
1,13310,Lockheed ,HB-ILF,1083
1,85,ATR ,I-ATRH,1599
1,6494,Dassault ,N121FJ,1020
1,12500,Let ,CCCP-67334,1217
1,804,Antonov ,CCCP-12162,1600
1,2274,Beech ,G-MDJI,1544
1,5473,Cessna ,N828FE,1601
1,5913,Convair ,N3411,715
1,4421,Britten-Norman,N25MR,1148
1,14288,Short ,7Q-YMB,1353
1,6915,De Havilland Canada,C-GVYX,1286
1,9390,Douglas ,N626TX,706
1,13632,Lockheed ,TT-PAC,392
1,2397,Beech ,N334DP,1206
1,9594,Douglas ,P2-006,12
1,5547,Cessna ,OH-CAR,1102
1,15288,Volpar ,N10AS,959
1,7797,Douglas ,2034,5
1,14580,Swearingen ,F-GCTE,1264
1,2410,Beech ,N401RA,1602
1,5695,Cessna ,ZK-SFB,1520
1,3952,Boeing ,ZS-SAS,1603
1,3225,Boeing ,HL7406,1604
1,12971,Lockheed ,4X-FBU/448,1092
1,4302,Britten-Norman,C-GOMC,976
1,11542,Hawker ,N400PH,1605
1,3363,Boeing ,N319AU,1606
1,4157,British Aerospace,N350PS,1607
1,11530,Hawker ,HS-THH,647
1,11638,Howard ,N400NY,1608
1,8568,Douglas ,CP-1059,1049
1,10822,Fokker ,AE-560,872
1,4506,Britten-Norman,P2-MIB,1609
1,12897,Lockheed ,159131,1030
1,4400,Britten-Norman,IN-132,1261
1,14307,Short ,EI-BTJ,1610
1,4154,British Aerospace,N331PX,1581
1,12937,Lockheed ,2468,1092
1,705,Antonov ,CCCP-06324,537
1,14617,Swearingen ,N23AZ,1264
1,10227,Embraer ,F-GEGH,1552
1,10110,Douglas ,YN-BFO,1117
1,3659,Boeing ,PH-BDE,1611
1,7639,Douglas Aircraft Company,N8948E,857
1,8690,Douglas ,ET-AGO,5
1,7222,De Havilland Canada,PK-NUY,971
1,3029,Boeing ,D-ABHD,1612
1,15383,Yakovlev ,D2-TYD,1232
1,12329,Learjet ,N79SF,1227
1,13920,NAMC ,JA8662,1613
1,14317,Short ,G-BHWT,1428
1,15047,Vickers ,G-APIM,1614
1,6554,Dassault ,VR-BJB,986
1,3399,Boeing ,N4571M,1615
1,11590,Hawker ,XA-KUT,1153
1,11762,Ilyushin ,B-222,748
1,6164,Curtiss ,CP-1244,2
1,14830,Tupolev ,CCCP-85254,1271
1,7171,De Havilland Canada,N996SA,809
1,4288,Britten-Norman,B-11125,1148
1,14658,Swearingen ,N68TC,1390
1,15345,Yakovlev ,CCCP-87549,916
1,14994,Vickers ,F-GEJF,1616
1,4697,CASA ,FAP-215,1569
1,14582,Swearingen ,F-GERV,1264
1,5938,Convair ,N5808,609
1,9127,Douglas ,L2-34/13/789,761
1,3055,Boeing ,D2-TOI,1617
1,14565,Swearingen ,D-CABB,1390
1,1337,Antonov ,K2713,1537
1,4174,British Aerospace,N823JS,1560
1,14538,Swearingen ,C-GJDX,1264
1,6513,Dassault ,N287W,984
1,14938,Tupolev ,VN-A108,951
1,4702,CASA ,MP-113,1569
1,14649,Swearingen ,N622AV,1390
1,12390,Learjet ,PT-LMA,1483
1,2247,Beech ,F-BTMJ,932
1,647,Antonov ,CCCP-01648,537
1,14796,Tupolev ,CCCP-65675,1495
1,3797,Boeing ,TC-AKD,1380
1,10383,Embraer ,ZS-LGP,1332
1,2595,Beech ,VH-IBC,1206
1,10646,Fairchild ,F-GCPS,796
1,14840,Tupolev ,CCCP-85413,1333
1,1347,Antonov ,L2174,630
1,3196,Boeing ,HK-1716,710
1,4161,British Aerospace,N411AE,1581
1,8293,Douglas ,5N-ARH,1105
1,2879,Boeing ,9K-ADB,1618
1,10165,Douglas ,ZS-UAS,64
1,7707,Douglas Aircraft Company,TR-LTZ,1513
