accident_id,admin_id,accd_date,location,Fatalities,registration_id,cat,Country,aircraft_id
9379,1,07/25/1991,near Olpoi,9,15034,A1,Vanuatu,976
9380,1,08-06-1991,Piano di Cri...,2,7661,A1,Italy,902
9381,1,08-06-1991,near Rarotonga Ai...,6,5640,A1,Cook Isl.,1215
9382,1,08/13/1991,near Uricani,9,15100,A1,Romania,500
9383,1,08/14/1991,Big Trout Ai...,0,3452,O1,Canada,647
9384,1,08/15/1991,near Dori Airport...,3,7746,A1,Burkina Faso,420
9385,1,08/15/1991,"near Petrel, Sakh...",9,1359,A1,Russia,1218
9386,1,08/16/1991,near Imphal Munic...,69,14382,A1,India,1048
9387,1,08/20/1991,"near Ketchikan, AK",4,10239,A1,USA,1148
9388,1,08/21/1991,Poliny Osipenko,0,4522,A1,Russia,1217
9389,1,08/22/1991,Minturno,4,8213,A1,Italy,1411
9390,1,08/23/1991,Stockholm-Ar...,0,3246,A2,Sweden,1739
9391,1,08/27/1991,near Guryev,0,4523,A1,Kazakhstan,1217
9392,1,08/28/1991,Sibuyan Isla...,10,1657,A1,Philippines,1261
9393,1,08/31/1991,Dothan Airpo...,0,5196,O1,USA,855
9394,1,09-02-1991,Wau Airport ...,0,9809,A1,South Sudan,921
9395,1,09-03-1991,near Sampit Airpo...,3,12066,A1,Indonesia,1157
9396,1,09-04-1991,near Long Seridan,14,2747,A1,Malaysia,1353
9397,1,09-04-1991,near Kota Kinabalu,12,8787,A1,Malaysia,1110
9398,1,09-09-1991,"near Tenterfield,...",4,2986,A1,Australia,1150
9399,1,09-10-1991,near Kigali,0,2836,C1,Rwanda,877
9400,1,09-11-1991,"Eagle Lake, TX",14,9221,A1,USA,1552
9401,1,09/13/1991,Chennai (Mad...,0,14399,A1,India,1740
9402,1,09/14/1991,Mexico City-...,0,5365,A1,Mexico,1333
9403,1,09/14/1991,Port Harcour...,0,1955,A1,Nigeria,739
9404,1,09/15/1991,Varazdin,0,15159,O1,Croatia,537
9405,1,09/15/1991,Varazdin,0,15165,C1,Croatia,537
9406,1,09/16/1991,near Barranquilla...,7,7310,A1,Colombia,1679
9407,1,09/17/1991,Mount Arey,4,6013,A1,Djibouti,1083
9408,1,09/17/1991,Galcaio,0,5494,C2,Somalia,1623
9409,1,09/17/1991,near Lensk Airport,13,4597,A1,Russia,1741
9410,1,09/18/1991,Belvidere Ce...,2,3419,A1,USA,609
9411,1,09/18/1991,Tallinn-Ülem...,0,11501,A2,Estonia,1742
9412,1,09/19/1991,Tunis-Cartha...,0,7668,H2,Tunisia,1588
9413,1,09/19/1991,Osijek Airpo...,0,15164,C1,Croatia,537
9414,1,09/19/1991,Osijek Airpo...,0,15162,C1,Croatia,537
9415,1,09/21/1991,Lombok,0,6989,A1,Indonesia,537
9416,1,09/23/1991,Khatanga,1,4113,A1,Russia,1031
9417,1,09/25/1991,Kiel-Holtena...,1,7714,A1,Germany,752
9418,1,09/26/1991,near Saint Peters...,10,4386,A1,Russia,547
9419,1,09/27/1991,Magadan Airp...,0,4547,A1,Russia,1217
9420,1,09/27/1991,near Guadalcanal,15,6952,A1,Solomon Isl.,971
9421,1,09/29/1991,near Villavicenci...,1,7343,A1,Colombia,2
9422,1,09/29/1991,Bogotá-Eldor...,0,7347,A1,Colombia,1559
9423,1,10-02-1991,near Tokyo,0,7804,A2,Japan,1055
9424,1,10-03-1991,Cazombo Airp...,0,4060,A1,Angola,1031
9425,1,10-05-1991,near Jakarta-Hali...,135,2976,A1,Indonesia,1743
9426,1,10-06-1991,Augusta Stat...,0,8382,A2,USA,1390
9427,1,10-07-1991,Nürnberg Air...,0,9897,A2,Germany,1744
9428,1,10-08-1991,near Narsarsuaq,0,10424,A1,Greenland,1332
9429,1,10-11-1991,near Quirigua,6,7460,A1,Guatemala,17
9430,1,10/15/1991,Calvi-Sainte...,0,6296,O1,France,558
9431,1,10/16/1991,"Florence, MT",2,11097,A1,USA,1745
9432,1,10/23/1991,Shelopugino,0,4173,A1,Russia,1587
9433,1,10/25/1991,Tumbang Miri,17,11954,A1,Indonesia,1193
9434,1,10/29/1991,"near East Sale, V...",5,2998,A1,Pacific Ocean,1746
9435,1,10/30/1991,"near CFS Alert, N...",5,195,A1,Canada,728
9436,1,11-03-1991,Barcelona Ai...,0,5744,A1,Spain,10
9437,1,11-07-1991,near Makhachkala ...,51,4762,A1,Russia,916
9438,1,11-08-1991,Geneina Airp...,0,4062,A1,Sudan,608
9439,1,11-08-1991,Batagay Airport,0,4669,O1,Russia,109
9440,1,11-09-1991,near Dakovo,0,2694,A1,Croatia,1747
9441,1,11-10-1991,Managua Airp...,0,15056,O1,Nicaragua,1386
9442,1,11-11-1991,near Recife-Guara...,17,12515,A1,Brazil,1332
9443,1,11/16/1991,"near Destin, FL",1,11198,A1,USA,1647
9444,1,11/17/1991,San José-Jua...,0,5802,A1,Costa Rica,1363
9445,1,11/20/1991,near Fort Worth A...,0,11168,A2,USA,797
9446,1,11/22/1991,"near Romeo, MI",3,8902,A1,USA,1457
9447,1,11/22/1991,"near Yartsevo, Ye...",0,4253,A1,Russia,702
9448,1,11/23/1991,"Scotts Peak,...",0,3008,A1,Australia,623
9449,1,11/23/1991,near Komsomolsk-n...,2,4672,A1,Uzbekistan,537
9450,1,11/25/1991,Sena-Sofala,1,3842,C1,Mozambique,5
9451,1,11/25/1991,Djibouti Air...,0,6012,H2,Djibouti,1637
9452,1,11/26/1991,near Bugulma Airp...,41,4413,A1,Russia,969
9453,1,11/27/1991,Milano-Parma...,0,7645,A1,Italy,1748
9454,1,11/28/1991,Akron/Canton...,0,9557,A1,USA,1749
9455,1,11/29/1991,Rivière-au-S...,0,3625,A1,Canada,647
9456,1,11/29/1991,near Guaratinguet...,16,572,A1,Brazil,1750
9457,1,11/30/1991,Lubbock Inte...,0,10442,A2,USA,1751
9458,1,12-02-1991,Élancourt,4,657,A1,France,1752
9459,1,12-02-1991,near Vukovar,4,2695,C1,Croatia,499
9460,1,12-02-1991,Nyurba ?,0,4019,A1,Russia,724
9461,1,12-07-1991,Tripoli Inte...,0,1821,A1,Libya,1577
9462,1,12-08-1991,,0,4219,A1,Russia,109
9463,1,12-11-1991,near Rome-Richard...,9,8946,A1,USA,1748
9464,1,12-11-1991,near Bogotá-Eldor...,8,7312,A1,Colombia,52
9465,1,12/15/1991,Suva-Nausori...,0,5643,A1,Fiji,1564
9466,1,12/17/1991,Warszawa-Oke...,0,7716,A1,Poland,830
9467,1,12/22/1991,Heidelberg-H...,28,5493,A1,Germany,24
9468,1,12/23/1991,Carlsbad-McC...,0,9552,A1,USA,983
9469,1,12/25/1991,near Santiago de ...,2,6476,A1,Dominican Rep.,16
9470,1,12/27/1991,near Gottröra,0,11618,A1,Sweden,1329
9471,1,12/27/1991,Dekelia/Tato...,1,7898,A1,Greece,12
9472,1,12/28/1991,near Block Island...,3,10732,A1,USA,1602
9473,1,12/29/1991,near Wanli,5,3210,A1,Taiwan,1542
9474,1,12/30/1991,Velsk Airport,0,4761,A1,Russia,916
9475,1,01-03-1992,near Saranac Lake...,2,9874,A1,USA,1695
9476,1,01-03-1992,Lyakhsh,0,4168,A1,Tajikistan,1587
9477,1,01-08-1992,near Prato,4,8212,A1,Italy,1411
9478,1,01-10-1992,Madras Airpo...,0,1282,A2,India,1753
9479,1,01-11-1992,Komo Airport...,0,11675,A2,P.N. Guinea,1148
9480,1,01-11-1992,Corumbá Inte...,0,2557,A1,Brazil,1754
9481,1,01/14/1992,"Vizcaíno, Mu...",0,10517,A1,Mexico,71
9482,1,01/16/1992,Cheju Airpor...,0,7483,A2,South Korea,1755
9483,1,01/18/1992,Elmira Regio...,0,11235,A1,USA,857
9484,1,01/20/1992,near Strasbourg-E...,87,6279,A1,France,1626
9485,1,01/20/1992,Poste Montag...,0,3417,A1,Canada,809
9486,1,01/21/1992,Bangkok Inte...,0,7932,A1,Thailand,4
9487,1,01/23/1992,near Dominica-Can...,2,9496,A1,Dominica,1518
9488,1,01/23/1992,near Elefsis Air ...,3,1437,A1,Greece,643
9489,1,01/24/1992,Batumi-Choro...,0,4492,A1,Georgia,951
9490,1,01/24/1992,near Dutch Harbor...,0,428,A2,USA,1756
9491,1,01/24/1992,Friedrichsha...,0,7003,A2,Germany,1689
9492,1,01/26/1992,near Sinj,5,17,A1,Croatia,1747
9493,1,01/31/1992,near Turbo,0,7513,H1,Colombia,1687
9494,1,02-03-1992,Aguadilla-Bo...,0,7149,O1,Puerto Rico,390
9495,1,02-03-1992,"Caetité, BA",12,12523,A1,Brazil,1121
9496,1,02-03-1992,Aguadilla-Bo...,0,10496,A1,Puerto Rico,1328
9497,1,02-06-1992,near Evansville-D...,17,1772,A1,USA,506
9498,1,02-07-1992,Karachi Inte...,0,3121,A1,Pakistan,1263
9499,1,02-08-1992,"Dixon, WY",2,10302,A1,USA,1707
9500,1,02-09-1992,near Guryev Airpo...,0,4396,A1,Kazakhstan,764
9501,1,02-09-1992,near Diouloulou,30,10890,A1,Senegal,715
9502,1,02-10-1992,,0,2411,U1,France,375
9503,1,02-11-1992,Tunis-Cartha...,0,13765,O1,Tunisia,1757
9504,1,02/15/1992,near Kano Interna...,0,2707,A1,Nigeria,606
9505,1,02/15/1992,near Toledo-Expre...,4,10651,A1,USA,1589
9506,1,02/15/1992,Mallcu,0,6403,U1,Bolivia,1660
9507,1,02/17/1992,near Tlahualilo d...,4,10387,A1,Mexico,428
9508,1,02/18/1992,Bangui Airpo...,0,13106,O1,C.A.R.,724
9509,1,02/20/1992,Luanda-4 de ...,0,5612,A1,Angola,1617
9510,1,02/22/1992,Arequipa-Rod...,0,11363,A1,Peru,969
9511,1,02/22/1992,Mbeya Airpor...,0,1881,A2,Tanzania,1505
9512,1,02/24/1992,Anchorage In...,0,10382,A2,USA,971
9513,1,02/25/1992,Teniente R. ...,0,5660,A1,Antarctica,1758
9514,1,02/26/1992,Eket airstrip,0,1910,A1,Nigeria,1623
9515,1,02/27/1992,Friedrichsha...,0,1464,A1,Germany,1759
9516,1,02/29/1992,Carolita Ranch,0,5248,A1,Bolivia,24
9517,1,03-02-1992,Estancia El ...,5,5291,A1,Bolivia,732
9518,1,03-03-1992,Selawik Airp...,0,8559,A1,USA,1117
9519,1,03-06-1992,Wilmington-A...,0,11081,A1,USA,1760
9520,1,03-09-1992,near KIRN VOR,0,2971,A2,Germany,1761
9521,1,03-12-1992,near Etsouali,3,13730,A1,Congo,971
9522,1,03-12-1992,near Knoxville-Mc...,2,8611,A1,USA,1581
9523,1,03/13/1992,Acapulco-Alv...,0,14669,A1,Mexico,805
9524,1,03/13/1992,Zilina Airpo...,0,11540,A1,Slovakia,1762
9525,1,03/19/1992,Red Lake Air...,0,3732,A2,Canada,971
9526,1,03/19/1992,Marzeno,0,13181,A1,Italy,537
9527,1,03/21/1992,North Atlantic,0,6817,A2,Atlantic Ocean,1763
9528,1,03/21/1992,Lugano Airpo...,0,7058,A2,Switzerland,1430
9529,1,03/21/1992,Darwin Airpo...,0,14035,A2,Australia,1764
9530,1,03/22/1992,near Nizhneyansk,10,4185,A1,Russia,1765
9531,1,03/22/1992,New York-La ...,27,9674,A1,USA,1381
9532,1,03/24/1992,near Athens-Ellin...,7,13215,A1,Greece,786
9533,1,03/25/1992,Valley,0,7879,U1,India,1537
9534,1,03/26/1992,Brest,0,6292,U1,France,1020
9535,1,03/26/1992,Tumaco-La Fl...,0,7322,A1,Colombia,720
9536,1,03/28/1992,Iquitos Airp...,0,11366,A1,Peru,1766
9537,1,03/30/1992,Swarupnagar,0,4156,A1,India,1218
9538,1,03/30/1992,Granada Airp...,0,5719,A1,Spain,830
9539,1,03/30/1992,near Magadan,1,4448,A1,Russia,109
9540,1,03/31/1992,Istres,0,1956,A1,France,786
9541,1,03/31/1992,Iwo Jima Air...,0,1347,A1,Japan,1767
9542,1,04-01-1992,"near Boothgarh, L...",4,7868,A1,India,1537
9543,1,04-01-1992,"near Boothgarh, L...",4,7881,A1,India,1537
9544,1,04-04-1992,near Baykovo,1,4526,A1,Russia,1217
9545,1,04-07-1992,near Maaten al-Sarra,3,7747,A1,Libya,969
9546,1,04-10-1992,near Orchid Islan...,7,3165,A1,Taiwan,1148
9547,1,04/14/1992,Goroka Gap,11,11715,A1,P.N. Guinea,1332
9548,1,04/14/1992,Kyshik,0,4237,A1,Russia,724
9549,1,04/16/1992,near Nairobi-Moi ...,52,536,A1,Kenya,1294
9550,1,04/22/1992,Perris Valle...,16,8526,A1,USA,809
9551,1,04/23/1992,Detroit-Will...,0,9054,A2,USA,1768
9552,1,04/24/1992,near Peruvian coast,1,2361,C1,Pacific Ocean,1092
9553,1,04/25/1992,Miami Intern...,0,7365,A2,USA,807
9554,1,04/26/1992,near Saveh,39,610,A1,Iran,872
9555,1,04/27/1992,Lugano Airpo...,0,7662,A2,Switzerland,1303
9556,1,04/28/1992,Blewett Fall...,9,2270,A1,USA,649
9557,1,04/29/1992,Ilorin Airpo...,0,2711,A1,Nigeria,1577
9558,1,05-02-1992,Cumuatillo A...,2,12498,A1,Mexico,1245
9559,1,05-06-1992,near Taymyr Lake,0,4427,A1,Russia,473
9560,1,05-09-1992,Sisian Airport,0,4763,C1,Armenia,916
9561,1,05-11-1992,Opa-locka Ai...,0,10414,A1,USA,609
9562,1,05/13/1992,Chardzhou Ai...,0,6073,A1,Turkmenistan,916
9563,1,05/16/1992,rural airstr...,3,7316,H2,Colombia,971
9564,1,05/23/1992,Sibu Airport...,0,2754,A2,Malaysia,1420
9565,1,05/29/1992,Kabul Airpor...,0,15007,C2,Afghanistan,1639
9566,1,05/29/1992,Fayetteville...,0,2203,A1,USA,1769
9567,1,06-05-1992,Varna Airpor...,0,8158,A1,Bulgaria,1255
9568,1,06-06-1992,near Tucutí,47,7516,A1,Panama,1684
9569,1,06-07-1992,near Mayaguez-Eug...,5,9269,A1,Puerto Rico,1445
9570,1,06-08-1992,near Anniston-Cou...,3,8366,A1,USA,1478
9571,1,06-10-1992,Marromeu Air...,0,4414,A1,Mozambique,1770
9572,1,06-12-1992,Sheboygan Fa...,2,9360,A1,USA,983
9573,1,06/16/1992,Wilmington A...,4,9188,A1,USA,1206
9574,1,06/19/1992,Bratsk Airpo...,1,4710,O1,Russia,1271
9575,1,06/19/1992,Bratsk Airpo...,0,4705,O1,Russia,1271
9576,1,06/21/1992,Poltavskiy,0,4206,A1,Russia,537
9577,1,06/22/1992,Pantelleria ...,0,7709,A1,Italy,742
9578,1,06/22/1992,Noril'sk Air...,10,4098,A1,Russia,717
9579,1,06/22/1992,near Cruzeiro do ...,3,12272,A1,Brazil,1432
9580,1,06/24/1992,Cerro Copey,0,5433,A2,Venezuela,1771
9581,1,06/25/1992,near Batu Island,3,12077,A1,Indonesia,1319
9582,1,07-01-1992,Devonport Ai...,0,13998,A2,Australia,1689
9583,1,07-03-1992,"Sosnovyy, Ko...",3,4242,A1,Kazakhstan,537
9584,1,07-04-1992,Brisbane Int...,0,13959,A2,Australia,1772
9585,1,07-05-1992,near Iyakachchi,19,5337,C1,Sri Lanka,1773
9586,1,07-05-1992,Jumla Airpor...,0,2780,A2,Nepal,971
9587,1,07-06-1992,Reggio Calab...,0,7696,O1,Italy,1176
9588,1,07-08-1992,Ukrainsky,0,4020,A1,Russia,537
9589,1,07-09-1992,near Concepción-C...,3,5671,A1,Chile,1774
9590,1,07-09-1992,Büchel,2,1756,A1,Germany,1198
9591,1,07-10-1992,Newcastle Ai...,0,6887,A1,U.K.,1331
9592,1,07/13/1992,Bethel Airpo...,1,8763,A1,USA,1775
9593,1,07/14/1992,near Irkutsk,0,4059,A1,Russia,608
9594,1,07/16/1992,"near Colquitt, LA",3,2547,A1,USA,1776
9595,1,07/20/1992,Tbilisi-Novo...,28,2560,A1,Georgia,1255
9596,1,07/21/1992,Oostende Air...,0,8121,O1,Belgium,10
9597,1,07/22/1992,"near McGrath, AK",0,9475,A2,USA,304
9598,1,07/24/1992,near Skopje Airpo...,8,4081,A1,North Macedonia,1600
9599,1,07/24/1992,near Ambon-Pattim...,70,12049,A1,Indonesia,1777
9600,1,07/25/1992,Lanseria Air...,0,15435,A2,South Africa,1515
9601,1,07/27/1992,near Mexico City-...,4,14675,A1,Mexico,522
9602,1,07/28/1992,Sofia Airpor...,0,8148,O1,Bulgaria,764
9603,1,07/28/1992,"Icapara, Igu...",6,12457,A1,Brazil,1183
9604,1,07/30/1992,New York-Joh...,0,8315,A1,USA,1082
9605,1,07/30/1992,Calgary Inte...,0,3767,A2,Canada,828
9606,1,07/31/1992,near Kathmandu-Tr...,113,7605,A1,Nepal,1778
9607,1,07/31/1992,Nanking Airp...,107,3256,A1,China,1779
9608,1,08-01-1992,Kabul Airpor...,0,15007,C1,Afghanistan,1639
9609,1,08-01-1992,Kabul Airpor...,0,15000,C1,Afghanistan,916
9610,1,08-02-1992,"Rensselaer, IN",0,10572,A1,USA,1102
9611,1,08-04-1992,,0,13388,U1,Unknown country,1780
9612,1,08/21/1992,near Scheffervill...,0,3363,A2,Canada,304
9613,1,08/21/1992,Mt Chacaltaya,10,5223,A1,Bolivia,1781
9614,1,08/23/1992,Zürich-Klote...,0,4723,A2,Switzerland,1639
9615,1,08/23/1992,Sokoto,0,1954,A1,Nigeria,739
9616,1,08/24/1992,,0,13387,U1,Unknown country,1780
9617,1,08/24/1992,Kendall-Tami...,0,10945,O1,USA,1033
9618,1,08/24/1992,Kendall-Tami...,0,10081,O1,USA,17
9619,1,08/24/1992,Kendall-Tami...,0,8338,O1,USA,125
9620,1,08/24/1992,Homestead AF...,0,1774,O1,USA,506
9621,1,08/24/1992,Kendall-Tami...,0,10212,O1,USA,52
9622,1,08/24/1992,Miami Intern...,0,10080,O1,USA,11
9623,1,08/24/1992,Miami Intern...,0,8994,O1,USA,372
9624,1,08/24/1992,Homestead AF...,0,10541,O1,USA,232
9625,1,08/24/1992,Miami Intern...,0,9001,O1,USA,975
9626,1,08/25/1992,near Hot Springs-...,3,9235,A1,USA,1390
9627,1,08/27/1992,near San Antonio ...,8,11352,A1,Peru,971
9628,1,08/27/1992,Gimli Airpor...,3,9403,A1,Canada,1782
9629,1,08/27/1992,Delhi-Indira...,1,14397,A1,India,1783
9630,1,08/27/1992,near Ivanovo Airp...,84,12755,A1,Russia,951
9631,1,08/27/1992,Guam-Agana N...,0,327,O1,Guam,1784
9632,1,08/27/1992,near Metapán,12,6487,A1,El Salvador,673
9633,1,08/28/1992,Kabul Airpor...,0,14991,O1,Afghanistan,1174
9634,1,08/28/1992,Banjarmasin-...,0,11935,A1,Indonesia,1628
9635,1,08/28/1992,within Guam,0,10499,O1,Guam,1428
9636,1,08/28/1992,Kabul Airpor...,0,4660,O1,Afghanistan,1575
9637,1,08/29/1992,Kaduna Airpo...,0,1951,A1,Nigeria,1785
9638,1,08/29/1992,Kharkov Airp...,0,4513,A1,Ukraine,1557
9639,1,08/31/1992,Jamba Airpor...,3,15407,A1,Angola,1786
9640,1,09-02-1992,Sibu Airport...,0,2757,A2,Malaysia,1787
9641,1,09-03-1992,near Sarajevo,4,8211,C1,Bosnia,1411
9642,1,09-04-1992,Ho Chi Minh ...,0,8141,H2,Vietnam,1788
9643,1,09-05-1992,Kiev-Borispo...,0,4709,A1,Ukraine,1271
9644,1,09-10-1992,Bellavista A...,1,11364,A1,Peru,883
9645,1,09-10-1992,near Kechries,0,92,A1,Greece,1181
9646,1,09/14/1992,Neryungri Ai...,0,4751,A1,Russia,916
9647,1,09/18/1992,near Curaçao [Car...,3,15201,A1,Atlantic Ocean,451
9648,1,09/18/1992,San Antonio ...,0,8839,A1,USA,1390
9649,1,09/18/1992,near Ekimchan,0,4254,A1,Russia,537
9650,1,09/19/1992,near Villavicenci...,11,7358,A1,Colombia,52
9651,1,09/21/1992,Umeå Airport...,0,13071,A1,Sweden,1521
9652,1,09/21/1992,near Kalga Airstrip,0,4208,A1,Russia,1247
9653,1,09/24/1992,Base Bernard...,0,13408,O1,Antarctica,809
9654,1,09/26/1992,Lukla Airpor...,0,2794,A1,Nepal,1789
9655,1,09/26/1992,near Lagos-Murtal...,159,11335,A1,Nigeria,1092
9656,1,09/28/1992,near Kathmandu-Tr...,167,3127,A1,Nepal,1177
9657,1,10-01-1992,near Union Valley...,2,10845,A1,USA,326
9658,1,10-04-1992,"Bijlmermeer,...",43,1300,A1,Netherlands,1790
9659,1,10-06-1992,Glasgow-Pres...,2,6903,A1,U.K.,1791
9660,1,10-07-1992,near Berkeley Spr...,6,2242,A1,USA,1792
9661,1,10-07-1992,Ruteng-Satar...,0,12007,A2,Indonesia,971
9662,1,10-08-1992,near Dingxi,14,3284,A1,China,597
9663,1,10-09-1992,Mogadishu Ai...,1,4415,A1,Somalia,1674
9664,1,10/13/1992,"near Kodra, Makar...",8,4673,A1,Ukraine,1793
9665,1,10/13/1992,Vladivostok ...,0,6045,A1,Russia,1333
9666,1,10/14/1992,Kostanay,0,4021,A1,Kazakhstan,537
9667,1,10/15/1992,Medellín-Enr...,0,7368,A1,Colombia,1794
9668,1,10/18/1992,near Garut,31,11983,A1,Indonesia,1795
9669,1,10/19/1992,Ust-Nem,15,4171,A1,Russia,1587
9670,1,10/21/1992,Houston-Inte...,0,14581,A2,USA,830
9671,1,10/21/1992,near Lake Caballo...,8,11353,A1,Peru,971
9672,1,10/23/1992,near Recife-Guara...,5,553,A1,Brazil,1796
9673,1,10/25/1992,Mogadishu So...,0,2043,A1,Somalia,1264
9674,1,10/27/1992,São Paulo-Gu...,0,9375,A2,Brazil,1797
9675,1,10/30/1992,Istres,0,1164,A1,France,375
9676,1,10/30/1992,Oklahoma Cit...,0,9804,U1,USA,1119
9677,1,10/30/1992,near Chita Airpor...,13,4554,A1,Russia,1146
9678,1,11-01-1992,Luxembourg-F...,0,8120,A2,Luxembourg,1798
9679,1,11-02-1992,near San Juan Ran...,0,5222,A1,Bolivia,10
9680,1,11-03-1992,Patriot Hill...,0,9975,A1,Antarctica,1799
9681,1,11-06-1992,"near Dania Beach, FL",0,7154,A1,USA,494
9682,1,11-07-1992,Phoenix-Sky ...,0,8633,A1,USA,1044
9683,1,11-07-1992,Moskva-Domod...,0,12852,O1,Russia,1211
9684,1,11-11-1992,near Tver-Migalov...,33,4035,A1,Russia,1190
9685,1,11-11-1992,Tulcea Airpo...,0,15092,U1,Romania,1215
9686,1,11-12-1992,Trinidad Air...,0,9103,A1,Bolivia,1390
9687,1,11-12-1992,near Juneau Inter...,8,2556,A1,USA,1754
9688,1,11/14/1992,near Son Trung,30,14128,A1,Vietnam,916
9689,1,11/15/1992,near Puerto Plata...,34,5368,A1,Dominican Rep.,748
9690,1,11/20/1992,San Luis Air...,0,8061,A1,Argentina,1067
9691,1,11/21/1992,Krasnodar Ai...,0,12711,A1,Russia,764
9692,1,11/24/1992,near Guilin Airpo...,141,3242,A1,China,1694
9693,1,11/25/1992,near Kano Interna...,0,1999,A1,Nigeria,786
9694,1,11/26/1992,Manaus-Eduar...,0,12527,A1,Brazil,1567
9695,1,12-01-1992,São Paulo-Co...,0,12463,A1,Brazil,1636
9696,1,12-01-1992,Aguadilla-Bo...,0,8237,A1,Puerto Rico,1260
9697,1,12-01-1992,"near Harlem, MT",7,2302,A1,USA,1307
9698,1,12-01-1992,"near Harlem, MT",6,2339,A1,USA,1307
9699,1,12-05-1992,Choibalsan A...,0,5413,A1,Mongolia,1789
9700,1,12-05-1992,Yerevan Airp...,0,4703,A1,Armenia,1255
9701,1,12-07-1992,near Kushimoto,0,3182,A2,Japan,1800
9702,1,12-08-1992,Pogapa,0,12097,A1,Indonesia,722
9703,1,12-09-1992,near Uruapan Airp...,9,14664,A1,Mexico,1475
9704,1,12-09-1992,"near Denver, CO",0,10726,A2,USA,1801
9705,1,12-10-1992,near Quito-Marisc...,13,3059,A1,Ecuador,1678
9706,1,12-10-1992,"Elkridge, MD",1,10593,A1,USA,1016
9707,1,12/13/1992,near Goma Airport...,37,2838,A1,D.R. Congo,877
9708,1,12/14/1992,near Memmingen,0,5504,A2,Germany,1802
9709,1,12/15/1992,near Alotau,6,11698,A1,P.N. Guinea,1148
9710,1,12/15/1992,Tolo Harbour,0,7475,A1,Hong Kong,1467
9711,1,12/15/1992,"Cleveland, OH",1,10307,A1,USA,1016
9712,1,12/16/1992,Wamena Airpo...,0,12004,A2,Indonesia,971
9713,1,12/17/1992,Labuan Bajo-...,0,12005,A2,Indonesia,971
9714,1,12/18/1992,near Billings-Log...,8,10235,A1,USA,1430
9715,1,12/18/1992,near Zamboanga,0,1717,A1,Philippines,1261
9716,1,12/18/1992,McCall Airpo...,0,9767,A2,USA,1020
9717,1,12/21/1992,Faro Airport...,56,11773,A1,Portugal,1152
9718,1,12/22/1992,near Tripoli Inte...,157,1817,A1,Libya,1431
9719,1,12/29/1992,Miami Intern...,0,5358,H2,USA,1174
9720,1,01-02-1993,near Paradip [Bay...,4,5149,A1,India,1803
9721,1,01-02-1993,Hibbing-Chis...,0,9236,A1,USA,1689
9722,1,01-06-1993,near Paris-Charle...,4,5477,A1,France,1804
9723,1,01-08-1993,near Hermosillo A...,9,14635,A1,Mexico,1245
9724,1,01-09-1993,near Surabaya Air...,15,11924,A1,Indonesia,647
9725,1,01-09-1993,Delhi-Indira...,0,2563,A1,India,1333
9726,1,01-10-1993,Quebec Airpo...,0,3593,O1,Canada,1206
9727,1,01-10-1993,Quebec Airpo...,0,3532,O1,Canada,1206
9728,1,01/13/1993,near Sellafield,2,6919,A1,U.K.,1332
9729,1,01/14/1993,near Bronson Cree...,2,3335,A1,Canada,10
9730,1,01/15/1993,Abidjan-Feli...,0,15063,A1,Cote d'Ivoire,786
9731,1,01/16/1993,Kostanay-Nar...,0,1170,A1,Kazakhstan,969
9732,1,01/17/1993,Surabaya-Jua...,0,12056,A1,Indonesia,1206
9733,1,01/21/1993,Moscow-Tushi...,0,619,A1,Russia,466
9734,1,01/23/1993,Bambu Airpor...,0,11685,A1,P.N. Guinea,1120
9735,1,01/23/1993,near Luena Airpor...,0,5576,C2,Angola,1083
9736,1,01/25/1993,near Altamira Air...,3,12452,A1,Brazil,796
9737,1,01/27/1993,Kinshasa-N'D...,9,2864,A1,D.R. Congo,930
9738,1,01/30/1993,,0,4243,A1,Russia,537
9739,1,01/31/1993,Recife-Guara...,0,8052,A1,Brazil,863
9740,1,01/31/1993,within Northern Sum...,14,2767,A1,Indonesia,1353
9741,1,02-03-1993,Ust-Kuyga Ai...,0,12725,A1,Russia,764
9742,1,02-03-1993,Marietta-Dob...,7,8474,A1,USA,921
9743,1,02-08-1993,near Tehran-Mehra...,131,5920,A1,Iran,1639
9744,1,02-11-1993,New York-Joh...,0,5453,H2,USA,1778
9745,1,02-11-1993,Kharasavey A...,0,4159,A2,Russia,1174
9746,1,02/17/1993,Aurillac Air...,0,10879,A1,France,1020
9747,1,02/17/1993,near Guvercinlik,6,64,A1,Turkey,1308
9748,1,02/18/1993,Santo Doming...,0,7152,A1,Dominican Rep.,494
9749,1,02/18/1993,Cancún Airpo...,0,14643,A1,Mexico,651
9750,1,02/20/1993,near Bogotá-Eldor...,2,7514,A1,Colombia,298
9751,1,02/26/1993,Rio de Janei...,0,12499,A2,Brazil,1644
9752,1,02/27/1993,Gyumri-Lenin...,0,4091,A2,Armenia,1031
9753,1,02/28/1993,near Orchid Island,6,3170,A1,Taiwan,1623
9754,1,03-02-1993,Palma de Mal...,2,5742,A1,Spain,10
9755,1,03-05-1993,Skopje Airpo...,83,11767,A1,North Macedonia,1586
9756,1,03-06-1993,Baffin Islan...,0,3503,A1,Canada,722
9757,1,03-08-1993,Santa Rosa A...,0,5213,A1,Bolivia,71
9758,1,03-11-1993,Saint Louis-...,0,11257,A2,USA,857
9759,1,03/17/1993,Évreux-Fauvi...,0,6078,O1,France,1484
