accident_id,admin_id,accd_date,location,Fatalities,registration_id,cat,Country,aircraft_id
2510,1,02-02-1961,Kwamouth,0,8198,A1,D.R. Congo,206
2511,1,02-03-1961,near Madura Island,26,11883,A1,Indonesia,10
2512,1,02-04-1961,Düsseldorf A...,0,5476,A1,Germany,38
2513,1,02-10-1961,near Bizana,5,2380,A1,South Africa,12
2514,1,02/15/1961,Luluabourg,3,8193,A1,D.R. Congo,206
2515,1,02/15/1961,Mezen Airport,0,4593,A1,Russia,36
2516,1,02/15/1961,near Brussel-Zave...,73,11580,A1,Belgium,493
2517,1,02/18/1961,Stuttgart-Ec...,0,10474,A1,Germany,494
2518,1,02/19/1961,"LBJ Ranch, TX",2,11167,A1,USA,138
2519,1,02/23/1961,Atlantic Cit...,0,267,A1,USA,495
2520,1,02/23/1961,São Paulo-Co...,0,12132,O1,Brazil,5
2521,1,03-02-1961,Mount Meru,1,14831,A1,Tanzania,421
2522,1,03-04-1961,"near Belém, PA",2,12396,A1,Brazil,10
2523,1,03-06-1961,São Paulo-Co...,0,5690,A1,Brazil,168
2524,1,03-09-1961,"Lake George, FL",8,315,A1,USA,496
2525,1,03-09-1961,Páramo Turmal,12,15248,A1,Venezuela,10
2526,1,03/14/1961,"Brasilia, DF",0,515,A1,Brazil,32
2527,1,03/15/1961,near Ponta Grossa...,4,12343,A1,Brazil,330
2528,1,03/15/1961,Montería-Los...,0,7246,A2,Colombia,8
2529,1,03/16/1961,near Sverdlovsk-K...,7,4293,A1,Russia,497
2530,1,03/22/1961,near Nagpur,0,9882,A1,India,18
2531,1,03/22/1961,"near Marysville, CA",6,1418,A1,USA,498
2532,1,03/22/1961,Paksi,0,3086,U1,Bangladesh,10
2533,1,03/23/1961,near Phon Savan,7,1060,C1,Laos,260
2534,1,03/25/1961,"near Natal, RN",23,510,A1,Brazil,19
2535,1,03/25/1961,,0,639,A1,Poland,499
2536,1,03/26/1961,Shannon Airp...,0,6708,A1,Ireland,327
2537,1,03/28/1961,near Nürnberg,52,11537,A1,Germany,500
2538,1,04-03-1961,near Linares,24,3895,A1,Chile,64
2539,1,04-04-1961,Saint Pierre...,0,5077,A1,St.Pierre and Miquelon,8
2540,1,04-05-1961,Blida Airport,0,670,A1,Algeria,32
2541,1,04-06-1961,,0,13444,U1,Unknown country,7
2542,1,04-07-1961,Reggan Airport,0,59,A1,Algeria,501
2543,1,04-08-1961,Puerto Calderón,0,7422,A1,Colombia,2
2544,1,04-08-1961,Bereina Airp...,0,14061,A1,P.N. Guinea,5
2545,1,04-12-1961,Bluefield-Me...,0,9856,A1,USA,502
2546,1,04-12-1961,near Saint Jean A...,0,5039,A1,Canada,10
2547,1,04/14/1961,Moncton Airp...,0,5021,A1,Canada,104
2548,1,04/14/1961,Avord Air Base,0,692,A1,France,12
2549,1,04/15/1961,Santiago Air...,0,5381,C1,Cuba,24
2550,1,04/15/1961,,0,5374,C1,Cuba,503
2551,1,04/18/1961,Mount Parker,14,983,A1,Hong Kong,31
2552,1,04/21/1961,"near Mustang, OK",4,8761,A1,USA,10
2553,1,04/24/1961,unknown,0,793,A1,Unknown country,32
2554,1,04/25/1961,Tokyo-Haneda...,0,7783,A2,Japan,504
2555,1,04/27/1961,near Bangui Airpo...,0,6147,A1,C.A.R.,52
2556,1,05-06-1961,near Al Qamishli ...,0,13275,A1,Syria,5
2557,1,05-10-1961,near Edjele,78,6172,C1,Algeria,429
2558,1,05-12-1961,Upper Heyfor...,0,1104,A1,U.K.,22
2559,1,05-12-1961,Cerro Arenal,2,13689,A1,Costa Rica,505
2560,1,05/19/1961,near Wiesbaden Ai...,2,867,A1,Germany,149
2561,1,05/20/1961,Gan/Seenu Ai...,0,14493,A1,Maldives,345
2562,1,05/22/1961,Saigon-Tan-S...,0,6177,A1,Vietnam,373
2563,1,05/24/1961,Azaiba Airfield,0,11425,A1,Oman,158
2564,1,05/24/1961,Bulwer Islan...,2,14083,A1,Australia,9
2565,1,05/24/1961,near Tacoma-McCho...,18,1395,A1,USA,106
2566,1,05/27/1961,Ramstein Air...,0,1798,A1,Germany,506
2567,1,05/29/1961,near Singapore-Se...,13,14507,A1,Singapore,103
2568,1,05/30/1961,near Fonte da Telha,61,11746,A1,Portugal,507
2569,1,05/30/1961,Guelph Airpo...,0,2648,A1,Canada,226
2570,1,06-10-1961,near Tachikawa AB...,8,1746,A1,Pacific Ocean,368
2571,1,06-11-1961,near Atlantic Ocean,0,11754,A2,Atlantic Ocean,360
2572,1,06-12-1961,near Cairo Intern...,20,11771,A1,Egypt,454
2573,1,06-12-1961,Osaka-Itami ...,0,6702,A1,Japan,288
2574,1,06/13/1961,near Douala Airpo...,5,13707,A1,Cameroon,54
2575,1,06/15/1961,Lago Peñuelas,6,1716,A1,Chile,508
2576,1,06/17/1961,near Kano Interna...,1,5419,A1,Nigeria,75
2577,1,06/19/1961,Rio de Janei...,0,8041,A1,Brazil,429
2578,1,06/19/1961,Bizerte,0,2349,C1,Tunisia,209
2579,1,06/20/1961,Oakland Inte...,0,9905,O1,USA,72
2580,1,06/20/1961,Oakland Inte...,0,9141,U1,USA,293
2581,1,06/22/1961,"near Bogoroditsk,...",0,4627,A1,Russia,436
2582,1,06/22/1961,"Kings Ranch, TX",0,1560,A1,USA,324
2583,1,06/23/1961,"near Nanaimo, BC",4,5081,A1,Canada,509
2584,1,06/25/1961,"Winslow, AZ",2,10265,A1,USA,166
2585,1,06/30/1961,Buenos Aires...,24,8033,A1,Argentina,2
2586,1,07-08-1961,"near Knob Lake, QC",3,5010,A1,Canada,135
2587,1,07-08-1961,"Sosnovy Bor,...",9,4270,A1,Russia,334
2588,1,07-10-1961,Biggin Hill,2,6623,A1,U.K.,353
2589,1,07-10-1961,Odessa-Centr...,1,4295,A1,Ukraine,497
2590,1,07-11-1961,Denver-Stapl...,18,10690,A1,USA,510
2591,1,07-12-1961,near Casablanca-A...,72,11539,A1,Morocco,500
2592,1,07/19/1961,"near Pardo, BA",67,8009,A1,Argentina,71
2593,1,07/20/1961,"near Rio Grande, ...",3,14631,A1,Mexico,131
2594,1,07/21/1961,"Shemya AFB, ...",6,10030,A1,USA,327
2595,1,07/27/1961,Hamburg-Fuhl...,0,6186,A1,Germany,511
2596,1,07/28/1961,Lukhovitsy-T...,0,4642,A1,Russia,500
2597,1,07/31/1961,"near Pearce, WA",4,3025,A1,Australia,12
2598,1,08-02-1961,Athens Airpo...,0,15401,A2,Greece,479
2599,1,08-03-1961,New York-Idl...,0,10073,A1,USA,233
2600,1,08-03-1961,El Paso Inte...,0,10312,H2,USA,512
2601,1,08-04-1961,near Rudsar,0,5884,C1,Iran,54
2602,1,08-05-1961,Chandigarh A...,0,3323,A1,India,513
2603,1,08-06-1961,Budapest,30,6996,A1,Hungary,10
2604,1,08-09-1961,Sarcpa Lake ...,0,5040,A1,Canada,424
2605,1,08-09-1961,near Stavanger-So...,39,6556,A1,Norway,514
2606,1,08/13/1961,near Pha Khao,6,3178,A1,Laos,52
2607,1,08/13/1961,Riga Central...,0,4621,A1,Latvia,436
2608,1,08/14/1961,Lyon-Bron Ai...,0,6568,A1,France,38
2609,1,08/14/1961,near Walterboro M...,0,8232,A1,USA,135
2610,1,08/14/1961,near Samarai Island,0,14072,A1,P.N. Guinea,304
2611,1,08/22/1961,,0,14317,A1,Unknown country,114
2612,1,08/26/1961,Calcutta-Dum...,0,14251,A1,India,10
2613,1,08/28/1961,Norfolk NAS ...,0,273,A1,USA,338
2614,1,08/29/1961,near Kangerlussua...,1,5084,A1,Greenland,304
2615,1,08/29/1961,near Thaton,6,13801,A1,Myanmar,226
2616,1,09-01-1961,near Chicago-Midw...,78,10900,A1,USA,63
2617,1,09-05-1961,near Sendafar,5,6027,A1,Ethiopia,10
2618,1,09-06-1961,"Concórdia, SC",4,12140,A1,Brazil,10
2619,1,09-10-1961,near Shannon Airp...,83,11035,A1,Ireland,125
2620,1,09-12-1961,near San Borja Ai...,1,5274,A1,Bolivia,2
2621,1,09-12-1961,near Rabat-Sale A...,77,6198,A1,Morocco,515
2622,1,09/13/1961,Elizabethvil...,0,13824,C1,D.R. Congo,5
2623,1,09/15/1961,Elizabethvil...,0,11555,C1,D.R. Congo,9
2624,1,09/16/1961,Kamina Airpo...,0,6700,C1,D.R. Congo,11
2625,1,09/17/1961,Tashkent Air...,0,4289,A1,Uzbekistan,386
2626,1,09/17/1961,Santa Rosa d...,0,5262,A1,Bolivia,332
2627,1,09/17/1961,near Chicago-O'Ha...,37,8505,A1,USA,454
2628,1,09/18/1961,near Ndola Airpor...,16,13055,A1,Zambia,125
2629,1,09/19/1961,Dublin Airpo...,0,6721,A1,Ireland,54
2630,1,09/20/1961,Oat Mountain...,3,896,A1,USA,32
2631,1,09/22/1961,near Oymyakon,6,4130,A1,Russia,36
2632,1,09/23/1961,near Ankara-Esenb...,28,13609,A1,Turkey,420
2633,1,09/24/1961,Wilmington-N...,3,1603,A1,USA,394
2634,1,09/24/1961,Boston-Logan...,0,10533,A2,USA,516
2635,1,09/24/1961,Kamina ?,0,13825,A1,D.R. Congo,517
2636,1,09/26/1961,Qinglongshan...,15,469,A1,China,518
2637,1,09/26/1961,Norfolk-NAS ...,0,9156,A1,USA,293
2638,1,09/27/1961,Brasilia Int...,0,12321,A1,Brazil,515
2639,1,09/28/1961,Yakutsk Airp...,0,4489,A1,Russia,36
2640,1,09/30/1961,,0,2433,A1,Unknown country,245
2641,1,10-01-1961,Ibiza Airpor...,0,5688,A1,Spain,291
2642,1,10-06-1961,Bahrain Inte...,0,14836,C1,Bahrain,329
2643,1,10-07-1961,Mont Canigou,34,6622,A1,France,5
2644,1,10-08-1961,Málaga Airpo...,0,6722,O1,Spain,18
2645,1,10-10-1961,El Adem RAF ...,17,14508,A1,Libya,103
2646,1,10-12-1961,Saint-Hyacin...,0,2654,A1,Canada,393
2647,1,10/14/1961,Belém Airpor...,0,12235,A1,Brazil,360
2648,1,10/17/1961,Groglin Fell,4,6630,A1,U.K.,5
2649,1,10/20/1961,Ballykelly R...,0,14558,A1,U.K.,185
2650,1,10/24/1961,"near Parintins, AM",0,12227,A1,Brazil,114
2651,1,10/30/1961,Frankfurt In...,0,6654,A1,Germany,519
2652,1,10/31/1961,near Smorodinny,5,4470,A1,Russia,340
2653,1,11-01-1961,Les Prevosts...,2,6651,A1,U.K.,520
2654,1,11-01-1961,near Recife-Guara...,45,12237,A1,Brazil,360
2655,1,11-02-1961,near Vladivostok ...,0,4308,A1,Russia,497
2656,1,11-06-1961,Shantung Pro...,14,1576,C1,China,456
2657,1,11-08-1961,near Richmond Int...,77,8991,A1,USA,63
2658,1,11-09-1961,Wilkins Station,5,270,A1,Antarctica,384
2659,1,11-09-1961,near Virginia,11,212,A1,USA,133
2660,1,11-10-1961,Tangier Airp...,0,5351,H2,Morocco,168
2661,1,11-10-1961,Chitado,18,2169,A1,Angola,32
2662,1,11-11-1961,near Puerto Rico ...,3,7120,A1,Atlantic Ocean,72
2663,1,11-12-1961,Sentinel Ridge,0,448,A1,Antarctica,521
2664,1,11/14/1961,Covington-Gr...,0,9079,A1,USA,54
2665,1,11/14/1961,Dallas-Love ...,0,9980,O1,USA,360
2666,1,11/15/1961,Boston-Logan...,0,10774,A1,USA,125
2667,1,11/15/1961,Boston-Logan...,0,10166,A1,USA,522
2668,1,11/15/1961,Colombo-Ratm...,0,14318,A1,Sri Lanka,523
2669,1,11/17/1961,near Kalungwi vil...,4,8194,A1,Tanzania,206
2670,1,11/17/1961,,0,13438,U1,Unknown country,7
2671,1,11/21/1961,Oklahoma Cit...,0,1653,A1,USA,524
2672,1,11/22/1961,Salisbury Ai...,2,14189,A1,Zimbabwe,10
2673,1,11/23/1961,near São Paulo/Ca...,52,8017,A1,Brazil,435
2674,1,11/23/1961,"near Whitehorse, YT",7,1327,A1,Canada,56
2675,1,11/30/1961,near Sydney-Kings...,15,14094,A1,Australia,240
2676,1,12-02-1961,near Mount Hagen,2,14073,A1,P.N. Guinea,304
2677,1,12-03-1961,near Aviano,4,932,A1,Italy,525
2678,1,12-04-1961,near Ebersheim,3,5427,A1,Germany,526
2679,1,12-05-1961,Krasnoyarsk ...,0,3911,O1,Russia,527
2680,1,12-06-1961,Kolwezi Airp...,0,7883,C1,D.R. Congo,10
2681,1,12-06-1961,near Yakutsk Airp...,0,4677,A1,Russia,36
2682,1,12-07-1961,Amritsar,0,14261,A1,India,10
2683,1,12-12-1961,near Praia de Ita...,0,12306,A1,Brazil,2
2684,1,12-12-1961,Montignies-l...,5,5230,A1,Belgium,206
2685,1,12-12-1961,Montignies-l...,8,5241,A1,Belgium,206
2686,1,12/14/1961,"near Corona, CA",3,789,A1,USA,4
2687,1,12/15/1961,Managua Airp...,2,3078,A1,Nicaragua,42
2688,1,12/16/1961,Chicago-O'Ha...,0,9678,A1,USA,293
2689,1,12/17/1961,near Chebotovka v...,59,4622,A1,Russia,436
2690,1,12/18/1961,near Wollongong A...,0,13949,A1,Australia,28
2691,1,12/19/1961,"Belton, MO",7,1239,A1,USA,106
2692,1,12/21/1961,Ankara-Esenb...,27,6719,A1,Turkey,528
2693,1,12/27/1961,Belfast-Alde...,0,13686,A1,U.K.,68
2694,1,12/29/1961,near Surabaya,0,11884,U1,Indonesia,10
2695,1,12/31/1961,near Mineralnye V...,32,4640,A1,Russia,500
2696,1,01-02-1962,Kabul Airpor...,0,5875,A1,Afghanistan,8
2697,1,01-06-1962,Belize City-...,1,7568,A1,Belize,2
2698,1,01-08-1962,Korea Bay,14,1575,A1,China,456
2699,1,01-10-1962,South Park T...,5,832,A1,USA,10
2700,1,01-10-1962,near Osan AFB,1,1071,A1,South Korea,31
2701,1,01-11-1962,near Maniamuna,0,7527,A1,D.R. Congo,17
2702,1,01-12-1962,Kronborg Gla...,12,215,A1,Greenland,529
2703,1,01/13/1962,Tippi Airpor...,6,6026,A1,Ethiopia,10
2704,1,01/15/1962,"Arctic Bay, NT",0,5074,A1,Canada,8
2705,1,01/15/1962,Oslo-Fornebu...,0,998,A1,Norway,12
2706,1,01/17/1962,near Curuzú Cuatiá,0,15380,A1,Argentina,2
2707,1,01/20/1962,near Ogden-Hill A...,5,1558,A1,USA,206
2708,1,01/21/1962,Azaiba Airfield,0,11433,A1,Oman,9
2709,1,01/22/1962,Caranavi Air...,6,5251,A1,Bolivia,17
2710,1,01/23/1962,within France,0,482,A1,France,530
2711,1,01/25/1962,"Altus AFB, O...",0,1695,A1,USA,378
2712,1,01/25/1962,"near Helena, MT",6,791,A1,USA,10
2713,1,01/27/1962,near Ulyanovsk/Ba...,13,4065,A1,Russia,453
2714,1,01/27/1962,near Teheran,3,1638,A1,Iran,286
2715,1,01/27/1962,,0,13466,U1,Unknown country,7
2716,1,01/28/1962,"near La Toma, SL",0,5403,A1,Argentina,2
2717,1,01/28/1962,Cúcuta Airpo...,0,7208,A1,Colombia,75
2718,1,02-01-1962,near Hall Beach A...,0,460,A1,Canada,228
2719,1,02-02-1962,between Bien...,3,1702,A1,Vietnam,394
2720,1,02-04-1962,near Xieng Khouang,6,3306,C1,Laos,17
2721,1,02-04-1962,near Tingo Maria,18,11394,A1,Peru,105
2722,1,02-04-1962,Greensboro/H...,7,800,A1,USA,32
2723,1,02-06-1962,near Hachinohe,10,1168,A1,Japan,338
2724,1,02-11-1962,near Bao Loc,9,886,A1,Vietnam,149
2725,1,02/20/1962,near Ahwaz Airpor...,0,5886,A1,Iran,10
2726,1,02/23/1962,Mt Ohira,3,7778,A1,Japan,179
2727,1,02/24/1962,near Paphos,0,15099,A1,Cyprus,500
2728,1,02/25/1962,"near Durango, CO",3,1236,A1,USA,531
2729,1,02/25/1962,near Porlamar,23,15251,A1,Venezuela,372
2730,1,02/25/1962,Municipio de...,2,7424,A1,Colombia,10
2731,1,02/27/1962,Palembang,0,11874,U1,Indonesia,146
2732,1,02/28/1962,Rio de Janei...,0,12225,A1,Brazil,63
2733,1,03-01-1962,"Jamaica Bay, NY",95,10505,A1,USA,532
2734,1,03-03-1962,"Nanuque, MG",0,12342,A1,Brazil,53
2735,1,03-03-1962,near Warsaw,1,618,A1,Poland,533
2736,1,03-04-1962,near Douala Airpo...,111,6731,A1,Cameroon,360
2737,1,03-06-1962,near Seymour,2,15408,A1,South Africa,5
2738,1,03-07-1962,Thorney Isla...,0,13668,A1,U.K.,68
2739,1,03-08-1962,Mt Velino,5,7676,A1,Italy,125
2740,1,03-08-1962,Taurus Mount...,11,13591,A1,Turkey,372
2741,1,03-08-1962,near Alençon,15,1616,A1,France,392
2742,1,03-10-1962,"New Orleans, LA",0,1398,A1,USA,56
2743,1,03/14/1962,Toyanaka,0,145,A1,Japan,182
2744,1,03/15/1962,Adak Naval A...,1,10249,A1,USA,390
2745,1,03/15/1962,"Bandera, TX",3,9849,A1,USA,322
2746,1,03/16/1962,near Wadi Halfa A...,0,13266,A1,Sudan,309
2747,1,03/16/1962,between Guam...,107,10256,A1,Pacific Ocean,390
2748,1,03/20/1962,near Algiers,11,504,A1,Algeria,209
2749,1,03/27/1962,near Santiago Air...,22,5390,A1,Cuba,266
2750,1,03/30/1962,,0,4688,A1,Russia,36
2751,1,03/31/1962,near Sorong-Jefma...,0,14569,A1,Indonesia,12
2752,1,04-01-1962,São Francisc...,0,560,A1,Brazil,206
2753,1,04-04-1962,unknown,0,4271,A1,Russia,334
2754,1,04-05-1962,Jakarta-Kema...,0,11880,U1,Indonesia,10
2755,1,04-05-1962,Guatemala City,0,13649,A1,Guatemala,10
2756,1,04-06-1962,Lahore Airpo...,0,11424,A1,Pakistan,158
2757,1,04-06-1962,near Apiay Air Ba...,31,6460,A1,Colombia,19
2758,1,04-09-1962,near Draganescu,0,15076,A1,Romania,109
2759,1,04-10-1962,Osaka-Itami ...,0,7774,A1,Japan,278
2760,1,04-10-1962,near Jerez de la ...,10,13476,A1,Spain,32
2761,1,04-11-1962,Nairobi-Emba...,0,14176,A1,Kenya,273
2762,1,04/15/1962,Karpun Mountain,0,4140,A1,Russia,109
2763,1,04/16/1962,Amsterdam-Sc...,0,11753,H2,Netherlands,360
2764,1,04/18/1962,near Dallas-Love ...,3,9285,A1,USA,10
2765,1,04/19/1962,Valencia,0,5687,U1,Spain,291
2766,1,04/19/1962,Revel,3,479,A1,France,534
2767,1,04/20/1962,Hipp Khanh,0,1700,A1,Vietnam,394
2768,1,04/22/1962,near Bahía Solano,40,7438,A1,Colombia,10
2769,1,04/25/1962,Zürich-Klote...,0,7013,A2,Switzerland,515
2770,1,04/26/1962,Canton Islan...,5,8355,A1,Kiribati,72
2771,1,04/26/1962,Mendoza-El P...,2,5658,A1,Argentina,535
2772,1,04/26/1962,near Daru,0,14110,A1,P.N. Guinea,135
2773,1,05-03-1962,Calcutta-Dum...,0,14298,O1,India,18
2774,1,05-06-1962,St. Boniface...,12,6545,A1,U.K.,10
2775,1,05-07-1962,near Haveri,0,14316,A1,India,18
2776,1,05-07-1962,near Vallenar,0,3892,A1,Chile,536
2777,1,05-07-1962,Arunachal Pr...,4,7162,A1,India,19
2778,1,05-09-1962,Limestone-Lo...,6,1691,A1,USA,378
2779,1,05-09-1962,near Vitoria-Goia...,23,12182,A1,Brazil,138
2780,1,05-11-1962,near Magadan,0,4419,A1,Russia,537
2781,1,05-11-1962,Biak-Boroeko...,0,486,A1,Indonesia,538
2782,1,05-12-1962,Godthåb/Nuuk...,15,5065,A1,Greenland,321
2783,1,05/14/1962,near Villa Pedro ...,9,1552,A1,Mexico,539
2784,1,05/15/1962,near Cairo Intern...,3,13268,A1,Egypt,6
2785,1,05/15/1962,Gan/Seenu Ai...,0,14196,A1,Maldives,123
2786,1,05/17/1962,near Nairobi-Emba...,13,1678,A1,Kenya,392
2787,1,05/17/1962,Chichester H...,2,14827,A1,U.K.,329
2788,1,05/17/1962,"near Kaimana, Wes...",0,13391,C1,Indonesia,32
2789,1,05/21/1962,San Pedro Sula,3,7548,A1,Honduras,17
2790,1,05/22/1962,"near Unionville, MO",45,10312,C1,USA,512
2791,1,05/22/1962,near Markt Schwaben,26,202,A1,Germany,540
2792,1,05/23/1962,Algiers,0,2177,C1,Algeria,209
2793,1,05/24/1962,"near Talenda, Raj...",4,14259,A1,Bangladesh,10
2794,1,05/24/1962,near Tachikawa Ai...,7,1389,A1,Japan,106
2795,1,05/25/1962,"Natal, RN",0,635,A1,Brazil,541
2796,1,05/27/1962,"near Dover AFB, D...",6,1745,A1,Atlantic Ocean,368
2797,1,05/31/1962,,0,3975,A1,Russia,300
2798,1,06-03-1962,Paris-Orly A...,130,6188,A1,France,511
2799,1,06-04-1962,near Sofia-Vrazhd...,5,4303,A1,Bulgaria,497
2800,1,06-07-1962,Tegucigalpa-...,0,7563,A1,Honduras,2
2801,1,06-08-1962,Albertville ...,0,13062,A1,D.R. Congo,542
2802,1,06-08-1962,"Tallahassee, FL",4,9599,A1,USA,67
2803,1,06-08-1962,Delhi-Palam ...,0,14330,A2,India,420
2804,1,06-12-1962,Lake Minchum...,0,877,A1,USA,4
2805,1,06/13/1962,,0,4804,A1,Lithuania,340
2806,1,06/19/1962,Zürich-Klote...,0,7032,A2,Switzerland,115
2807,1,06/22/1962,near Pointe-à-Pit...,113,6189,A1,Guadeloupe,511
2808,1,06/22/1962,Creil,0,6199,A1,France,67
2809,1,06/26/1962,near Rawalpindi,3,13021,A1,Pakistan,189
2810,1,06/27/1962,Pedro Afonso...,0,12150,A1,Brazil,2
2811,1,06/28/1962,near Bandirma Air...,0,13552,A1,Turkey,10
2812,1,06/28/1962,Puncak Jaya,8,14568,A1,Indonesia,12
2813,1,06/30/1962,near Durban,0,15394,A2,South Africa,9
2814,1,06/30/1962,Isle of Man-...,0,6544,A1,U.K.,28
2815,1,06/30/1962,"near Voznesenka, ...",84,4287,A1,Russia,386
2816,1,07-01-1962,Tshikapa Air...,0,13823,A1,D.R. Congo,10
2817,1,07-03-1962,Lord Howe Is...,0,13978,O1,Australia,117
2818,1,07-06-1962,near Caracas-Simo...,0,15260,A1,Venezuela,21
2819,1,07-06-1962,near Tashkent Air...,11,4806,A1,Uzbekistan,266
2820,1,07-07-1962,near Junnar,94,7678,A1,India,543
2821,1,07-08-1962,Amarillo-Air...,0,8914,A1,USA,544
2822,1,07-09-1962,near Brindisi-Pap...,6,11438,A1,Italy,9
2823,1,07/15/1962,near Ban Me Thuot,0,1698,A1,Vietnam,394
2824,1,07/15/1962,near Lahore,1,14247,A2,Pakistan,10
2825,1,07/16/1962,near Loheshyphu D...,9,14309,A1,India,8
2826,1,07/17/1962,"Miami, FL",0,5356,H2,USA,109
2827,1,07/19/1962,Khao Yai Mou...,26,13276,A1,Thailand,545
2828,1,07/22/1962,Honolulu Int...,27,5001,A1,USA,546
2829,1,07/26/1962,near Las Palmas-G...,0,2454,A1,Spain,40
2830,1,07/27/1962,"Mutya, Misa...",2,11821,A1,Philippines,304
2831,1,07/28/1962,near Adler/Sochi ...,81,4072,A1,Georgia,453
2832,1,07/28/1962,"near Magong, Penghu",0,413,A1,Taiwan,206
2833,1,07/29/1962,Ternopil Air...,0,4384,A1,Russia,547
2834,1,07/29/1962,Batanii Mici,0,15073,A1,Romania,109
2835,1,07/29/1962,Everett-Pain...,2,2143,A1,USA,548
2836,1,07/30/1962,near Coulommiers-...,5,6089,A1,France,24
2837,1,07/30/1962,Punta Arenas...,0,3894,A1,Chile,10
2838,1,07/31/1962,"Viçosa, AL",9,2414,A1,Brazil,437
2839,1,08-01-1962,near Tulachan Dhuri,10,2774,A1,Nepal,8
2840,1,08-01-1962,"Sugar Land, TX",0,10170,A1,USA,224
2841,1,08-01-1962,,0,1042,A1,Unknown country,31
2842,1,08-03-1962,London-Stans...,0,6686,A2,U.K.,422
2843,1,08-06-1962,Knoxville-Mc...,0,10024,A1,USA,412
2844,1,08-07-1962,Moskva-Vnuko...,0,4652,O1,Russia,549
2845,1,08-08-1962,Bedford-Hans...,3,1632,A1,USA,378
2846,1,08-09-1962,Patuxent Riv...,5,283,A1,USA,244
2847,1,08/14/1962,London Airpo...,0,5428,A2,U.K.,526
2848,1,08/17/1962,Ambon,0,11875,U1,Indonesia,146
2849,1,08/17/1962,near Chicago-Merr...,2,8712,A1,USA,322
2850,1,08/20/1962,Rio de Janei...,15,12238,A1,Brazil,550
2851,1,08/21/1962,Cochabamba A...,4,5250,A1,Bolivia,5
2852,1,08/22/1962,Wilmington-N...,0,9422,A1,USA,253
2853,1,08/23/1962,Barrancaberm...,12,7470,A1,Colombia,104
2854,1,08/24/1962,Cerro Puena Paz,7,11395,A1,Peru,5
2855,1,08/25/1962,Mt. Prenj,0,15133,A1,Bosnia,10
2856,1,08/28/1962,"near Chippenham, ...",3,14538,A1,U.K.,175
2857,1,08/30/1962,"near Saladas, CR",1,8045,A2,Argentina,551
2858,1,08/31/1962,Oakland Inte...,0,1579,U1,USA,415
2859,1,08/31/1962,near Phu Fa,5,9683,A1,Laos,52
2860,1,09-03-1962,near Khabarovsk,86,4285,A1,Russia,386
2861,1,09-03-1962,"Nase, Amami",12,1169,A1,Japan,338
2862,1,09-04-1962,"near Lake Milton, OH",13,8230,A1,USA,67
2863,1,09-10-1962,near Alcoche,4,5279,A1,Bolivia,10
2864,1,09-10-1962,"near Spokane, WA",44,2114,A1,USA,378
2865,1,09-11-1962,Azaiba Airfield,0,11429,A1,Oman,142
2866,1,09/18/1962,San Pedro Su...,0,10208,A1,Honduras,52
2867,1,09/18/1962,near Cherskiy Air...,32,4463,A1,Russia,266
2868,1,09/19/1962,Tenerife-Nor...,0,5686,U1,Spain,10
2869,1,09/20/1962,near Kamunza-Goi,2,13822,C1,D.R. Congo,5
2870,1,09/21/1962,Sela Pass,8,14314,A1,India,10
2871,1,09/22/1962,Montague Isl...,10,262,A1,Pacific Ocean,552
2872,1,09/23/1962,"near Shannon, Ire...",28,10257,A1,Atlantic Ocean,390
2873,1,09/25/1962,Tandil Airpo...,0,13383,A1,Argentina,32
2874,1,09/28/1962,,0,4218,A1,Uzbekistan,300
2875,1,10-06-1962,São Paulo-Ca...,0,490,A1,Brazil,553
2876,1,10-09-1962,Montevideo-C...,10,5400,A1,Uruguay,10
2877,1,10-09-1962,,0,4436,A1,Azerbaijan,554
2878,1,10-10-1962,Bagotville A...,2,5129,A2,Canada,439
2879,1,10-10-1962,near Brno Turany ...,13,11528,A1,Czech Rep.,488
2880,1,10-10-1962,near Amir Kabir Dam,4,5931,A1,Iran,449
2881,1,10-12-1962,near Carmona,18,5700,A1,Spain,347
2882,1,10-12-1962,Manila Inter...,3,11813,A1,Philippines,420
2883,1,10-12-1962,Victoria Int...,0,5082,O1,Canada,555
2884,1,10-12-1962,,0,3986,A1,Uzbekistan,556
2885,1,10/19/1962,,0,4025,A1,Russia,527
2886,1,10/22/1962,near Biorka Islan...,0,9030,A1,USA,494
2887,1,10/23/1962,Cagayan de O...,0,11809,A1,Philippines,6
2888,1,10/23/1962,Guantánamo N...,7,2204,A1,Cuba,557
2889,1,10/25/1962,Moskva-Shere...,11,4305,A1,Russia,497
2890,1,10/26/1962,near Bernay-en-Brie,3,485,A1,France,375
2891,1,10/27/1962,Bascapè,3,7717,A1,Italy,558
2892,1,10/29/1962,La Paz-El Al...,0,9790,A1,Bolivia,326
2893,1,10/29/1962,Dak To,0,1697,A1,Vietnam,394
2894,1,10/29/1962,Bahia Aguirr...,0,40,A1,Argentina,32
2895,1,10/30/1962,"Nova Lima, MG",3,633,A1,Brazil,541
2896,1,11-01-1962,near Johnston Isl...,0,265,A1,U.S. M.O. Islands,559
2897,1,11-02-1962,Carora Airpo...,0,15256,A1,Venezuela,52
2898,1,11-07-1962,Warner Robin...,5,1801,A1,USA,560
2899,1,11-10-1962,near Da Nang Airp...,27,14874,A1,Vietnam,5
