admin_id,aircraft_id,type,Manufacturer,Military / Commercial
1,2498,Airbus A319-131,Airbus ,C
1,2499,Embraer EMB-145LU (ERJ-145LU),Embraer ,C
1,2500,Boeing 747-4R7F,Boeing ,C
1,2501,Dassault Falcon 2000EX,Dassault ,C
1,2502,Bombardier Global Express XRS,Bombardier ,C
1,2503,MD-81,McDonnell Douglas,C
1,2504,Cessna 550B Citation Bravo,Cessna ,C
1,2505,Boeing 747-409F,Boeing ,C
1,2506,Fokker F-27 Friendship 300M,Fokker ,C
1,2507,Alenia G-222,Alenia ,M
1,2508,Boeing 727-225F,Boeing ,C
1,2509,Airbus A330-342,Airbus ,C
1,2510,Lockheed Hercules C.3A (C-130K),Lockheed ,M
1,2511,Boeing 737-8HG (WL),Boeing ,C
1,2512,PZL-Mielec M28 Skytruck,PZL-Mielec ,M
1,2513,Boeing 737-8BK (WL),Boeing ,C
1,2514,Boeing 737-832 (WL),Boeing ,C
1,2515,Lockheed P-2E Neptune,Lockheed ,C
1,2516,Boeing 747-306M,Boeing ,C
1,2517,Raytheon 390 Premier IA,Raytheon ,C
1,2518,Boeing 737-7L9 (WL),Boeing ,C
1,2519,Convair CV-580 Airtanker,Convair ,C
1,2520,Boeing 737-73V (WL),Boeing ,C
1,2521,Let L-410UVP-E20C,Let ,C
1,2522,Boeing 747-44AF (SCD),Boeing ,C
1,2523,Beech 300 King Air 350,Beech ,M
1,2524,DHC-8-103B,De Havilland Canada,C
1,2525,Airbus A319-132,Airbus ,C
1,2526,Boeing 767-324ER (WL),Boeing ,C
1,2527,Airbus A310-304F,Airbus ,C
1,2528,Airbus A380-842,Airbus ,C
1,2529,CASA C-212 Aviocar 400,CASA ,C
1,2530,Dassault Falcon 20F-5B,Dassault ,C
1,2531,BN-2T Islander,Britten-Norman,M
1,2532,Hawker Beech 390 Premier IA,Hawker ,C
1,2533,Boeing 737-8F2 (WL),Boeing ,C
1,2534,Airbus A320-216,Airbus ,C
1,2535,Boeing 737-2T5,Boeing ,C
1,2536,Convair CV-340-71,Convair ,C
1,2537,Fokker F-27 Friendship 500CRF,Fokker ,C
1,2538,Raytheon Hawker 850XP,Raytheon ,C
1,2539,Swearingen SA227-BC Metro III,Swearingen ,C
1,2540,Gulfstream GV-SP (G550),Gulfstream ,C
1,2541,Cessna 525 CitationJet CJ1+,Cessna ,C
1,2542,DHC-8-106,De Havilland Canada,C
1,2543,Antonov An-148-100E,Antonov ,C
1,2544,Bombardier Challenger 300,Bombardier ,C
1,2545,Yakovlev Yak-40KD,Yakovlev ,C
1,2546,Boeing 737-2D6,Boeing ,C
1,2547,Airbus A300F4-622R,Airbus ,C
1,2548,Boeing 737-3H4 (WL),Boeing ,C
1,2549,CASA C-212-CC40 Aviocar 200,CASA ,C
1,2550,Gulfstream G650,Gulfstream ,C
1,2551,Boeing 777-333ER,Boeing ,C
1,2552,Boeing 777-F6N,Boeing ,C
1,2553,Embraer EMB-145EP (ERJ-145EP),Embraer ,C
1,2554,Boeing 727-22 (WL),Boeing ,C
1,2555,Cessna 560XL Citation XLS,Cessna ,C
1,2556,Boeing 767-332ER (WL),Boeing ,C
1,2557,Canadair CRJ-900ER,Canadair ,C
1,2558,Boeing 777-266ER,Boeing ,C
1,2559,CASA C-212 Aviocar 300DF,CASA ,M
1,2560,Embraer EMB-120ER Brasilia,Embraer ,M
1,2561,Learjet 31A,Learjet ,C
1,2562,Gulfstream G150,Gulfstream ,C
1,2563,Beech 1900,Beech ,M
1,2564,Boeing 757-351 (WL),Boeing ,C
1,2565,Boeing 737-732 (WL),Boeing ,C
1,2566,PZL-Mielec C-145A (M28-05) Skytruck,PZL-Mielec ,M
1,2567,Boeing 737-36M,Boeing ,C
1,2568,DHC-8-315Q MPA,De Havilland Canada,C
1,2569,Lockheed CC-130H(T) Hercules,Lockheed ,M
1,2570,Lockheed C-130J-30 Super Hercules,Lockheed ,M
1,2571,Boeing 737-86N (WL),Boeing ,C
1,2572,Boeing 737-883,Boeing ,C
1,2573,Boeing 777-246ER,Boeing ,C
1,2574,Boeing 737-33A (QC),Boeing ,C
1,2575,Boeing 737-236A,Boeing ,C
1,2576,Boeing 737-4H6,Boeing ,C
1,2577,ATR 72-212A (ATR 72-500),ATR ,M
1,2578,Sukhoi Superjet 100-95B,Sukhoi ,M
1,2579,Canadair CC-144A Challenger 600,Canadair ,M
1,2580,Boeing 777-237LR,Boeing ,C
1,2581,Embraer EMB-140 (ERJ-135KL),Embraer ,C
1,2582,Boeing 747-45EF,Boeing ,C
1,2583,Boeing 727-221F,Boeing ,C
1,2584,Learjet 60,Learjet ,M
1,2585,Boeing 767-381ER,Boeing ,C
1,2586,Embraer Phenom 300,Embraer ,C
1,2587,Airbus A330-343X,Airbus ,C
1,2588,Saab 2000 AEW&C,Saab ,M
1,2589,Antonov An-26-100,Antonov ,C
1,2590,Boeing 717-2BD,Boeing ,C
1,2591,Boeing 737-8KN (WL),Boeing ,C
1,2592,AMI C-47TP (DC-3T),AMI ,M
1,2593,Lockheed HC-130P Hercules,Lockheed ,M
1,2594,Tupolev Tu-204-100V,Tupolev ,C
1,2595,IPTN/CASA CN-235-220,IPTN/CASA ,C
1,2596,Boeing 737-5U3,Boeing ,C
1,2597,Airbus A321-111,Airbus ,C
1,2598,Boeing 737-8GP (WL),Boeing ,C
1,2599,Boeing 767-283ER,Boeing ,C
1,2600,Boeing 737-8GK (WL),Boeing ,C
1,2601,BAe-125 CC3 (HS-125-700),British Aerospace,M
1,2602,Beech MC-12W Liberty,Beech ,M
1,2603,Boeing 747-428BCF,Boeing ,C
1,2604,BAe-146-200QT,British Aerospace,C
1,2605,DHC-8-102 Dash 8,De Havilland Canada,C
1,2606,Boeing 777-340ER,Boeing ,C
1,2607,Boeing KC-137E (707-324C),Boeing ,M
1,2608,Embraer EMB-145LI (ERJ-145LI),Embraer ,C
1,2609,Beech B200GT King Air,Beech ,C
1,2610,Canadair Challenger 601-3A,Canadair ,C
1,2611,Boeing 777-28EER,Boeing ,C
1,2612,Boeing 787-8,Boeing ,C
1,2613,Sukhoi Superjet 100-95,Sukhoi ,M
1,2614,Shijiazhuang Y-5B,Shijiazhuang ,C
1,2615,Boeing 737-8FE (WL),Boeing ,C
1,2616,Boeing 747-428(M),Boeing ,C
1,2617,DHC-8-202,De Havilland Canada,M
1,2618,Cessna 525A CitationJet CJ2+,Cessna ,C
1,2619,ATR 72-212A (ATR 72-600),ATR ,C
1,2620,ATR 42-320F,ATR ,C
1,2621,Hawker Siddeley DH-125-400A,Hawker ,C
1,2622,Boeing 737-7Q8 (WL),Boeing ,C
1,2623,Douglas C-118A Liftmaster (DC-6A),Douglas ,C
1,2624,Antonov An-26B,Antonov ,M
1,2625,Boeing 747-281BSF,Boeing ,C
1,2626,Gulfstream G550,Gulfstream ,C
1,2627,Boeing 757-2B7 (WL),Boeing ,C
1,2628,Boeing 737-8K2 (WL),Boeing ,C
1,2629,Boeing 737-58E,Boeing ,C
1,2630,Boeing 737-8H4 (WL),Boeing ,C
1,2631,Boeing 767-3W0ER,Boeing ,C
1,2632,Beech 300 King Air (MARSS),Beech ,M
1,2633,Gulfstream G200,Gulfstream ,C
1,2634,Boeing 737-3B7 (SF),Boeing ,C
1,2635,Boeing 737-9GPER (WL),Boeing ,C
1,2636,Viking Air DHC-6 Twin Otter 400,Viking ,C
1,2637,Boeing 737-86J (WL),Boeing ,C
1,2638,Cessna 208B Supervan 900,Cessna ,C
1,2639,Lockheed OP-3C Orion,Lockheed ,M
1,2640,Boeing 767-3BGER,Boeing ,C
1,2641,BAe BAe-748-371 Srs. 2B LFD,British Aerospace,C
1,2642,Boeing 737-36Q (WL),Boeing ,C
1,2643,Bombardier Global 6000,Bombardier ,C
1,2644,Boeing 777-2H6ER,Boeing ,C
1,2645,Boeing 737-476 (SF),Boeing ,C
1,2646,Cessna 525C Citation CJ4,Cessna ,C
1,2647,Antonov An-74TK-300,Antonov ,C
1,2648,Beech B200 King Air,Beech ,M
1,2649,Ilyushin Il-96-300,Ilyushin ,C
1,2650,Airbus A310-324ET,Airbus ,C
1,2651,Airbus A330-223F,Airbus ,C
1,2652,Bombardier CRJ-900ER,Bombardier ,C
1,2653,Airbus A330-202,Airbus ,M
1,2654,Lockheed C-130J Super Hercules,Lockheed ,M
1,2655,Ilyushin Il-76M,Ilyushin ,C
1,2656,Cessna 560XLS+ Citation XLS+,Cessna ,M
1,2657,Embraer EMB-145XR,Embraer ,C
1,2658,Boeing 757-223 (WL),Boeing ,C
1,2659,Antonov An-32RE,Antonov ,M
1,2660,Airbus A340-212,Airbus ,C
1,2661,Boeing 737-330 (SF),Boeing ,C
1,2662,Dassault Falcon 50EX,Dassault ,C
1,2663,Boeing 757-232 (WL),Boeing ,C
1,2664,Embraer ERJ-175,Embraer ,C
1,2665,DH-114 Heron,De Havilland,C
1,2666,BAe BAe-748-399 Srs. 2B LFD,British Aerospace,C
1,2667,Lockheed C-130M Hercules,Lockheed ,M
1,2668,Alenia C-27J Spartan,Alenia ,M
1,2669,Rockwell Sabreliner 60ELXM,Rockwell ,C
1,2670,Boeing 737-76N (WL),Boeing ,C
1,2671,Boeing 737-43Q (SF),Boeing ,C
1,2672,BAe ATP-F (LFD),British Aerospace,C
1,2673,BAe 4100 Jetstream 41,British Aerospace,C
1,2674,Antonov An-26B-100,Antonov ,M
1,2675,Airbus A300B4-605R(F),Airbus ,C
1,2676,Tupolev Tu-154B-2,Tupolev ,M
1,2677,Boeing 757-28A (PCF),Boeing ,C
1,2678,Airbus A330-343,Airbus ,C
1,2679,Boeing 747SP-27,Boeing ,C
1,2680,Dornier 228-201,Dornier ,M
1,2681,CASA CN-235M-300,CASA ,M
1,2682,Beech 300 King Air 350ER,Beech ,M
1,2683,Beech 300 King Air 350ER,Beech ,C
1,2684,Boeing 737-85R,Boeing ,C
1,2685,Lockheed NC-130F Hercules,Lockheed ,C
1,2686,Lockheed AC-130J Ghostrider,Lockheed ,M
1,2687,Canadair CRJ-702ER,Canadair ,C
1,2688,ShinMaywa US-2,Shin,M
1,2689,Boeing RC-135V Rivet Joint,Boeing ,M
1,2690,Boeing 737-330,Boeing ,C
1,2691,Ilyushin Il-76TD,Ilyushin ,M
1,2692,Airbus A400M Atlas,Airbus ,C
1,2693,Cessna 208B Caravan I,Cessna ,C
1,2694,Dornier 228,Dornier ,C
1,2695,Boeing 737-322 (WL),Boeing ,C
1,2696,Boeing 747-451,Boeing ,C
1,2697,IAI 1125 Astra,IAI ,C
1,2698,Embraer C-95BM Bandeirante (EMB-110,Embraer ,M
1,2699,Cessna 208B Grand Caravan EX,Cessna ,C
1,2700,Rockwell Sabreliner 60SC,Rockwell ,C
1,2701,Lockheed CP-140 Aurora,Lockheed ,M
1,2702,Boeing 737-3Q8 (BDSF),Boeing ,C
1,2703,Dassault Falcon 2000,Dassault ,C
1,2704,Boeing 737-8FB (WL),Boeing ,C
1,2705,Boeing 777-3DZER,Boeing ,C
1,2706,Cessna 550 Citation Bravo,Cessna ,C
1,2707,Sukhoi Superjet 100-95B,Sukhoi ,C
1,2708,Boeing 737-4L7,Boeing ,C
1,2709,Boeing 767-269ER,Boeing ,C
1,2710,Boeing 737-3Y0,Boeing ,M
1,2711,Cessna 560XL Citation Excel,Cessna ,C
1,2712,Learjet 60XR,Learjet ,C
1,2713,Hawker 900XP,Hawker ,C
1,2714,Airbus A321-211 (WL),Airbus ,C
1,2715,BAe-125-800SP,British Aerospace,C
1,2716,Embraer EMB-145MP (ERJ-145MP),Embraer ,C
1,2717,Embraer ERJ-195,Embraer ,C
1,2718,Beech B200 Super King Air,Beech ,M
1,2719,Canadair CRJ-702,Canadair ,C
1,2720,Basler Turbo 67 (AC-47T),Basler ,M
1,2721,Canadair CRJ-200PF,Canadair ,C
1,2722,Dassault Falcon 20F-5,Dassault ,C
1,2723,Beech 1900D,Beech ,M
1,2724,Cessna 525 Citation M2,Cessna ,C
1,2725,IPTN/CASA CN-235M-VIP,IPTN/CASA ,M
1,2726,Boeing 737-95R,Boeing ,C
1,2727,Beech B300 King Air 350,Beech ,M
1,2728,Boeing 767-34AFER (WL),Boeing ,C
1,2729,Embraer ERJ 190STD (ERJ-190-100),Embraer ,C
1,2730,Cessna AC-208B Combat Caravan,Cessna ,M
1,2731,Embraer ERJ-190AR (ERJ-190-100 IGW),Embraer ,C
1,2732,ATR 42-600,ATR ,C
1,2733,Raytheon U-125 (Hawker 800),Raytheon ,C
1,2734,Boeing 777-328ER,Boeing ,C
1,2735,Boeing 777-3B5,Boeing ,C
1,2736,Antonov An-30A-100,Antonov ,C
1,2737,CASA C-212 Aviocar 400MPA,CASA ,C
1,2738,Boeing 777-312ER,Boeing ,C
1,2739,Gulfstream G650ER,Gulfstream ,C
1,2740,Boeing 777-31H,Boeing ,C
1,2741,Beriev Be-200ES,Beriev ,C
1,2742,Tupolev Tu-204S,Tupolev ,C
1,2743,Airbus A330-323,Airbus ,C
1,2744,Boeing 737-347 (SF),Boeing ,C
1,2745,Airbus A330-302,Airbus ,C
1,2746,Boeing 737-4Q8 (SF),Boeing ,C
1,2747,Cessna 525B CitationJet CJ3+,Cessna ,C
1,2748,Swearingen SA227-DC Metro 23 (C-26B,Swearingen ,M
1,2749,Boeing 767-323ER (WL),Boeing ,C
1,2750,Dassault Falcon 7X,Dassault ,M
1,2751,Boeing 737-8HO (WL),Boeing ,C
1,2752,Boeing 767-319ER,Boeing ,C
1,2753,Boeing 737-46J,Boeing ,C
1,2754,Boeing P-8A Poseidon (737-8FV),Boeing ,M
1,2755,Boeing 727-2J0 (F),Boeing ,C
1,2756,Beech B200T Super King Air,Beech ,M
1,2757,Airbus A320-214,Airbus ,M
1,2758,Boeing 737-85R (WL),Boeing ,C
1,2759,Boeing 747-412F,Boeing ,C
1,2760,Canadair CRJ-701ER,Canadair ,C
1,2761,Cessna 500 Citation I Sierra Eagle,Cessna ,C
1,2762,Boeing 737-3M8,Boeing ,C
1,2763,Boeing 737-8H6 (WL),Boeing ,C
1,2764,Gulfstream G450,Gulfstream ,C
1,2765,Beech LR-2 (B300 King Air 350),Beech ,M
1,2766,Beech B300 King Air 350i,Beech ,C
1,2767,Antonov TVS-2MS,Antonov ,C
1,2768,Shaanxi Y-8F-200W,Shaanxi ,M
1,2769,Airbus A321-231 (WL),Airbus ,C
1,2770,Lockheed KC-130T Hercules,Lockheed ,C
1,2771,Boeing 737-301 (SF),Boeing ,C
1,2772,Antonov An-74TK-100,Antonov ,C
1,2773,Lockheed P2V-5F Neptune,Lockheed ,C
1,2774,Viking DHC-6 Twin Otter 400,Viking ,M
1,2775,Antonov TR-301,Antonov ,C
1,2776,Boeing 737-924ER (WL),Boeing ,C
1,2777,Beech B200GT King Air 250,Beech ,C
1,2778,Airbus A380-861,Airbus ,C
1,2779,Boeing 737-838 (WL),Boeing ,C
1,2780,ATR 72-212 (F),ATR ,C
1,2781,Boeing 767-338ER (WL),Boeing ,C
1,2782,Boeing 747-428FER,Boeing ,C
1,2783,DHC-6 Twin Otter 200HG,De Havilland Canada,C
1,2784,Embraer EMB-550 Legacy 500,Embraer ,C
1,2785,Boeing 777-36NER,Boeing ,C
1,2786,Boeing 777-212ER,Boeing ,C
1,2787,Boeing 777-35EER,Boeing ,C
1,2788,Airbus A319-115 (WL),Airbus ,C
1,2789,GAF Nomad N.22C,GAF ,C
1,2790,DC-9-33F,Douglas Aircraft Company,C
1,2791,Dassault Falcon 7X,Dassault ,C
1,2792,Boeing 737-8CT (WL),Boeing ,C
1,2793,Boeing 737-8FH (WL),Boeing ,C
1,2794,Boeing 737-82R (WL),Boeing ,C
1,2795,BAe BAe-748-347 Srs. 2A,British Aerospace,C
1,2796,Shaanxi Y-8GX-3,Shaanxi ,M
1,2797,Antonov An-148-100B,Antonov ,C
1,2798,Boeing 737-322 (SF),Boeing ,C
1,2799,CASA C-212 Aviocar,CASA ,C
1,2800,Boeing 737-76J (WL),Boeing ,C
1,2801,Boeing 767-3Q8ER,Boeing ,C
1,2802,Learjet 40XR,Learjet ,C
1,2803,Boeing 737-9B5,Boeing ,C
1,2804,Airbus A321-213,Airbus ,C
1,2805,Bombardier Challenger 605,Bombardier ,C
1,2806,Bombardier CRJ-900LR (CL-600-2D24),Bombardier ,C
1,2807,Beech C99,Beech ,M
1,2808,Boeing 737-8K5 (WL),Boeing ,C
1,2809,Embraer KC-390,Embraer ,C
1,2810,Gulfstream G200 Galaxy,Gulfstream ,C
1,2811,Embraer ERJ 170LR (ERJ-170-100 LR),Embraer ,C
1,2812,Boeing 777-2B5ER,Boeing ,C
1,2813,ATR 72-600 (72-212A),ATR ,C
1,2814,Convair CV-340,Convair ,C
1,2815,Boeing 767-38EER,Boeing ,C
1,2816,Embraer ERJ 190AR,Embraer ,C
1,2817,Junkers Ju-52/3mg4e,Junkers ,C
1,2818,Boeing 777-3F2ER,Boeing ,C
1,2819,Airbus A321-271N,Airbus ,C
1,2820,Boeing 777-367ER,Boeing ,C
1,2821,Boeing 737-85C (WL),Boeing ,C
1,2822,Boeing 767-333ER (WL),Boeing ,C
1,2823,Harbin Y12E,Harbin ,C
1,2824,Ilyushin Il-20M,Ilyushin ,M
1,2825,Honda HA-420 HondaJet,Honda ,C
1,2826,Boeing 737-8Q8 (WL),Boeing ,C
1,2827,Boeing 737 MAX 8,Boeing ,C
1,2828,Boeing 757-23N,Boeing ,C
1,2829,Embraer ERJ-190LR (ERJ-190-100 LR),Embraer ,C
1,2830,Boeing 737-53C,Boeing ,C
1,2831,Lockheed Martin KC-130J,Lockheed ,C
1,2832,Airbus A300B4-203(F),Airbus ,C
1,2833,Boeing 787-9,Boeing ,C
1,2834,Cessna 560 Citation V,Cessna ,M
1,2835,Saab 340B,Saab ,M
1,2836,Boeing 737-330 (QC),Boeing ,C
1,2837,Boeing 737-8LJ (WL),Boeing ,C
1,2838,Boeing 727-2B6F Adv.,Boeing ,C
1,2839,Boeing 737-332,Boeing ,C
1,2840,Convair C-131B Samaritan,Convair ,C
1,2841,Airbus A321-251N,Airbus ,C
1,2842,Embraer ERJ 190AR (ERJ-190-100 IGW),Embraer ,C
1,2843,Boeing 767-375ER (BCF) (WL),Boeing ,C
1,2844,Boeing 737-8E9 (WL),Boeing ,C
1,2845,EO-5C (DHC-7-102),De Havilland Canada,M
1,2846,Airbus A320-214 (WL),Airbus ,C
1,2847,Bombardier CRJ-702ER,Bombardier ,C
1,2848,Bombardier CRJ-900LR,Bombardier ,C
1,2849,CC-138 Twin Otter (DHC-6),De Havilland Canada,M
1,2850,Bombardier Global 5000,Bombardier ,M
1,2851,Boeing 737-73S (WL),Boeing ,C
1,2852,Boeing 737-33A (WL),Boeing ,C
1,2853,Boeing 737-81Q (WL),Boeing ,C
1,2854,Canadair Challenger 601-3A,Canadair ,M
1,2855,DHC-8-311 Dash 8,De Havilland Canada,C
1,2856,Boeing 757-224 (WL),Boeing ,C
1,2857,Cessna 680 Citation Sovereign,Cessna ,C
1,2858,BAe 3212 Jetstream 31,British Aerospace,C
1,2859,Dassault Falcon 900B,Dassault ,C
1,2860,Boeing 737-36N (WL),Boeing ,C
1,2861,Cessna 208 Caravan 675,Cessna ,C
1,2862,Beech B300 King Air 350i,Beech ,M
1,2863,Antonov An-72P,Antonov ,M
1,2864,Shijiazhuang Y-5B(D),Shijiazhuang ,C
1,2865,Cessna 560XLS+ Citation XLS+,Cessna ,C
1,2866,Beech Super King Air,Beech ,C
1,2867,Cessna 680A Citation Latitude,Cessna ,C
1,2868,DHC-8-200,De Havilland Canada,C
1,2869,Boeing 757-251 (WL),Boeing ,C
1,2870,Cessna 208B Cargomaster,Cessna ,C
1,2871,Cessna 750 Citation X,Cessna ,M
1,2872,Viking Air DHC-6-400 Twin Otter,Viking ,C
1,2873,Cessna 208 Caravan,Cessna ,C
1,2874,Airbus CC-150 Polaris (A310-300),Airbus ,M
1,2875,DHC-8-315Q MPA,De Havilland Canada,M
1,2876,Boeing 777-3B5ER,Boeing ,C
1,2877,Boeing 737-824 (WL),Boeing ,C
1,2878,Cirrus SF50 Vision Jet,Cirrus ,C
1,2879,Boeing 737-8KV (WL),Boeing ,C
1,2880,Lockheed C-130BZ Hercules,Lockheed ,M
1,2881,DHC-8-314,De Havilland Canada,C
1,2882,Lockheed EC-130Q Hercules,Lockheed ,C
1,2883,Bombardier E-11A (Global Express),Bombardier ,M
1,2884,Boeing 747-412F (SCD),Boeing ,C
1,2885,Boeing 747-412BCF,Boeing ,C
1,2886,Boeing 757-256 (WL),Boeing ,C
1,2887,Boeing 737-524 (WL),Boeing ,C
1,2888,Boeing 737-301 (BDSF),Boeing ,C
1,2889,Cessna 525C CitationJet CJ4,Cessna ,C
1,2890,DHC-6 Vistaliner 300,De Havilland Canada,C
1,2891,Gulfstream G-IVSP,Gulfstream ,C
1,2892,Hawker Siddeley HS-125-F400B,Hawker ,C
1,2893,IAI 1125 Astra SP,IAI ,C
1,2894,Hawker Siddeley HS-125,Hawker ,C
1,2895,Ilyushin Il-78,Ilyushin ,M
1,2896,Lockheed C-130H3 Hercules,Lockheed ,M
1,2897,Airbus A320-271N,Airbus ,C
1,2898,Gulfstream American G-1159A Gulfstr,Gulfstream ,C
1,2899,DHC-8-402Q (PF) Dash 8,De Havilland Canada,C
1,2900,Boeing 777-F60,Boeing ,C
1,2901,Antonov An-72TK-100,Antonov ,C
1,2902,Harbin Y-12-II,Harbin ,M
1,2903,Boeing 767-3S2FER,Boeing ,C
1,2904,Boeing 737-81D (WL),Boeing ,C
1,2905,Lockheed KC-130J Hercules,Lockheed ,C
1,2906,ATR 72-500 (72-212A),ATR ,C
1,2907,DHC-7-110,De Havilland Canada,C
1,2908,Beech 200 King Air,Beech ,C
1,2909,Beech A100 King Air,Beech ,M
1,2910,Harbin Yunshuji Y-12E,Harbin ,M
1,2911,Boeing 747-8KZF,Boeing ,C
1,2912,Learjet 45XR,Learjet ,M
1,2913,Saab 340AF,Saab ,C
1,2914,Boeing C-17A Globemaster III,Boeing ,M
1,2915,Hawker 800,Hawker ,C
1,2916,Let L-410UVP-E,Let ,M
1,2917,Gulfstream G280,Gulfstream ,C
1,2918,Boeing 737-275C Adv.,Boeing ,C
1,2919,Cessna 208 Supervan,Cessna ,C
1,2920,Bombardier Challenger 605,Bombardier ,M
1,2921,Airbus A300B4-622R(F),Airbus ,C
1,2922,Beriev Be-200ChS,Beriev ,M
1,2923,Ilyushin Il-112V,Ilyushin ,M
1,2924,Cessna 560 Citation XLS+,Cessna ,C
1,2925,Antonov An-26KPA,Antonov ,C
