admin_id,aircraft_id,type,Manufacturer,Military / Commercial
1,1,Lockheed 414-08 Hudson IVA,Lockheed ,C
1,2,Curtiss C-46A,Curtiss ,C
1,3,Lisunov Li-2,Lisunov ,M
1,4,Douglas VC-47A (DC-3),Douglas ,M
1,5,Douglas C-47B (DC-3),Douglas ,C
1,6,Douglas DC-3,Douglas ,C
1,7,CASA 352 (Ju-52),CASA ,M
1,8,Douglas C-47 (DC-3),Douglas ,C
1,9,Douglas DC-4-1009,Douglas ,C
1,10,Douglas C-47A (DC-3),Douglas ,C
1,11,Douglas C-54D (DC-4),Douglas ,C
1,12,Douglas C-47B (DC-3),Douglas ,M
1,13,Shorts S.45 Solent 3,Short ,C
1,14,Fairchild C-82A Packet,Fairchild ,M
1,15,Short Sunderland GR.5,Short ,M
1,16,Douglas C-47D,Douglas ,M
1,17,Curtiss C-46D,Curtiss ,C
1,18,Douglas C-54A (DC-4),Douglas ,C
1,19,Douglas C-47 (DC-3),Douglas ,M
1,20,PB2B-1 Catalina,Catalina,M
1,21,Canadair C-4-1 North Star,Canadair ,C
1,22,Douglas C-54E (DC-4),Douglas ,M
1,23,Junkers Ju-52/3m,Junkers ,C
1,24,Douglas DC-3A,Douglas ,C
1,25,Douglas Dakota IV (DC-3),Douglas ,M
1,26,Curtiss C-46A,Curtiss ,M
1,27,Martin 2-0-2,Martin ,C
1,28,Bristol 170 Freighter 21,Bristol ,C
1,29,Avro 689 Tudor 5,Avro ,C
1,30,Short S.25 Sunderland GR.5,Short ,M
1,31,Douglas C-47D (DC-3),Douglas ,M
1,32,Douglas C-47A (DC-3),Douglas ,M
1,33,Latécoère 631,Latécoère ,M
1,34,Lisunov Li-2T,Lisunov ,C
1,35,Martin JRM-3 Mars,Martin ,M
1,36,Lisunov Li-2,Lisunov ,C
1,37,Consolidated PBY-5 Catalina,Consolidated ,C
1,38,Vickers 610 Viking 1B,Vickers ,C
1,39,Douglas TS-62 (DC-3),Douglas ,C
1,40,Douglas C-54D (DC-4),Douglas ,M
1,41,Focke-Wulf Fw 200C-4,Focke-Wulf ,C
1,42,Curtiss C-46,Curtiss ,C
1,43,Douglas Dakota III (DC-3),Douglas ,M
1,44,Consolidated PBY-5A Catalina,Consolidated ,M
1,45,Lockheed XP2V-1 Neptune,Lockheed ,M
1,46,Short S.25 Sandringham 6,Short ,C
1,47,Grumman G-73 Mallard,Grumman ,C
1,48,Lockheed P2V-2 Neptune,Lockheed ,M
1,49,Vickers Valetta C.1,Vickers ,M
1,50,Curtiss C-46F,Curtiss ,M
1,51,Avro 685 York C.1,Avro ,M
1,52,Curtiss C-46F,Curtiss ,C
1,53,Douglas DC-3-178,Douglas ,C
1,54,Douglas DC-4,Douglas ,C
1,55,Consolidated KM-2 (PBN-1 Nomad),Consolidated ,C
1,56,Fairchild C-119C Flying Boxcar,Fairchild ,M
1,57,Fairchild C-119B Flying Boxcar,Fairchild ,M
1,58,SNCASE SE.2010 Armagnac,Sud Aviation,C
1,59,Douglas C-54G (DC-4),Douglas ,M
1,60,Consolidated C-10A Catalina (PBY-5A,Consolidated ,M
1,61,Ilyushin Il-12P,Ilyushin ,C
1,62,Curtiss C-46D,Curtiss ,M
1,63,Lockheed L-049 Constellation,Lockheed ,C
1,64,Douglas DC-3C,Douglas ,C
1,65,SNCASE SE.161/P7 Languedoc,Sud Aviation,C
1,66,Ilyushin Il-12,Ilyushin ,C
1,67,Lockheed 18 Lodestar,Lockheed ,C
1,68,Handley Page Hastings C.1,Handley ,M
1,69,Curtiss R5C-1 (C-46),Curtiss ,C
1,70,Lockheed P2V-3 Neptune,Lockheed ,M
1,71,Douglas DC-6,Douglas ,C
1,72,Lockheed L-749A Constellation,Lockheed ,C
1,73,Douglas DC-3-229,Douglas ,C
1,74,Douglas R5D-3 (DC-4),Douglas ,M
1,75,Douglas C-54B (DC-4),Douglas ,C
1,76,Vickers 615 Viking 1B,Vickers ,M
1,77,Fairchild C-119B-10-FA Flying Boxca,Fairchild ,M
1,78,Douglas VC-47D (DC-3),Douglas ,M
1,79,Lockheed P2V-3W Neptune,Lockheed ,M
1,80,Lockheed L-749 Constellation,Lockheed ,C
1,81,Douglas DC-3 (R4D-1),Douglas ,C
1,82,Douglas SC-47D,Douglas ,M
1,83,Lisunov Li-2P,Lisunov ,C
1,84,Douglas R4D-6 (DC-3),Douglas ,C
1,85,Boeing B-17G,Boeing ,C
1,86,Junkers Ju-52,Junkers ,M
1,87,Lockheed C-60 Lodestar,Lockheed ,M
1,88,Douglas VC-47D (DC-3),Douglas ,C
1,89,Grumman SA-16A Albatross,Grumman ,M
1,90,Lockheed P2V-4 Neptune,Lockheed ,M
1,91,Savoia-Marchetti SM-95B,Savoia-Marchetti ,C
1,92,Douglas DC-3A-197D,Douglas ,C
1,93,Junkers Ju-52/3m,Junkers ,M
1,94,Douglas DC-2-200,Douglas ,M
1,95,Fairchild R4Q-1 Flying Boxcar (C-11,Fairchild ,C
1,96,Douglas R4D-6 (DC-3),Douglas ,M
1,97,Douglas R4D-5 (DC-3),Douglas ,M
1,98,Curtiss C-46E,Curtiss ,C
1,99,Douglas VC-47B (DC-3),Douglas ,M
1,100,Convair CV-240-2,Convair ,C
1,101,Douglas R5D-1 (DC-4),Douglas ,C
1,102,Canadair C-54GM North Star,Canadair ,M
1,103,Handley Page Hastings C.2,Handley ,M
1,104,Douglas R4D-1 (DC-3),Douglas ,C
1,105,Douglas C-53-DO (DC-3),Douglas ,C
1,106,Douglas C-124A Globemaster II,Douglas ,M
1,107,Douglas C-48B (DC-3),Douglas ,C
1,108,Handley Page HP.82 Hermes V,Handley ,C
1,109,Antonov An-2,Antonov ,C
1,110,Douglas DC-3A-197,Douglas ,C
1,111,Vickers 639 Viking 1,Vickers ,C
1,112,Amiot AAC.1 (Ju-52),Amiot ,C
1,113,DH.86B Express,De Havilland,C
1,114,PBV-1A Canso A (PBY-5A),Catalina,C
1,115,Douglas DC-3D,Douglas ,C
1,116,Boeing C-97A,Boeing ,M
1,117,Short S.25 Sandringham 4,Short ,C
1,118,Martin PBM-5 Mariner,Martin ,M
1,119,Lockheed 14-H Super Electra,Lockheed ,C
1,120,Douglas DC-3-455,Douglas ,C
1,121,CANT Z.506S,CANT ,C
1,122,Bristol 170 Freighter 21E,Bristol ,C
1,123,Avro Shackleton MR.1,Avro ,M
1,124,PB2B-1 Canso A (PBY-5A),Catalina,C
1,125,Douglas DC-6B,Douglas ,C
1,126,Boeing 377 Stratocruiser,Boeing ,C
1,127,Bristol 170 Freighter 21E,Bristol ,M
1,128,Bristol 170 Freighter IA,Bristol ,M
1,129,Consolidated Canso A,Consolidated ,C
1,130,SNCASO SO.30P Bretagne,Sud Aviation,C
1,131,Douglas DC-2-243,Douglas ,C
1,132,Douglas DC-3-201C,Douglas ,C
1,133,Lockheed P2V-5 Neptune,Lockheed ,M
1,134,SNCASE SE.161 Languedoc,Sud Aviation,C
1,135,Consolidated PBY-5A Catalina,Consolidated ,C
1,136,Convair CV-240-13,Convair ,C
1,137,Douglas C-54E (DC-4),Douglas ,C
1,138,Convair CV-240-0,Convair ,C
1,139,Vickers 614 Viking 1,Vickers ,C
1,140,Consolidated LB.30 Liberator II,Consolidated ,C
1,141,Douglas DC-3A-393,Douglas ,C
1,142,Avro 685 York I,Avro ,C
1,143,Vickers Varsity T.1,Vickers ,M
1,144,Amiot AAC.1 (Ju-52),Amiot ,M
1,145,Short Sunderland MR.5,Short ,M
1,146,Convair CV-240-23,Convair ,C
1,147,Curtiss R-5C-1 (C-46),Curtiss ,M
1,148,Lockheed L-749A-79-33 Constellation,Lockheed ,C
1,149,Douglas SC-47A,Douglas ,M
1,150,Handley Page HP.81 Hermes IV,Handley ,C
1,151,Douglas Tp 79 (C-47-DL),Douglas ,M
1,152,Consolidated Tp 47 Canso (PBY-5A),Consolidated ,M
1,153,Nord 2501 Noratlas,Nord ,C
1,154,Ilyushin Il-12B,Ilyushin ,C
1,155,Handley Page HP.81 Hermes IVA,Handley ,C
1,156,Vickers 498 Viking 1A,Vickers ,C
1,157,Lisunov Li-2T,Lisunov ,M
1,158,Avro 685 York C.1,Avro ,C
1,159,Bristol 170 Freighter 21P,Bristol ,M
1,160,Vickers 630 Viscount,Vickers ,C
1,161,Douglas DC-2-115B,Douglas ,C
1,162,Douglas EC-47D (DC-3),Douglas ,M
1,163,Lockheed 14-H2 Super Electra,Lockheed ,C
1,164,SNCASE SE.161 Languedoc,Sud Aviation,M
1,165,DH-106 Comet 1A,De Havilland,C
1,166,Consolidated PBY-6A Catalina,Consolidated ,M
1,167,Douglas DC-3C,Douglas ,M
1,168,Lockheed L-1049G Super Constellatio,Lockheed ,C
1,169,Curtiss C-46,Curtiss ,M
1,170,Lisunov Li-2P,Lisunov ,M
1,171,Douglas DC-3A-269,Douglas ,C
1,172,Martin PBM-5G Mariner,Martin ,C
1,173,Vickers Varisty T.1,Vickers ,M
1,174,Short S.25 Sunderland 3,Short ,C
1,175,Vickers Valetta T.3,Vickers ,M
1,176,Fiat G.212,Fiat ,M
1,177,Convair CV-240-7,Convair ,C
1,178,Douglas C-54G (DC-4),Douglas ,C
1,179,DH-114 Heron 1B,De Havilland,C
1,180,Vickers 616 Viking 1B,Vickers ,C
1,181,Lockheed Ventura,Lockheed ,C
1,182,Douglas R4D-8 (Super DC-3),Douglas ,M
1,183,DH-106 Comet 1,De Havilland,C
1,184,Ford 5-AT-B Tri-Motor,Ford ,C
1,185,Avro Shackleton MR.2,Avro ,M
1,186,Douglas DST-318 (DC-3),Douglas ,C
1,187,Grumman SA-16B Albatross,Grumman ,M
1,188,Convair CV-240-4,Convair ,C
1,189,Bristol 170 Freighter 31M,Bristol ,M
1,190,Lockheed R7V-1 Super Constellation,Lockheed ,M
1,191,Martin P5M-1 Marlin,Martin ,M
1,192,Ford 4-AT-E Tri-Motor,Ford ,C
1,193,Fairchild R4Q-2 Flying Boxcar (C-11,Fairchild ,M
1,194,Junkers Ju-52/3mge,Junkers ,C
1,195,Handley Page HPR.1 Marathon 1A,Handley ,C
1,196,Douglas R6D-1 (DC-6),Douglas ,M
1,197,Boeing C-97G Stratofreighter,Boeing ,M
1,198,Convair CV-340-31,Convair ,C
1,199,Douglas C-49K (DC-3),Douglas ,C
1,200,Lockheed L-1049 Super Constellation,Lockheed ,C
1,201,Convair CV-240-12,Convair ,C
1,202,Consolidated PA-10 Catalina (PBY-5),Consolidated ,M
1,203,Douglas DC-3-314,Douglas ,C
1,204,Junkers Ju-52/3msai,Junkers ,C
1,205,Kaiser-Frazer C-119F Flying Boxcar,Kaiser-Frazer,M
1,206,Fairchild C-119G Flying Boxcar,Fairchild ,M
1,207,Vickers 634 Viking 1B,Vickers ,C
1,208,Vickers Valetta C.2,Vickers ,M
1,209,Nord 2501 Noratlas,Nord ,M
1,210,Lockheed C-60A-1-LO Lodestar,Lockheed ,C
1,211,Lockheed Neptune MR.1,Lockheed ,M
1,212,Bristol 175 Britannia 101,Bristol ,C
1,213,Lockheed RC-121C Super Constellatio,Lockheed ,M
1,214,Breda-Zappata BZ.308,Breda-Zappata ,M
1,215,Fairchild C-119 Flying Boxcar,Fairchild ,M
1,216,Convair CV-240-1,Convair ,C
1,217,Douglas R4D-3 (DC-3),Douglas ,C
1,218,Junkers Ju-52/3mreo,Junkers ,C
1,219,Convair CV-340-35,Convair ,C
1,220,Fairchild C-119F-FA Flying Boxcar,Fairchild ,M
1,221,Catalina IVB (PBY-5A),Catalina ,M
1,222,Fairchild C-119F Flying Boxcar,Fairchild ,M
1,223,Shorts S.26 G Class,Short ,C
1,224,Lockheed C-60A Lodestar,Lockheed ,C
1,225,Kaiser-Frazier C-119F Flying Boxcar,Kaiser-Frazer,M
1,226,DHC-3 Otter,De Havilland Canada,M
1,227,Lockheed P2V-6 Neptune,Lockheed ,M
1,228,Canadair DC-4M1 North Star,Canadair ,M
1,229,Douglas C-124C Globemaster II,Douglas ,M
1,230,Boeing KC-97G Stratofreighter,Boeing ,M
1,231,Fiat G.212CP,Fiat ,C
1,232,Ford 4-AT-B Tri-Motor,Ford ,C
1,233,Lockheed L-1049C Super Constellatio,Lockheed ,C
1,234,Lockheed L-749A-79 Constellation,Lockheed ,C
1,235,Vickers 627 Viking 1B,Vickers ,C
1,236,Lockheed YP2V-7 Neptune,Lockheed ,M
1,237,Lockheed L-1049C-55-81 Super Conste,Lockheed ,C
1,238,Handley Page Marathon T.2,Handley ,M
1,239,Convair CV-240-6,Convair ,C
1,240,Vickers 720 Viscount,Vickers ,C
1,241,Short S.25 Sunderland 5,Short ,C
1,242,Douglas DC-2-118B,Douglas ,C
1,243,Douglas DC-3-322,Douglas ,C
1,244,Lockheed WV-2 Super Constellation,Lockheed ,M
1,245,Grumman UF-1G Albatross,Grumman ,C
1,246,Lockheed L-1049E Super Constellatio,Lockheed ,C
1,247,Lockheed B-34 Lexington,Lockheed ,C
1,248,Kaiser-Fraser C-119G Flying Boxcar,Kaiser-Frazer,M
1,249,Martin 2-0-2A,Martin ,C
1,250,Vickers 701 Viscount,Vickers ,C
1,251,Lockheed C-121J Super Constellation,Lockheed ,M
1,252,Convair CV-340-13,Convair ,C
1,253,Martin 4-0-4,Martin ,C
1,254,Consolidated Liberator C Mk VI,Consolidated ,C
1,255,Douglas C-118A (DC-6),Douglas ,M
1,256,Douglas DC-3A-228D,Douglas ,C
1,257,Douglas C-53D-DO (DC-3),Douglas ,M
1,258,Avro 691 Lancastrian C.2,Avro ,M
1,259,Airspeed AS.57 Ambassador 2,Airspeed ,C
1,260,Douglas SC-47D (DC-3),Douglas ,M
1,261,Lockheed 14-08 Super Electra,Lockheed ,C
1,262,Lockheed L-149 Constellation,Lockheed ,C
1,263,Ford 5-AT-D Tri-Motor,Ford ,C
1,264,Convair CV-340-32,Convair ,C
1,265,PBV-1A Canso A (PBY-5A),Catalina,M
1,266,Ilyushin Il-14,Ilyushin ,C
1,267,Douglas DC-3-191A,Douglas ,C
1,268,Douglas C-49E (DC-3),Douglas ,C
1,269,Handley Page Hastings,Handley ,M
1,270,Latécoère 631,Latécoère ,C
1,271,Bristol 170 Freighter 31,Bristol ,C
1,272,Boeing KC-97F Stratofreighter,Boeing ,M
1,273,Canadair C-4 Argonaut,Canadair ,C
1,274,Boeing B-17F,Boeing ,C
1,275,Convair CV-340-58,Convair ,C
1,276,Vickers 644 Viking 1B,Vickers ,C
1,277,Short S.25 Sandringham 7,Short ,C
1,278,Douglas C-54 (DC-4),Douglas ,C
1,279,Douglas MC-54M (DC-4),Douglas ,M
1,280,PBV-1A Canso (PBY-5A),Catalina,M
1,281,Douglas C-54M (DC-4),Douglas ,M
1,282,Douglas TC-47A (DC-3),Douglas ,M
1,283,UC-1 Otter (DHC-3),De Havilland Canada,M
1,284,Spartan Ventura,Spartan ,C
1,285,Fairchild R4Q-2 Flying Boxcar (C-11,Fairchild ,C
1,286,U-1A Otter (DHC-3),De Havilland Canada,M
1,287,Douglas R5D-2 (DC-4),Douglas ,M
1,288,Vickers 744 Viscount,Vickers ,C
1,289,Douglas C-54A (DC-4),Douglas ,M
1,290,Vickers 610 Viking 1B,Vickers ,M
1,291,Bristol 170 Freighter 31E,Bristol ,C
1,292,Lockheed L-1049E-55 Super Constella,Lockheed ,C
1,293,Douglas DC-7,Douglas ,C
1,294,Lockheed L-1049-54-80 Super Constel,Lockheed ,C
1,295,U-1B Otter (DHC-3),De Havilland Canada,M
1,296,Boeing KC-97E Stratofreighter,Boeing ,M
1,297,Vickers 724 Viscount,Vickers ,C
1,298,Convair CV-440-11,Convair ,C
1,299,Douglas R4D-1 (DC-3),Douglas ,M
1,300,Antonov An-2T,Antonov ,C
1,301,Convair CV-340-68B,Convair ,C
1,302,Fairchild C-82A Packet,Fairchild ,C
1,303,Douglas C-47D (DC-3),Douglas ,C
1,304,DHC-3 Otter,De Havilland Canada,C
1,305,Consolidated 28-5MC Canso A,Consolidated ,C
1,306,Douglas DC-3A-453,Douglas ,C
1,307,Short S.25 Sandringham 3,Short ,C
1,308,Lockheed WV-3 Super Constellation,Lockheed ,M
1,309,Vickers 739 Viscount,Vickers ,C
1,310,Lockheed P2V-2N Neptune,Lockheed ,M
1,311,Ilyushin Il-14,Ilyushin ,M
1,312,Hurel-Dubois HD.321,Hurel-Dubois ,C
1,313,DH-114 Heron 2B,De Havilland,C
1,314,Douglas C-49G-DO (DC-3),Douglas ,C
1,315,Lockheed L-749-79 Constellation,Lockheed ,C
1,316,SNCASE SE.161/P7 Languedoc,Sud Aviation,M
1,317,Avro Shackleton MR.3,Avro ,C
1,318,Canadair DC-4M2 North Star,Canadair ,C
1,319,Vickers 708 Viscount,Vickers ,C
1,320,Convair CV-240-5,Convair ,C
1,321,PBV-1A Canso (PBY-5A),Catalina,C
1,322,Howard Super Ventura,Howard ,C
1,323,Lockheed C-121C Super Constellation,Lockheed ,M
1,324,Kaiser-Frazer C-119G Flying Boxcar,Kaiser-Frazer,M
1,325,Douglas R4D-5 (DC-3),Douglas ,C
1,326,Douglas DC-7B,Douglas ,C
1,327,Douglas DC-6A,Douglas ,C
1,328,Grumman UF-1 Albatross,Grumman ,M
1,329,Blackburn Beverley C.1,Blackburn ,M
1,330,Douglas C-53 (DC-3),Douglas ,C
1,331,Boeing C-97C Stratofreighter,Boeing ,M
1,332,Consolidated C-87,Consolidated ,C
1,333,Vickers 615 Viking 1B,Vickers ,C
1,334,Ilyushin Il-14P,Ilyushin ,C
1,335,Lockheed 414-56 Hudson IIIA,Lockheed ,C
1,336,Lockheed 414-56-11 Hudson,Lockheed ,C
1,337,Lockheed L-749 Constellation (C-121,Lockheed ,C
1,338,Lockheed P2V-7 Neptune,Lockheed ,M
1,339,Martin PBM-5A Mariner,Martin ,M
1,340,Ilyushin Il-14M,Ilyushin ,C
1,341,Ilyushin Il-14D,Ilyushin ,C
1,342,Grumman HU-16E Albatross,Grumman ,C
1,343,Lockheed 18 Learstar I,Lockheed ,C
1,344,Scottish Aviation Twin Pioneer 1,Scottish ,C
1,345,Avro Shackleton MR.1A,Avro ,M
1,346,Douglas R4D-6L (DC-3),Douglas ,M
1,347,Convair CV-440-62,Convair ,C
1,348,Junkers Ju-52/3msai,Junkers ,M
1,349,Short Sunderland 5,Short ,M
1,350,Vickers 806 Viscount,Vickers ,C
1,351,Vickers 802 Viscount,Vickers ,C
1,352,Kaiser-Frazer C-119J Flying Boxcar,Kaiser-Frazer,M
1,353,DH-114 Heron 2D,De Havilland,C
1,354,Bristol 175 Britannia 301,Bristol ,C
1,355,Lascurain No.4 Aura,Lascurain ,C
1,356,Short S.25 Sandringham 2,Short ,C
1,357,Douglas DC-3-277D,Douglas ,C
1,358,Avro Shackleton T.4,Avro ,M
1,359,Lockheed P2V-5F Neptune,Lockheed ,M
1,360,Douglas DC-7C,Douglas ,C
1,361,Lisunov Li-2V,Lisunov ,C
1,362,Tupolev Tu-104,Tupolev ,C
1,363,Consolidated Catalina IIA (PBY-5A),Consolidated ,C
1,364,Vickers 657 Viking 1,Vickers ,C
1,365,Vickers 628 Viking 1B,Vickers ,C
1,366,Lockheed RC-121D Constellation,Lockheed ,M
1,367,Vickers 745D Viscount,Vickers ,C
1,368,Douglas C-133A Cargomaster,Douglas ,M
1,369,Douglas SC-47A (DC-3),Douglas ,M
1,370,Antonov An-10,Antonov ,C
1,371,Ilyushin Il-18A,Ilyushin ,M
1,372,Fairchild F-27,Fairchild ,C
1,373,Boeing S.307 Stratoliner,Boeing ,C
1,374,Lockheed RC-121D Super Constellatio,Lockheed ,M
1,375,Morane Saulnier MS.760 Paris I,Morane ,M
1,376,Douglas C-53B (DC-3),Douglas ,C
1,377,Convair CV-440-59,Convair ,C
1,378,Boeing KC-135A,Boeing ,M
1,379,Douglas C-48 (DC-3),Douglas ,C
1,380,Nord 2501D Noratlas,Nord ,M
1,381,Vickers Valetta T.4,Vickers ,M
1,382,Vickers 748D Viscount,Vickers ,C
1,383,Lockheed PV-2T Harpoon,Lockheed ,C
1,384,Lockheed P2V-7LP Neptune,Lockheed ,M
1,385,Lockheed L-1049H-01-06-162 Super Co,Lockheed ,C
1,386,Tupolev Tu-104A,Tupolev ,C
1,387,Handley Page HPR-7 Herald 100,Handley ,C
1,388,Vickers 621 Viking 1,Vickers ,C
1,389,Lockheed C-130A-II Hercules,Lockheed ,M
1,390,Lockheed L-1049H Super Constellatio,Lockheed ,C
1,391,Douglas SC-47,Douglas ,M
1,392,Lockheed C-130A Hercules,Lockheed ,M
1,393,CSR-123 Otter (DHC-3),De Havilland Canada,M
1,394,Fairchild C-123B Provider,Fairchild ,M
1,395,Lockheed L-1049G-82 Super Constella,Lockheed ,C
1,396,Vickers 701C Viscount,Vickers ,C
1,397,Vickers 755D Viscount,Vickers ,C
1,398,Avia 14P,Avia ,C
1,399,Martin PBM-5 Mariner,Martin ,C
1,400,Lockheed L-1049D Super Constellatio,Lockheed ,C
1,401,Vickers 732 Viscount,Vickers ,C
1,402,Lockheed Learstar 1,Lockheed ,C
1,403,Ilyushin Il-12T,Ilyushin ,C
1,404,Bristol 175 Britannia 312,Bristol ,C
1,405,SAAB Scandia 90A-2,SAAB ,C
1,406,Douglas DC-3A-197B,Douglas ,C
1,407,Ilyushin Il-12L,Ilyushin ,C
1,408,Martin P5M-2 Marlin,Martin ,M
1,409,Avro 688 Super Trader,Avro ,C
1,410,Douglas DC-3B-202,Douglas ,C
1,411,Boeing 707-121,Boeing ,C
1,412,Lockheed L-188A Electra,Lockheed ,C
1,413,Vickers 794D Viscount,Vickers ,C
1,414,YAC-1 Caribou,De Havilland Canada,C
1,415,Lockheed C-121G Super Constellation,Lockheed ,M
1,416,Baade 152,Baade ,C
1,417,Vickers 763D Viscount,Vickers ,C
1,418,Fairchild R4Q Flying Boxcar (C-119),Fairchild ,C
1,419,Fairchild C-119J Flying Boxcar,Fairchild ,M
1,420,Fokker F-27 Friendship 100,Fokker ,C
1,421,Scottish Aviation Twin Pioneer CC.1,Scottish ,M
1,422,de Havilland DH-106 Comet 4,De Havilland,C
1,423,Grumman A-16 Albatross (HU-16),Grumman ,M
1,424,Curtiss C-46 Super C,Curtiss ,C
1,425,Vickers 815 Viscount,Vickers ,C
1,426,DH-106 Comet 2R,De Havilland,M
1,427,Consolidated P4Y-2 Privateer,Consolidated ,C
1,428,Douglas DC-6A/B,Douglas ,C
1,429,Lockheed L-1649A Starliner,Lockheed ,C
1,430,Lockheed R7V-2 Super Constellation,Lockheed ,M
1,431,Douglas DC-3-277C,Douglas ,C
1,432,Ford 5-AT-C Tri-Motor,Ford ,C
1,433,Boeing 707-123,Boeing ,C
1,434,Douglas DC-3A-414A,Douglas ,C
1,435,DH-106 Comet 4,De Havilland,C
1,436,Ilyushin Il-18B,Ilyushin ,C
1,437,Lockheed P-15 Neptune (P2V-5),Lockheed ,M
1,438,SAAB Scandia 90A-1,SAAB ,C
1,439,Vickers 757 Viscount,Vickers ,C
1,440,Boeing 707-227,Boeing ,C
1,441,Scottish Aviation Twin Pioneer 3,Scottish ,C
1,442,Grumman SA-16B Albatross (HU-16),Grumman ,M
1,443,Vickers 785D Viscount,Vickers ,C
1,444,Vickers 635 Viking 1B,Vickers ,C
1,445,Vickers 827 Viscount,Vickers ,C
1,446,Scottish Aviation Twin Pioneer 2,Scottish ,C
1,447,Lockheed 18 Learstar,Lockheed ,C
1,448,SE-210 Caravelle I,Sud Aviation,C
1,449,Fokker F-27 Friendship 200,Fokker ,C
1,450,Lockheed PV-1 Ventura,Lockheed ,C
1,451,Douglas C-118A (DC-6),Douglas ,C
1,452,Douglas DC-3,Douglas ,M
1,453,Antonov An-10A,Antonov ,C
1,454,Lockheed L-188C Electra,Lockheed ,C
1,455,Vickers 804 Viscount,Vickers ,C
1,456,Lockheed RB-69A Neptune,Lockheed ,M
1,457,Avia 14T,Avia ,M
1,458,Douglas DC-4-1009,Douglas ,M
1,459,Bristol 170 Wayfarer II,Bristol ,C
1,460,Ilyushin Il-18A,Ilyushin ,C
1,461,Hurel-Dubois HD.321,Hurel-Dubois ,M
1,462,SE-210 Caravelle IA,Sud Aviation,C
1,463,Convair CV-880,Convair ,C
1,464,Lockheed Lodestar,Lockheed ,C
1,465,Vickers 498 Viking 1A,Vickers ,M
1,466,Antonov An-2T,Antonov ,M
1,467,Convair CV-340-62,Convair ,C
1,468,Douglas C-47E (DC-3),Douglas ,C
1,469,Vickers Viscount,Vickers ,C
1,470,VEB 14P,VEB ,M
1,471,Fairchild C-82 Packet,Fairchild ,C
1,472,Vickers 702 Viscount,Vickers ,C
1,473,Antonov An-2V,Antonov ,C
1,474,Douglas R5D-3 (DC-4),Douglas ,C
1,475,Vickers 837 Viscount,Vickers ,C
1,476,Vickers 739B Viscount,Vickers ,C
1,477,Douglas AC-47D (DC-3),Douglas ,M
1,478,DH-114 Heron 2,De Havilland,C
1,479,Boeing 707-344,Boeing ,C
1,480,Fairchild F-27A,Fairchild ,C
1,481,Bristol 175 Britannia 102,Bristol ,C
1,482,Ilyushin Il-14FK,Ilyushin ,C
1,483,Avro 691 Lancastrian C.4,Avro ,M
1,484,Douglas C-47D,Douglas ,C
1,485,Douglas DC-8-11,Douglas ,C
1,486,Convair C-131D (CV-340),Convair ,M
1,487,Boeing 707-436,Boeing ,C
1,488,Avia 14-32A,Avia ,C
1,489,Douglas DC-8-21,Douglas ,C
1,490,Douglas SC-54D (DC-4),Douglas ,M
1,491,Avia 14(P),Avia ,C
1,492,Morane Saulnier MS.760A Paris IA,Morane ,M
1,493,Boeing 707-329,Boeing ,C
1,494,Douglas DC-7CF,Douglas ,C
1,495,Convair R4Y-1Z (CV-340),Convair ,M
1,496,Lockheed P2V-7S Neptune,Lockheed ,M
1,497,Tupolev Tu-104B,Tupolev ,C
1,498,Lockheed TC-121C Super Constellatio,Lockheed ,M
1,499,Antonov An-2,Antonov ,M
1,500,Ilyushin Il-18V,Ilyushin ,C
1,501,Breguet 761S,Breguet ,M
1,502,Douglas DC-3S,Douglas ,C
1,503,Douglas DC-3A-228C,Douglas ,C
1,504,Douglas DC-8-32,Douglas ,C
1,505,Douglas R4D-4 (DC-3),Douglas ,C
1,506,Lockheed C-130B Hercules,Lockheed ,M
1,507,Douglas DC-8-53,Douglas ,C
1,508,OA-10A Catalina,Catalina,M
1,509,Martin JRM-3 Mars,Martin ,C
1,510,Douglas DC-8-12,Douglas ,C
1,511,Boeing 707-328,Boeing ,C
1,512,Boeing 707-124,Boeing ,C
1,513,Antonov An-12,Antonov ,M
1,514,Vickers 610 Viking 3B,Vickers ,C
1,515,SE-210 Caravelle III,Sud Aviation,C
1,516,Boeing 720-023B,Boeing ,C
1,517,Douglas DC-3-214,Douglas ,C
1,518,Shijiazhuang Y-5,Shijiazhuang ,C
1,519,Vickers 736 Viscount,Vickers ,C
1,520,Bristol 170 Superfreighter 32,Bristol ,C
1,521,Douglas R4D-8L (Super DC-3),Douglas ,M
1,522,Vickers 798D Viscount,Vickers ,C
1,523,Vickers 768D Viscount,Vickers ,C
1,524,Convair C-131E (CV-440),Convair ,M
1,525,Douglas AC-47A,Douglas ,M
1,526,Boeing 720-030B,Boeing ,C
1,527,Antonov An-2Skh,Antonov ,C
1,528,DH-106 Comet 4B,De Havilland,C
1,529,Lockheed P2V Neptune,Lockheed ,M
1,530,SNCASO S.O.95M Corse III,Sud Aviation,M
1,531,Convair T-29A (CV-240),Convair ,M
1,532,Boeing 707-123B,Boeing ,C
1,533,Ilyushin Il-14P,Ilyushin ,M
1,534,Breguet 1150 Atlantic,Breguet ,C
1,535,Morane Saulnier (FMA) MS.760 Paris,Morane ,M
1,536,Convair CV-340-54,Convair ,C
1,537,Antonov An-2R,Antonov ,C
1,538,Lockheed SP-2H Neptune,Lockheed ,M
