registration,admin_id,aircraft_id,operator,registration_id
N79SF,1,1227,Phoenix Air,10666
JA8662,1,1613,TOA Domestic,7822
G-BHWT,1,1428,Fairflight,6804
G-APIM,1,1614,BAF,6699
C-GJWW,1,1126,Air Toronto,3659
VR-BJB,1,986,Segas International,14219
N4571M,1,1615,Delta Air Lines,9584
XA-KUT,1,1153,Aero Astra,14633
B-222,1,748,China Southwest,3225
CP-1244,1,2,ETA,5183
CCCP-85254,1,1271,"Aeroflot, Turkmenistan",4707
N996SA,1,809,Mountain Air Cargo,11302
B-11125,1,1148,Taiwan Airlines,3166
N68TC,1,1390,Trans-Colorado Airlines,10241
CCCP-87549,1,916,"Aeroflot, Privolzhsk",4766
F-GEJF,1,1616,Inter Cargo Service,6272
FAP-215,1,1569,Panamese AF,6498
F-GERV,1,1264,Air Vendée,6274
N5808,1,609,Aspen Airways,9953
L2-34/13/789,1,761,Thai AF,7929
D2-TOI,1,1617,TAAG,5611
D-CABB,1,1390,NFD,5482
K2713,1,1537,Indian AF,7873
N823JS,1,1560,"Piedmont Commuter, opb Jetstream International",10778
C-GJDX,1,1264,Air Niagara,3651
N287W,1,984,Nevada Flyco,9037
VN-A108,1,951,Hâng Không Viêtnam,14124
MP-113,1,1569,Mexican Navy,8219
N622AV,1,1390,AVAir,10074
PT-LMA,1,1483,Transamérica Táxi Aéreo,12465
F-BTMJ,1,932,TAT,6230
CCCP-01648,1,537,"Aeroflot, Yakutsk",3931
CCCP-65675,1,1495,"Aeroflot, Belarus",4503
TC-AKD,1,1380,Talia Airways,13538
ZS-LGP,1,1332,"Bop Air, op.for Comair",15428
VH-IBC,1,1206,Norfolk Pacific Aviation,14019
F-GCPS,1,796,TAT,6262
CCCP-85413,1,1333,"Aeroflot, East Siberia",4717
L2174,1,630,Indian AF,7935
HK-1716,1,710,Avianca,7260
N411AE,1,1581,"Chaparral Airlines, op.for American Eagle",9463
5N-ARH,1,1105,Arax Airlines,1909
9K-ADB,1,1618,Kuwait Airways,2727
ZS-UAS,1,64,United Air,15481
TR-LTZ,1,1513,Gabon Government,13760
N110UR,1,1381,Piedmont Airlines,8322
N819PH,1,1619,Horizon Air,10758
CCCP-67518,1,1217,"Aeroflot, East Siberia",4546
4,1,1492,Soviet AF,767
N47FE,1,10,Flying Enterprises,9647
T-237,1,1218,Cuban AF,13372
N73711,1,1620,Aloha Airlines,10433
ET-AGT,1,10,Ethiopian Airlines,5999
CCCP-26151,1,1218,Soviet AF,4155
LN-WFN,1,1400,Widerøes Flyveselskap,7988
G-AWND,1,1133,British Airways,6762
B-2510,1,1125,Xiamen Airlines,3239
ZS-PRW,1,811,Avex,15469
SP-WNE,1,537,ZUA,13170
N136AA,1,1071,American Airlines,8498
TI-LRC,1,664,LACSA,13703
N75356,1,1621,TACA,10524
N65DA,1,1332,"Delta Connection, opb ASA",10168
N500RW,1,1245,Jetcorp,9727
YN-CBE,1,125,Aeronica,15060
OY-APE,1,843,Star Air,11592
FAE068,1,1622,Ecuador Air Force,6478
N259MC,1,1623,Midway Connection,8945
61-2373,1,649,USAF,2151
234,1,1291,Ecuador Navy,574
CCCP-70121,1,537,"Aeroflot, Tyumen",4557
N1003G,1,1329,Austral Lineas Aéreas,8234
CCCP-32267,1,702,"Aeroflot, Ukraine",4196
XY-ADQ,1,843,Burma Airways,14960
F-WEGA,1,1624,ATR,6380
N202RH,1,722,Samoa Aviation,8780
PK-MVG,1,561,Merpati Nusantara,11987
VT-EJV,1,1625,Vayudoot,14394
C-GYQY,1,894,Trans-Provincial Airlines,3806
29,1,1218,Soviet AF,630
F-GFKC,1,1626,Air France,6276
YS-05C,1,1117,AESA,15123
N3756Q,1,1627,private,9323
YU-BGI,1,537,Agrohemizacija,15160
50+80,1,1116,German AF,1326
EP-IBU,1,1479,Iran Air,5908
PK-IVW,1,1628,Bouraq Indonesia,11934
HK-3148X,1,927,L.A. Suramericanas,7335
CCCP-46669,1,969,"Aeroflot, Far East",4383
2001,1,1629,Brazilian AF,488
CCCP-07791,1,724,"Aeroflot, Central Region",4018
5Y-BBS,1,449,Kenya Airways,2015
158381,1,1459,US Navy,392
C-GKBM,1,971,"U.S. Forest Service, opb Kenn Borek Air",3665
N7267,1,809,Fairways Corp.,10391
N33VX,1,451,TACA,9228
D2-TOV,1,771,Angola Air Charter,5614
N4506H,1,1630,Air France,9554
N442NE,1,1245,Northeast Jet,9526
N482SA,1,1390,PenAir,9667
N745F,1,619,Jet Management,10472
HK-2445,1,971,ACES,7290
C-GILU,1,1445,Geoterrex,3641
LZ-DOK,1,916,Hemus Air,8161
OK-1,1,1631,Botswana Government,11510
CCCP-35677,1,537,"Aeroflot, Ukraine",4241
23494,1,506,Pakistan AF,579
5W-FAF,1,708,Polynesian Airlines,1992
9Q-CBK,1,1632,Kinair Cargo,2839
CCCP-01788,1,724,"Aeroflot, Yakutsk",3933
CCCP-67235,1,1597,"Aeroflot, Yakutsk",4534
4,1,513,Soviet AF,766
N852TW,1,1289,TWA,10860
SP-CNH,1,537,APRL,13098
FAC-1650,1,1633,Colombian AF,6435
XC-COX,1,1332,Transporte Aéreo Federal,14801
B-2218,1,1088,CAAC,3224
N473DA,1,1634,Delta Air Lines,9635
XA-HUL,1,1635,Aerocaribe,14619
C-GJRL,1,1148,Newfoundland-Labrador Air Transport,3654
N111VA,1,976,Wrangell Air Service,8331
PT-LGJ,1,1636,Banco do Comércio e Indústria de São Paulo,12455
UD.13-04,1,1181,Spanish AF,13803
CP-1653,1,18,Frigorifico Reyes,5212
VN-A102,1,951,Hâng Không Viêtnam,14123
N1283,1,1206,Snowy Butte Aviation,8447
6Y-JQF,1,1193,Trans-Jamaican Airlines,2409
HC-AZY,1,412,TAME Ecuador,7082
N1830U,1,1000,United Airlines,8683
YJ-RV20,1,1148,Dovair,15032
ET-AJA,1,1637,Ethiopian Airlines,6011
C-GFFA,1,1638,Bradley Air Services,3610
Z-WRJ,1,10,Crest Breeders,15329
CCCP-70848,1,702,"Aeroflot, Far East",4587
VT-EJT,1,1625,Vayudoot,14393
CCCP-85479,1,1333,"Aeroflot, Armenia",4719
CCCP-84657,1,537,"Aeroflot, Yakutsk",4687
CCCP-85617,1,1639,"Aeroflot, Moscow",4721
LV-LIU,1,910,Aerolineas Argentinas,8074
CCCP-48101,1,1146,MAP Moscow,4418
PP-SNT,1,1640,VASP,12273
YR-PVS,1,537,Aviatia Utilitara,15112
CCCP-11418,1,1031,"Aeroflot, Yakutsk",4093
N803BA,1,1641,San Juan Airlines,10687
B-4218,1,334,Shanxi Airlines,3285
XT-AAX,1,971,Air Burkina,14861
D2-TOM,1,1642,TAAG,5613
60-0317,1,378,USAF,2110
OK-AFB,1,951,CSA,11514
CCCP-32612,1,537,"Aeroflot, Yakutsk",4211
5N-ANW,1,1643,Nigeria Airways,1905
SP-WLM,1,537,ZUA,13165
5X-UBC,1,1435,Uganda Airlines,2006
VT-DMC,1,420,Vayudoot,14332
CCCP-26183,1,1146,MOM/NPO Energiya,4157
OB-R-1020,1,828,AeroPeru,11400
OE-FFK,1,1303,Aero Technik,11479
N311DF,1,1644,Gates Learjet,9132
F-OGHL,1,1157,Air Guadeloupe,6353
CCCP-32325,1,702,"Aeroflot, Yakutsk",4199
C-FBJE,1,10,Air Ontario,3358
SP-LTD,1,680,LOT,13141
N44,1,1253,FAA,9521
ET-AHI,1,1481,Ethiopian Airlines,6003
N750BR,1,742,private,10506
69-030,1,1116,Turkish AF,2386
OH-EBA,1,1332,"Kar-Air Finland, op.for Wasa Wings",11500
SP-WKZ,1,537,ZUA,13163
ZS-LKG,1,1264,Magnum Airlines,15429
F-GCPG,1,1264,Air Littoral,6261
CCCP-78771,1,1575,Soviet AF,4659
N661AV,1,865,Arrow Air,10174
G-BBVH,1,1645,Gibraltar Airways,6779
B-05/OT-ALE,1,1261,Belgian AF,3157
B-06/OT-ALF,1,1261,Belgian AF,3158
C-GJUL,1,1128,Voyageur Airways,3657
5A-DDD,1,971,Aero Club Libya,1814
C-GQSV,1,647,Air Creebec,3735
CCCP-67127,1,1217,"Aeroflot, Krasnoyarsk",4525
N284,1,494,"USAID, opb T & G Aviation",9029
N90804,1,494,"USAID, opb T & G Aviation",11039
CCCP-86732,1,1315,Soviet AF,4737
YU-AID,1,735,Yugoslav AF,15147
CCCP-81535,1,537,"Aeroflot, Arkhangelsk",4671
5N-AYJ,1,1577,GAS Air Nigeria,1924
N234CM,1,1052,Crown Center Aviation,8885
10602,1,1490,Philippine AF,85
N739PA,1,1646,Pan Am,10438
PK-IHA,1,647,Bouraq Indonesia,11922
N945FE,1,1647,Federal Express,11180
G-OBME,1,1648,BMA,6883
N9330B,1,1647,Atlantic Aero,11135
C-GDOV,1,647,Bradley Air Services,3601
YV-597CP,1,1206,Corporación Metalmen,15204
CCCP-12997,1,608,"Aeroflot, Uralsk",4112
CCCP-85067,1,1649,"Aeroflot, International",4698
N11250,1,304,Temsco Helicopters,8337
CP-1418,1,10,Aerolineas La Paz,5199
XB-DYP,1,10,American Air Freight,14757
N73160,1,609,"Sierra Pacific Airlines, op.for Aspen Airways",10423
N242US,1,1650,Piedmont Airlines,8908
OY-ARI,1,1264,Muk Air Taxi,11593
CCCP-11987,1,735,Soviet AF,4100
CCCP-52066,1,597,"Aeroflot, Central Region",4437
I-CFSS,1,902,"State Forestry Corps (Italy), op.for SISAM",7659
3215,1,248,Republic of China AF,681
130318,1,728,Canadian Armed Forces,193
F-GDAV,1,619,Air Enterprise,6265
63-7990,1,378,USAF,2246
HK-3246X,1,1084,ACES,7344
XY-AEK,1,843,Burma Airways,14969
F-GEJE,1,1651,"Inter Cargo Service, op.for RAM",6271
N7231T,1,858,Independent Air,10379
C9-BAD,1,1437,LAM,3839
YR-TPJ,1,1333,Tarom,15121
G-BPMA,1,1428,Gill Air,6820
N232RA,1,1598,Reliant Airlines,8880
162782,1,1652,US Navy,412
PT-ASJ,1,1020,Serv-Jet,12388
N807FT,1,1454,Flying Tiger Line,10710
66-0150,1,1307,USAF,2340
F-GERP,1,1126,Dirac Aviation,6273
N4713U,1,1653,United Airlines,9627
HR-AKZ,1,451,private,7549
N29X,1,1636,NYNEX,9068
C-FBZN,1,10,Transfair,3365
N28PR,1,825,Borinquen Air,9045
PH-KLC,1,1586,KLM,11763
C-FONF,1,828,Air Ontario,3485
OB-T-1271,1,708,Aero Condor,11419
G-OTVS,1,1654,Headcorn Parchute Club,6894
N128MP,1,1655,Mid Pacific Airlines,8451
N931F,1,1180,Evergreen International,11130
ZK-SFE,1,1157,Soundsair,15374
PT-TCS,1,1617,"Transbrasil, lsf Omega Air Inc",12529
P2-BAB,1,1656,Bougair,11668
470,1,1092,Saudi AF,1180
HA-LCN,1,1333,Malev,6966
PK-GKD,1,1381,Garuda,11894
PH-HVK,1,1657,Transavia Airlines,11762
10616,1,1490,Philippine AF,86
OB-R-1314,1,1531,Faucett,11403
S9-NAI,1,1338,Transafrik,13040
N30PC,1,1206,Southern Company Services,9121
F-GGDM,1,796,"EAS, lsf Uni-Air",6278
880,1,466,East German AF,2577
CCCP-70080,1,537,"Aeroflot, Privolzhsk",4556
HK-3325X,1,1559,Aerosucre Colombia,7353
N9637F,1,1520,Planemasters,11230
CCCP-70225,1,537,"Aeroflot, Privolzhsk",4563
N28889,1,10,Monroe County Mosquito Control,9040
VH-IPA,1,659,IPEC,14024
OO-GEO,1,811,Eurosense,11568
XA-JPE,1,1193,Aero Cozumel,14629
RP-C82,1,10,MATS,12994
N95PB,1,1332,Southern Express,11215
XX489,1,1658,Royal Navy,14941
SE-IZO,1,848,Holmström Flyg,13082
N39YV,1,1206,Mesa Airlines,9387
CCCP-54891,1,537,"Aeroflot, Belarus",4442
OB-1272,1,803,Aero Condor,11355
6O-SBT,1,1072,Somali Airlines,2398
N4580Q,1,1659,Stratolift,9588
PNP-021,1,1660,Peruvian Police,12122
N285NJ,1,135,private,9032
C-GWYX,1,10,Central Mountain Air Services,3791
VH-BSN,1,1545,Cockatoo Island Airways,13981
N47CE,1,10,Condor Enterprises,9646
YR-BNJ,1,1215,Aviatia Utilitara,15090
C-FMPH,1,971,RCMP,3469
C-FMPB,1,809,RCMP,3468
2002,1,1291,Mexican AF,489
EC-EIS,1,5,Aeromarket,5738
5A-DDV,1,843,Libyan Arab Airlines,1816
N1809E,1,808,Surinam Airways,8673
N5323G,1,304,private,9839
HK-2486,1,971,Aerotaca,7291
P2-OTR,1,809,Curtain Brothers PNG,11709
DDR-SEW,1,1211,Interflug,5622
YA-BAK,1,1174,Ariana Afghan Airlines,14988
FAP-329,1,1294,Peruvian AF,6505
C-GBYA,1,451,Conifair Aviation,3585
N8042X,1,10,California Air Tours,10692
6O-SAZ,1,1378,Somali Airlines,2397
TJ-CCF,1,1661,Cameroon Airlines,13713
N125CA,1,1598,Phoenix Air,8418
CCCP-61788,1,340,"Aeroflot, Yakutsk",4475
CCCP-11875,1,735,Soviet AF,4097
G-OATD,1,1428,Short Brothers,6881
5Y-BBK,1,1263,Kenya Airways,2014
N950R,1,1589,"Rosenbalm Aviation, op.for Emery Worldwide",11195
HK-3490X,1,1589,TAMPA Colombia,7360
P2-ISJ,1,708,Talair,11688
CCCP-26685,1,1174,"Aeroflot, Yakutsk",4165
N1819U,1,1000,United Airlines,8675
P2-RDW,1,971,Talair,11716
RP-C1193,1,1662,Philippine Air Lines,12937
HB-CKW,1,1520,Zimex Aviation,7006
F-BEEA,1,85,IGN,6125
HL7328,1,1071,Korean Air,7486
CCCP-65670,1,1663,Soviet AF,4502
ZK-FTB,1,609,Air Freight NZ,15354
YA-KAA,1,916,Ariana Afghan Airlines,14999
7T-VHK,1,1083,Air Algérie,2505
OY-CRG,1,1572,Atlantic Airways,11602
SX-BGE,1,1428,Olympic Aviation,13325
N94253,1,797,International Turbine Service,11165
PT-KYR,1,1279,Locadora Belauto,12444
ET-AIL,1,971,RRC Air Services,6006
ZK-EVK,1,1148,Aspiring Air,15353
74-1681,1,1092,USAF,2445
CCCP-86718,1,1315,Soviet AF,4736
OB-1316,1,1339,APISA Air Carga,11357
N66HA,1,1664,private,10192
CCCP-88252,1,916,"Aeroflot, Yakutsk",4796
B-3417,1,969,China Eastern,3273
TC-51,1,1665,LADE,13522
YV-O-INC-2,1,902,CVG,15263
F-BVGO,1,1177,Air France,6243
TC-AJV,1,1666,Torosair,13537
AP-BBF,1,449,PIA,3124
CCCP-67104,1,1217,"Aeroflot, North Kavkaz",4524
CCCP-87509,1,916,"Aeroflot, Kyrgyzstan",4760
PP-VMK,1,1667,Varig,12333
CU-T1281,1,1211,Cubana,5369
N8168T,1,977,U.S. Department of State,10748
HC-AZJ,1,454,TAME Ecuador,7081
C-GSFS,1,843,Securité Civile,3746
5N-AOT,1,1668,Okada Air,1907
LN-PAA,1,609,Partnair,7970
CCCP-11983,1,579,"Aeroflot, Magadan",4099
14-22,1,1218,Cuban AF,257
OK-FDC,1,1278,Aero Vodochody,11518
PK-NUE,1,971,Merpati Nusantara,12002
CCCP-87391,1,916,"Aeroflot, Kyrgyzstan",4748
N887PE,1,1104,Private,10952
N204AJ,1,1104,Aviex Jet,8786
N112JC,1,1148,Vieques Air Link,8342
N290VL,1,708,Vieques Air Link,9049
N4577Z,1,10,Aero Virgin Islands,9585
N28346,1,1669,Aero Virgin Islands,9022
N632SS,1,1670,Virgin Islands Seaplane Shuttle,10102
N655SS,1,47,Virgin Islands Seaplane Shuttle,10157
N628SS,1,47,Virgin Islands Seaplane Shuttle,10087
N1046,1,67,Eagle Wings Air Service,8291
N38MN,1,1155,Vieques Air Link,9363
N457SA,1,708,Vieques Air Link,9587
N39MN,1,1155,Vieques Air Link,9386
N44DW,1,708,Flamenco Airways,9548
N8491B,1,1215,Vieques Air Link,10847
N197BN,1,976,Vieques Air Link,8734
N588JA,1,708,Vieques Air Link,9970
N861JA,1,708,Vieques Air Link,10886
N1159S,1,24,Air Caribbean,8350
N4425N,1,690,Aero Virgin Islands,9524
N40425,1,253,Aero Virgin Islands,9428
N54629,1,1071,UTA,9865
N416US,1,1671,USAir,9473
57-1481,1,1672,USAF,1740
6-P-101,1,1673,Argentine Navy,2105
N95CA,1,708,private,11213
N119DW,1,708,private,8369
F-GFHZ,1,480,Air Corse,6275
VT-EJF,1,1623,Vayudoot,14391
LV-MMV,1,1279,Misiones State Government,8081
C-GSLB,1,1390,Skylink Airlines,3751
N75GC,1,1546,Grand Canyon Airlines,10545
CCCP-48095,1,1674,MAP Moscow,4417
5N-ANX,1,1643,Nigeria Airways,1906
N53CC,1,1430,GTE South,9851
N617CC,1,1303,Owners Jet Services,10051
CCCP-33078,1,300,"Aeroflot, Tyumen",4215
CCCP-46525,1,969,"Aeroflot, Kazakstan",4373
56-3592,1,378,USAF,1684
N208W,1,1520,Westchester Air,8812
E-211,1,492,Argentine AF,5655
EL-AJH,1,1675,Air Liberia,5861
CCCP-11229,1,735,Soviet AF,4076
2102,1,1676,Saudi AF,526
N530DA,1,1634,Delta Air Lines,9835
CCCP-76569,1,1575,Soviet AF,4654
CCCP-76466,1,1539,"Aeroflot, Ulyanovsk Flight School",4651
TC-KUN,1,1001,Tapu Kadastro Genel Müdürlügü,13592
N88705,1,1034,"Continental Air Lines, op.for TAN",10950
B-180,1,1677,China Airlines,3197
C-GBJE,1,971,Air Inuit,3580
XC-UJC,1,1678,Mexican AF,14813
9,1,1218,Soviet AF,2628
N707PV,1,971,Aloha IslandAir,10315
OH-SBB,1,901,RV Aviation,11509
HK-2702,1,1679,Aerosucre Colombia,7311
PT-ISN,1,1183,Gonair Táxi Aéreo,12425
786/F-RAVV,1,970,French AF,2468
9L-LAV,1,1148,Weasua Air Transport,2731
LDF-46,1,1680,Lesotho AF,7946
LN-AAE,1,1404,Air Express,7948
YR-PMG,1,537,Aviatia Utilitara,15110
RP-C14,1,64,Victoria Air,12941
CCCP-46335,1,764,"Aeroflot, Uralsk",4362
TT-EAF,1,18,Air Chad,13771
VH-FCK,1,1332,Sunbird Airlines,14004
CCCP-44953,1,109,"Aeroflot, Kazakstan",4327
HL7285,1,1381,Korean Air,7484
V3-HCT,1,1148,Maya Airways,13933
HK-1803,1,710,Avianca,7269
N9205T,1,921,Tepper Aviation Inc,11086
SP-WWO,1,537,ZUA,13189
G-ROOM,1,1525,Short Brothers,6899
N127JL,1,803,New England Airlines,8440
C-FBWY,1,1264,Brooker Wheaton Aviation,3364
TJX-AC,1,1092,Cameroon AF,13714
N296CA,1,1569,US Army,9060
N371,1,806,Gomes & Warra Aircraft,9310
F-GHQB,1,1681,Air Inter,6285
60..,1,19,Mexican AF,2121
PH-BFC,1,1682,KLM,11735
N930GL,1,1245,Panamanian Government,11125
TAM62,1,392,Bolivian AF,13513
F-OGSM,1,1021,Aviation Sans Frontières,6355
N611AM,1,1683,American Airlines,10031
N410UE,1,1581,"United Express, opb North Pacific Airlines - NPA",9462
YR-BMJ,1,969,Tarom,15087
N198AW,1,1684,America West,8737
TU-TIK,1,1381,Air Ivoire,13783
PK-PCM,1,1319,Pelita Air Service,12025
YJ-RV3,1,1345,Vanair,15033
N31138,1,1390,"USAir Express, opb Chautauqua Airlines",9130
D2-THB,1,1083,Angola Air Charter,5607
LV-MZD,1,1381,Aerolineas Argentinas,8083
N96GS,1,1355,Grecoair,11237
VH-SBD,1,1496,Sunbird Airlines,14071
59-1494,1,378,USAF,1797
CCCP-65951,1,951,"Aeroflot, North Kavkaz",4521
TI-SAB,1,1445,SANSA,13705
N2721M,1,1390,SkyWest Airlines,8988
N835FE,1,1601,Federal Express,10811
N331DP,1,619,Aeroflite Services,9196
N44UE,1,1128,Epps Air Service,9553
N8867E,1,1136,Eastern Air Lines,10949
N46TE,1,1401,Eastman Kodak,9623
HI-578SP,1,1685,private,7151
ARV-0210,1,1569,Venezuelan Navy,3150
VH-BAY,1,976,Bougair,13969
HK-2016,1,658,Avianca,7280
PK-OBW,1,647,Airfast Indonesia,12022
C-GSAF,1,1215,Western Arctic Air,3742
BNMAU-10208,1,969,MIAT,3329
TN-230,1,1686,Congolese AF,13726
03 Yellow,1,499,DOSAAF,44
N854FE,1,1647,"Federal Express, opb Wiggins Airways",10863
N4688B,1,1687,Airborne Express,9613
G-OBOB,1,763,Slender You,6884
CCCP-86021,1,1315,Soviet AF,4725
N50CD,1,731,City of Detroit,9759
HK-3315,1,742,Helicol Colombia,7351
C-FGEP,1,1264,Perimeter Airlines,3409
PT-LCG,1,449,TAM,12450
VT-EPN,1,1688,Indian Airlines,14398
AF-316,1,1294,Zambian Air Force,3067
EC-BIQ,1,830,Aviaco,5712
CCCP-56472,1,537,"Aeroflot, Lithuania",4458
HB-AHA,1,1689,Crossair,7002
D-AELB,1,843,FTG Air Service,5445
N984JD,1,1644,Lear Jet,11270
N820FE,1,1601,Federal Express,10764
GN7960,1,1166,Venezuela ANG,6942
9Q-CVG,1,791,Katale Aero Transport,2909
VH-DNM,1,1176,Sydney Skydivers,13992
5X-BEE,1,1609,Bel Air,1997
A18-401,1,1690,RAAF,2987
HA-MER,1,537,"Ministry for Agriculture and Nutrition, op.for Agricultural High",6988
CCCP-28702,1,1587,"Aeroflot, East Siberia",4167
HR-SAZ,1,10,SAHSA,7566
HR-TNL,1,915,TAN,7570
B-2208,1,1088,Air China,3223
CU-T1436,1,1174,Cubana,5376
T-410,1,1691,Angolan Government,13390
CCCP-78781,1,1575,"Soviet AF, op.for Uzbek CAA",4661
N696JB,1,1104,Private,10262
5N-ATL,1,796,Concord,1913
ZK-SAF,1,659,SAFE Air,15371
N51FN,1,1209,Flight International,9801
PK-NUQ,1,971,Merpati Nusantara,12009
HR-ALH,1,809,Isleña Airlines,7550
PK-GKU,1,1381,Garuda,11896
HI-515CT,1,1692,AMSA,7148
PT-CMY,1,1183,Transamérica Táxi Aéreo,12399
CP-1738,1,253,TASS,5217
N217AS,1,1552,"Delta Connection, opb ASA",8835
LN-BNS,1,971,Widerøes Flyveselskap,7954
CCCP-04355,1,109,"Aeroflot, Magadan",3981
YN-BYX,1,1174,Aeronica,15057
N187SA,1,809,AeroPerlas,8700
9T-TCG,1,1092,Zaire AF,2948
RDPL-34008,1,969,Lao Aviation,12882
VH-LCL,1,1303,private,14033
SP-WPY,1,537,ZUA,13183
RP-C81,1,10,MATS,12993
C-GFAW,1,1478,Frontier Air,3609
N67109,1,1111,Aero Union,10196
WR965,1,1693,RAF,14557
HK-3316X,1,742,Helicol Colombia,7352
N418NE,1,1585,Tar Heel Aviation,9478
N84BL,1,1117,Aerial Transit,10850
52 Blue,1,1218,Soviet AF,1463
F-GHXA,1,785,"Aviacsa, lsf Noroeste",6286
VH-ANQ,1,1102,Air North Queensland,13964
EI-BZG,1,1694,Philippine Air Lines,5801
50+39,1,1116,German AF,1323
SP-WZB,1,537,ZUA,13191
RP-C314,1,1695,Aerolift Philippines,12964
N1FN,1,1276,K&K Aircraft,8757
C-FBCG,1,304,Aerokon Aviation,3353
VH-RTP,1,1696,Cape York Air Services,14070
N670MA,1,1519,MarkAir,10194
CCCP-46551,1,764,"Aeroflot, North Kavkaz",4375
OO-DTH,1,1552,DAT,11566
PT-ICA,1,796,TABA,12422
N803FE,1,1601,"Federal Express, op.for West Air",10688
C-FPQE,1,825,Gouvernement du Québec,3495
VH-FCJ,1,1120,Falcon Airlines,14003
G-BJRT,1,1697,British Airways,6806
CCCP-86905,1,1698,"Aeroflot, Uzbekistan",4739
CCCP-65799,1,1699,Aeroflot,4511
C-FWAB,1,971,Ptarmigan Airways,3550
CC-CEI,1,658,LAN Chile,3882
CCCP-19730,1,537,"Aeroflot, Uralsk",4136
CCCP-86456,1,1211,"Aeroflot, Moscow",4727
FAC-1007,1,506,Colombian AF,6414
HP-759,1,971,AeroPerlas,7539
P2-DNJ,1,1700,Douglas Airways,11672
J6-SLW,1,1155,Eagle Air Services,7752
N4465F,1,915,TPI,9535
ST-ALK,1,1617,TAAT,13214
K2705,1,1537,Indian AF,7872
K2763,1,1537,Indian AF,7880
HC-BFH,1,1294,Ecuador Air Force,7093
G-BCDO,1,449,Air UK,6783
CCCP-40861,1,109,"Aeroflot, Yakutsk",4257
TU-VBB,1,1206,Air Ivoire,13787
N210US,1,907,USAir,8820
RP-C140,1,10,Victoria Air,12942
SP-ANZ,1,300,Aeroklub Zaglebia Miedziowego,13095
F-BTTU,1,1288,DGAC/SFACT,6234
CCCP-87453,1,916,"Aeroflot, Armenia",4754
N911SJ,1,1083,Southern Air Transport,11066
CCCP-62407,1,109,"Aeroflot, Yakutsk",4476
N301AJ,1,705,Aviex Jet,9093
B-12268,1,1623,Formosa Airlines,3174
CCCP-28761,1,1587,"Aeroflot, Tajikistan",4170
N730CC,1,1610,CCAir,10408
1905,1,1701,Republic of China AF,476
N203E,1,722,National Executive Flight Service,8784
N80RD,1,742,Rowan Drilling Comp. Marine,10723
M30-03,1,1092,Royal Malaysian AF,8185
N174UA,1,1702,United Airlines,8658
68-0228,1,898,USAF,2365
TR-KNB,1,1703,Gabonese AF,13749
CCCP-87451,1,916,"Aeroflot, Kazakstan",4753
CCCP-87914,1,1232,"Aeroflot, Kazakstan",4791
HI-376CT,1,146,Aerochago Airlines,7144
OB-1303,1,1666,Faucett,11356
N23ST,1,558,Stonewall Transport,8899
CCCP-42351,1,1410,"Aeroflot, North Kavkaz",4282
HK-3510P,1,1520,private,7361
N500P,1,1158,Connie Kalitta,9726
N7428C,1,1704,Confederate Air Force,10458
OB-1349,1,537,Aero Manu,11359
N320MJ,1,658,Omega Air Inc,9171
PT-FAW,1,1332,Pernambuco State Gov.,12407
VR-HKK,1,1453,Air Hong Kong,14227
N79DD,1,1102,Hi-Tech Helicopters,10665
101001,1,1705,Swedish AF,71
161762,1,1043,US Navy,407
N7250C,1,1706,Private,10386
N65170,1,1707,Black Hills Aviation,10143
B-2402,1,1708,China Southwest,3233
B-2812,1,1709,China Southern,3258
EP-ANA,1,843,Iran Aseman Airlines,5891
9XR-GV,1,1710,Rwanda AF,2959
CCCP-69320,1,1146,MAP Novosibirsk,4551
PK-IHS,1,647,Bouraq Indonesia,11930
XB-ESO,1,742,Celanese Mexicana,14758
CCCP-67331,1,1217,"Aeroflot, Ukraine",4543
CP-735,1,12,BAFIN,5287
CCCP-85268,1,1271,"Aeroflot, Georgia",4708
CU-T1202,1,1167,Cubana,5363
N52DC,1,1509,Dow Chemical Company,9832
67-063,1,861,Norwegian AF,2356
CCCP-26038,1,1474,"Aeroflot, East Siberia",4153
OB-T-1207,1,1700,Aero Bellavista,11418
N445AC,1,1390,"Delta Connection, opb Comair",9532
2350,1,1036,Brazilian AF,581
I-ATJA,1,830,Alitalia,7652
6Y-JMO,1,1472,Air Jamaica,2408
CCCP-85664,1,1639,"Aeroflot, International",4722
FAC-1150,1,1445,SATENA,6428
HS-SKI,1,1711,Bangkok Airways,7584
5A-DBN,1,843,Libyan Red Crescent,1810
CCCP-86613,1,641,"Aeroflot, Domodedovo",4732
D-IGSW,1,1206,GSW Charterflug,5551
E-234,1,1356,Argentine AF,5664
TR-KJB,1,1712,Gabonese AF,13747
N97QS,1,1713,Executive Jet Aviation,11261
CCCP-87394,1,916,"Aeroflot, Krasnoyarsk",4749
EP-IOD ?,1,971,NIOC,5912
N2WU,1,705,Fair Sky Corp.,9077
N3313L,1,706,Northwest Airlines,9194
N278US,1,1103,Northwest Airlines,9007
ST-SAC,1,786,Sudania,13245
FAES125 ?,1,19,Salvadorian AF,6488
CP-1668,1,303,SAVCO,5214
CCCP-29110,1,579,MAP Kiev MSZ,4177
CCCP-47164,1,764,"Aeroflot, Far East",4398
CP-1953,1,125,Frigorifico Santa Rita,5221
HK-3195X,1,1332,AIRES Colombia,7339
N9444F,1,1520,"MarkAir Express, opb Hermens Air",11175
